t,ax,ay,az,gx,gy,gz
32742, 0.62, -0.23, 0.77, 56.49, -13.86, 9.87
32743, 0.63, -0.21, 0.77, 69.58, -10.78, 20.44
32744, 0.62, -0.13, 0.76, 75.74, -16.31, 22.40
32745, 0.65, -0.08, 0.76, 60.06, -11.20, 27.09
32746, 0.63, -0.06, 0.80, 46.55, -4.76, 24.92
32747, 0.59, 0.12, 0.81, 49.77, -9.73, 25.83
32748, 0.61, 0.03, 0.81, 47.67, -24.57, 24.50
32749, 0.63, -0.03, 0.80, 45.08, -21.28, 15.26
32750, 0.65, -0.01, 0.77, 54.81, -19.25, 7.14
32751, 0.64, 0.02, 0.76, 48.09, -13.65, -1.68
32752, 0.63, 0.08, 0.79, 23.59, -4.90, 3.36
32753, 0.66, 0.03, 0.80, 10.92, 0.56, 7.70
32754, 0.65, 0.09, 0.79, 13.16, -9.17, 10.22
32755, 0.65, 0.06, 0.76, 1.19, -11.97, 12.39
32756, 0.69, 0.01, 0.74, 0.98, -10.57, 13.72
32757, 0.69, -0.06, 0.75, -7.07, -1.54, 9.59
32758, 0.69, 0.01, 0.78, 1.12, 5.18, 5.32
32759, 0.69, 0.04, 0.76, -10.08, 9.52, 6.02
32760, 0.69, 0.03, 0.76, -10.08, 2.87, 7.07
32761, 0.67, -0.01, 0.75, -24.43, 13.37, 4.62
32762, 0.68, -0.03, 0.76, -18.55, 15.12, 4.34
32763, 0.68, -0.10, 0.76, -10.57, 10.50, -1.54
32764, 0.67, -0.03, 0.76, -18.13, 14.35, -1.89
32765, 0.67, -0.08, 0.79, -24.01, 18.97, -2.31
32766, 0.57, -0.11, 0.73, -48.58, 7.77, 5.60
32767, 0.64, -0.07, 0.83, -29.19, 14.70, -3.29
32768, 0.63, -0.05, 0.78, -9.66, 5.04, -0.98
32769, 0.66, -0.08, 0.79, -3.15, -11.55, -7.00
32770, 0.66, -0.14, 0.78, 8.61, -17.71, -7.07
32771, 0.66, -0.10, 0.78, 21.84, -14.35, -3.29
32772, 0.67, -0.10, 0.76, 8.47, 0.56, 0.91
32773, 0.63, -0.13, 0.80, 3.99, 9.17, 1.89
32774, 0.60, -0.09, 0.76, 13.09, 7.98, 3.08
32775, 0.63, -0.10, 0.78, 14.49, -0.35, 3.01
32776, 0.65, -0.05, 0.81, 8.12, 4.69, 0.98
32777, 0.62, -0.02, 0.80, -0.49, 3.64, -0.70
32778, 0.61, -0.04, 0.80, 7.49, -4.62, -5.46
32779, 0.66, -0.03, 0.79, -3.01, 1.96, -6.51
32780, 0.64, -0.03, 0.81, -0.35, 2.73, -8.26
32781, 0.56, -0.04, 0.83, -9.10, 4.90, -5.11
32782, 0.63, -0.01, 0.84, -4.34, 6.51, -1.12
32783, 0.64, -0.02, 0.82, -11.62, 9.24, -1.40
32784, 0.61, -0.04, 0.80, -19.46, 8.89, -0.49
32785, 0.60, -0.10, 0.68, -23.66, 7.35, 2.03
32786, 0.65, -0.08, 0.78, -10.78, 9.45, -3.15
32787, 0.64, -0.06, 0.80, -5.60, 0.14, -3.01
32788, 0.63, -0.09, 0.80, -9.03, 1.75, -5.11
32789, 0.62, -0.08, 0.80, -8.82, 3.01, -4.34
32790, 0.63, -0.08, 0.80, -10.85, 5.18, -3.99
32791, 0.63, -0.10, 0.80, -11.76, 4.13, -1.33
32792, 0.63, -0.09, 0.80, -10.36, 5.67, -2.17
32793, 0.61, -0.11, 0.79, -15.61, 7.56, -1.82
32794, 0.61, -0.08, 0.81, -7.42, 4.83, -3.43
32795, 0.59, -0.09, 0.82, -12.39, 5.11, -3.36
32796, 0.59, -0.09, 0.81, -12.18, 3.43, -3.99
