t,ax,ay,az,gx,gy,gz
15246, 0.37, 0.14, 0.93, 5.95, 10.57, 1.47
15247, 0.39, 0.16, 0.94, 4.06, 19.60, 3.85
15248, 0.34, 0.21, 0.94, -2.38, 18.62, 2.66
15249, 0.35, 0.20, 0.96, -13.86, 16.03, 2.38
15250, 0.35, 0.19, 0.97, -23.52, 27.37, 1.89
15251, 0.34, 0.19, 0.96, -32.76, 39.76, 3.36
15252, 0.31, 0.14, 0.97, -35.42, 41.44, -0.21
15253, 0.27, 0.12, 0.98, -12.04, 35.42, -3.92
15254, 0.22, 0.07, 0.98, 5.11, 21.56, -6.16
15255, 0.26, 0.12, 0.96, 15.26, 8.12, -15.33
15256, 0.24, 0.12, 0.93, -16.45, -1.82, -17.43
15257, 0.23, 0.15, 0.97, -17.22, -8.75, -13.79
15258, 0.21, 0.15, 1.00, -27.93, -25.69, -13.79
15259, 0.29, 0.07, 1.01, -28.70, -30.38, -5.53
15260, 0.31, 0.07, 1.03, -41.37, -17.71, -3.92
15261, 0.29, 0.10, 0.99, -34.16, -8.54, 0.00
15262, 0.27, 0.09, 0.96, -26.46, -10.43, 3.15
15263, 0.28, 0.12, 0.97, -29.05, -9.52, -0.07
15264, 0.31, 0.08, 0.98, -33.88, -10.01, -10.64
15265, 0.35, 0.01, 0.98, -15.68, -5.53, -20.65
15266, 0.34, 0.04, 0.97, 4.41, -0.35, -17.78
15267, 0.30, 0.03, 0.96, -0.42, 5.88, -15.19
15268, 0.29, -0.01, 0.95, 12.74, 0.84, -7.49
15269, 0.33, 0.02, 0.97, 17.36, 1.82, -8.05
15270, 0.30, 0.04, 0.96, 18.20, 5.88, -6.51
15271, 0.31, 0.09, 0.98, 19.60, 1.82, -2.94
15272, 0.29, 0.09, 1.00, 12.18, 6.30, 0.77
15273, 0.30, 0.06, 1.00, 8.75, 15.68, 5.74
15274, 0.29, 0.12, 1.00, 11.69, 19.67, 4.62
15275, 0.28, 0.09, 0.98, 14.14, 26.60, 1.89
15276, 0.23, 0.01, 0.98, 36.61, 7.07, -2.17
15277, 0.28, 0.07, 0.95, 45.57, 7.77, -6.09
15278, 0.24, 0.13, 0.94, 24.08, -3.22, -5.46
15279, 0.25, 0.20, 0.96, -0.28, -9.87, 2.59
15280, 0.25, 0.15, 0.99, -20.93, -17.01, -3.36
15281, 0.27, 0.04, 0.98, -4.55, -33.95, -2.31
15282, 0.33, 0.09, 0.99, -19.11, -12.46, -0.42
15283, 0.27, 0.11, 1.00, -28.21, -4.55, 1.12
15284, 0.26, 0.17, 0.98, -18.76, -11.62, 12.88
15285, 0.27, 0.13, 0.97, -39.20, -10.15, 16.66
15286, 0.30, 0.05, 0.98, -33.67, -15.19, 6.44
15287, 0.32, 0.06, 0.98, -19.32, -8.54, 5.11
15288, 0.31, 0.04, 0.97, -11.69, -4.62, 2.24
15289, 0.33, 0.03, 0.96, -1.12, -7.56, -5.60
15290, 0.31, 0.06, 0.96, 11.06, -4.20, -6.86
15291, 0.29, 0.09, 0.97, 5.18, -6.09, -4.55
15292, 0.30, 0.09, 0.99, 3.85, -7.00, -3.01
15293, 0.35, 0.06, 0.98, 6.09, -6.72, -7.70
15294, 0.35, 0.03, 0.97, 7.63, -0.77, -10.85
15295, 0.33, 0.03, 0.97, 8.82, 3.08, -7.98
15296, 0.29, 0.04, 0.96, 7.42, 6.58, -3.64
15297, 0.31, 0.08, 0.97, 11.34, 7.07, 0.70
15298, 0.32, 0.09, 0.97, 9.31, 10.29, 5.25
15299, 0.31, 0.07, 0.97, 9.31, 4.76, 0.56
15300, 0.29, 0.06, 0.97, 17.36, 11.62, 3.99
15301, 0.33, 0.10, 0.99, 17.01, 11.34, -4.27
15302, 0.32, 0.06, 0.97, 20.86, 10.36, -9.66
15303, 0.27, 0.07, 0.96, 22.96, 10.57, -4.55
15304, 0.25, 0.13, 0.95, 3.64, -3.57, 1.75
15305, 0.25, 0.14, 0.95, -16.17, -9.38, 5.88
15306, 0.28, 0.10, 0.99, -26.95, -13.09, 7.00
15307, 0.30, 0.07, 0.98, -29.82, -13.44, 5.60
15308, 0.28, 0.09, 1.01, -37.80, -9.52, 9.45
15309, 0.28, 0.12, 1.01, -47.88, -5.25, 12.39
15310, 0.31, 0.10, 0.98, -47.04, -4.90, 11.13
15311, 0.30, 0.02, 0.96, -46.90, -2.80, 9.10
15312, 0.32, -0.00, 0.93, -33.74, -3.99, 0.77
15313, 0.31, -0.04, 0.99, -29.05, -7.77, -7.42
15314, 0.32, -0.05, 0.99, -14.77, -2.80, -9.80
15315, 0.31, -0.02, 0.97, -3.29, -5.88, -11.90
15316, 0.33, 0.06, 0.96, -8.61, 5.88, -7.35
15317, 0.29, -0.02, 0.98, -11.27, -3.29, -13.02
15318, 0.30, -0.13, 0.96, -2.94, -8.12, -19.60
15319, 0.34, -0.12, 0.96, 12.32, -1.68, -15.68
15320, 0.34, -0.05, 0.96, 20.65, 1.33, -12.53
15321, 0.33, -0.01, 0.97, 26.18, 6.44, -5.32
15322, 0.31, 0.01, 0.97, 22.26, 8.96, 1.05
15323, 0.31, 0.03, 0.99, 19.11, 5.32, 0.63
15324, 0.30, 0.03, 1.00, 15.40, 2.52, -1.19
15325, 0.28, 0.02, 0.98, 12.39, 1.33, -2.10
15326, 0.29, 0.04, 0.98, 12.18, 2.52, -0.35
15327, 0.29, 0.02, 0.97, 10.71, 1.89, -0.70
15328, 0.30, -0.00, 0.99, 13.09, 3.36, 0.21
15329, 0.28, 0.01, 0.99, 13.37, 2.59, 4.69
15330, 0.27, 0.05, 0.98, 1.33, 0.07, 9.45
15331, 0.27, 0.07, 0.98, -11.48, -4.62, 13.30
15332, 0.26, 0.07, 0.98, -26.60, -12.74, 15.54
15333, 0.26, 0.08, 0.98, -36.61, -17.85, 21.28
15334, 0.28, 0.14, 0.98, -56.49, -12.11, 35.21
15335, 0.28, 0.10, 1.01, -71.96, -7.07, 40.39
15336, 0.33, -0.03, 0.99, -67.83, -13.37, 21.42
15337, 0.35, -0.19, 0.99, -43.61, -15.82, 1.40
15338, 0.36, -0.21, 0.91, -24.01, -5.04, 3.78
15339, 0.29, -0.06, 0.93, -17.57, -0.14, 12.25
15340, 0.30, -0.08, 0.95, -23.38, -13.58, -1.12
15341, 0.36, -0.15, 1.00, -27.51, -11.27, -13.02
15342, 0.36, -0.18, 0.96, -15.96, -9.73, -13.65
15343, 0.34, -0.20, 0.96, -11.97, -10.64, -9.03
15344, 0.32, -0.15, 0.94, -9.03, -4.55, 1.19
