t,ax,ay,az,gx,gy,gz
16655, 0.74, -0.49, -0.44, -1.40, -2.59, 3.01
16656, 0.74, -0.49, -0.45, -0.28, -2.24, 2.73
16657, 0.74, -0.49, -0.45, 0.00, -2.03, 4.48
16658, 0.74, -0.49, -0.45, 2.17, -1.68, 6.30
16659, 0.73, -0.50, -0.44, 2.45, -0.14, 2.73
16660, 0.74, -0.50, -0.44, 3.99, 0.00, 2.24
16661, 0.74, -0.50, -0.44, 2.87, 0.56, 2.87
16662, 0.74, -0.50, -0.44, 1.68, 0.70, 3.57
16663, 0.73, -0.51, -0.44, 0.28, -0.84, 2.80
16664, 0.74, -0.50, -0.44, 0.21, -0.70, 1.26
16665, 0.74, -0.51, -0.44, 0.14, -1.40, -0.07
16666, 0.74, -0.50, -0.44, -0.21, -1.61, -1.40
16667, 0.74, -0.50, -0.44, 0.00, -2.31, -0.28
16668, 0.74, -0.50, -0.44, 0.14, -2.45, 0.00
16669, 0.74, -0.50, -0.44, -0.07, -1.96, -0.91
16670, 0.74, -0.51, -0.44, -0.56, -1.54, -2.52
16671, 0.74, -0.50, -0.44, -0.07, -1.40, -0.28
16672, 0.74, -0.50, -0.44, 0.63, -0.98, 0.35
16673, 0.74, -0.50, -0.44, 0.63, -0.42, -0.42
16674, 0.74, -0.50, -0.44, 0.28, 0.35, -4.34
16675, 0.74, -0.50, -0.44, 0.07, 0.14, -4.83
16676, 0.75, -0.49, -0.44, -0.98, -0.70, -3.71
16677, 0.74, -0.49, -0.44, -0.84, -1.05, -0.91
16678, 0.74, -0.50, -0.44, 0.28, -1.19, 0.14
16679, 0.74, -0.50, -0.44, 0.00, -1.05, -1.05
16680, 0.74, -0.49, -0.44, -0.07, -1.19, -1.33
16681, 0.74, -0.49, -0.44, -0.14, -1.54, -0.91
16682, 0.75, -0.49, -0.44, -0.14, -2.03, 1.40
16683, 0.74, -0.50, -0.44, 0.07, -2.31, 2.10
16684, 0.74, -0.50, -0.44, -0.14, -2.52, 1.96
16685, 0.74, -0.49, -0.44, 0.00, -1.33, 1.40
16686, 0.74, -0.49, -0.44, 0.07, -1.33, 2.03
