t,ax,ay,az,gx,gy,gz
18128, -0.07, -0.44, 0.94, 8.05, -10.08, -6.16
18129, -0.04, -0.38, 0.95, 7.63, -16.45, -2.10
18130, 0.01, -0.36, 0.96, 3.78, -5.46, -0.70
18131, -0.03, -0.39, 0.95, 0.07, -1.68, 2.73
18132, -0.05, -0.40, 0.94, -0.91, -3.43, 3.78
18133, -0.05, -0.42, 0.94, 1.12, -9.38, 2.59
18134, -0.03, -0.41, 0.95, 2.80, -12.46, 2.59
18135, -0.00, -0.38, 0.94, -0.98, -8.75, 2.38
18136, -0.00, -0.40, 0.93, 0.77, -8.89, -1.47
18137, 0.01, -0.41, 0.95, 5.53, -6.72, -4.55
18138, 0.05, -0.39, 0.98, 5.53, 2.24, -6.51
18139, 0.03, -0.38, 0.96, 2.59, 7.28, -7.07
18140, 0.03, -0.38, 0.95, 1.68, 16.17, -7.14
18141, 0.01, -0.40, 0.95, 0.00, 22.68, -5.18
18142, -0.02, -0.38, 0.94, -1.19, 23.24, 0.70
18143, -0.08, -0.39, 0.93, -3.36, 21.84, 3.71
18144, -0.09, -0.38, 0.93, -4.55, 8.96, 6.51
18145, -0.08, -0.40, 0.96, -4.62, -2.45, 4.27
18146, -0.04, -0.40, 0.94, -1.75, -10.36, -0.35
18147, -0.01, -0.40, 0.96, -3.57, -8.61, -0.07
18148, -0.01, -0.41, 0.96, -4.34, -2.38, 1.82
18149, -0.02, -0.42, 0.95, -2.52, 0.56, 0.42
18150, -0.02, -0.41, 0.94, 0.21, 1.96, -0.49
18151, -0.01, -0.40, 0.95, 2.59, 5.18, 0.14
18152, -0.07, -0.42, 0.95, 8.05, 1.40, -0.91
18153, -0.06, -0.38, 0.94, 5.11, -5.25, 0.35
18154, -0.04, -0.39, 0.95, -0.91, -2.45, -1.33
18155, -0.04, -0.40, 0.94, -0.63, -3.99, -0.70
18156, -0.06, -0.41, 0.93, -2.80, -8.05, 2.80
18157, -0.04, -0.42, 0.94, 1.54, -9.45, 1.12
18158, -0.06, -0.40, 0.95, 6.58, -20.58, 1.96
18159, 0.01, -0.39, 0.97, 1.54, -12.25, 0.56
18160, 0.03, -0.40, 0.92, -0.63, -7.42, -1.12
18161, -0.02, -0.42, 0.96, 7.91, -8.26, -3.64
18162, 0.04, -0.39, 0.96, 5.74, -2.66, -3.99
18163, 0.03, -0.39, 0.96, 7.63, 2.94, -8.61
18164, 0.01, -0.38, 0.96, 4.62, 8.61, -6.23
18165, 0.02, -0.39, 0.95, 0.56, 17.99, -3.01
18166, -0.03, -0.41, 0.94, 1.40, 23.03, -2.87
18167, -0.08, -0.39, 0.93, -0.84, 13.93, 3.50
18168, -0.08, -0.37, 0.94, -6.23, 8.47, 8.54
18169, -0.08, -0.39, 0.95, -6.58, 0.84, 7.63
18170, -0.08, -0.41, 0.94, -5.81, -8.26, 4.97
18171, -0.02, -0.40, 0.95, -3.99, -6.79, 3.71
18172, -0.00, -0.39, 0.96, -7.91, 0.42, 5.04
18173, -0.07, -0.43, 0.94, -3.85, -3.22, 3.29
18174, 0.01, -0.39, 0.93, -5.11, -1.75, 6.09
18175, -0.05, -0.45, 0.96, 0.77, 1.33, -0.91
18176, -0.05, -0.43, 0.94, 8.12, -3.71, -0.98
18177, -0.02, -0.39, 0.94, 6.51, -2.38, -1.75
18178, -0.06, -0.38, 0.94, 3.22, -2.52, 0.84
18179, -0.07, -0.40, 0.94, 1.40, -4.48, 1.54
18180, -0.07, -0.40, 0.94, -0.70, -10.36, 3.01
18181, -0.04, -0.42, 0.94, 2.80, -13.51, 0.49
18182, -0.05, -0.41, 0.96, 8.68, -21.07, -1.19
18183, 0.02, -0.38, 0.96, 5.60, -12.32, -0.07
18184, 0.02, -0.40, 0.94, 4.69, -5.39, -0.56
18185, 0.01, -0.39, 0.94, 2.87, -5.46, 0.07
18186, -0.00, -0.40, 0.96, 5.74, 0.98, -2.80
18187, -0.00, -0.39, 0.98, 6.09, -1.05, -3.57
18188, 0.03, -0.38, 0.97, 4.69, 5.18, -5.25
18189, -0.00, -0.40, 0.95, 4.97, 12.74, -5.95
18190, -0.00, -0.38, 0.95, 0.07, 20.51, -1.96
18191, -0.06, -0.38, 0.92, -7.77, 16.17, 2.31
18192, -0.08, -0.40, 0.95, -7.42, 18.27, 9.59
18193, -0.12, -0.41, 0.92, -7.42, 3.29, 11.41
18194, -0.10, -0.41, 0.95, -2.38, -7.63, 6.09
18195, -0.06, -0.41, 0.95, -2.66, -14.00, 0.70
18196, 0.02, -0.39, 0.95, -2.52, -3.64, -2.31
18197, -0.02, -0.42, 0.94, -0.84, -1.26, -2.24
18198, -0.02, -0.40, 0.94, -0.28, -0.42, 0.77
18199, -0.02, -0.41, 0.98, -0.07, 4.97, 0.84
18200, -0.06, -0.41, 0.93, 1.82, 1.82, 0.91
18201, -0.05, -0.40, 0.94, 1.96, 1.82, -0.42
18202, -0.07, -0.39, 0.93, 3.22, -2.38, -0.98
18203, -0.07, -0.40, 0.93, 1.47, -5.88, -2.24
18204, -0.05, -0.40, 0.94, 1.68, -8.61, -1.19
18205, -0.02, -0.42, 0.95, 2.59, -8.47, -3.08
