t,ax,ay,az,gx,gy,gz
9561, 0.55, -1.08, 0.50, -38.22, 140.35, -11.69
9562, 0.46, -0.98, 0.53, 50.89, 187.11, -32.76
9563, 0.50, -0.83, 0.24, 9.03, 194.39, -96.11
9564, 0.24, -0.94, 0.46, 24.64, 185.71, -140.98
9565, 0.23, -0.94, 0.45, 6.86, 182.14, -156.24
9566, 0.30, -0.94, 0.33, -11.13, 197.05, -161.35
9567, 0.37, -1.17, 0.37, -13.09, 199.29, -182.42
9568, 0.46, -1.04, -0.01, 6.30, 190.54, -201.74
9569, 0.43, -0.97, 0.08, 107.31, 205.87, -215.04
9570, 0.26, -1.08, 0.81, 129.08, 236.67, -244.58
9571, 0.29, -1.08, 0.22, -13.37, 252.70, -324.59
9572, -0.67, -1.34, 0.18, 50.89, 227.36, -164.50
9573, -0.88, -0.79, 0.50, 75.81, 173.74, -52.92
9574, -0.25, -0.48, 0.86, 56.63, 129.85, -37.24
9575, -0.07, -0.52, 0.82, -35.91, 110.60, -44.80
9576, 0.00, -0.74, 0.75, -52.01, 96.88, -82.32
9577, 0.08, -0.65, 0.71, -40.25, 90.58, -107.45
9578, 0.24, -0.58, 0.63, -35.42, 52.50, -115.92
9579, 0.08, -0.57, 1.16, -11.83, 104.51, -190.89
9580, -0.24, -0.47, 0.81, -19.32, 67.62, -188.37
9581, -0.39, -0.67, 1.04, -31.85, 101.78, -137.55
9582, -0.40, -0.64, 0.88, 8.61, 93.94, -105.35
9583, -0.30, -0.64, 0.91, -41.37, 26.60, -75.95
9584, -0.25, -0.60, 1.09, -20.93, -23.87, -8.82
9585, -0.35, -0.63, 0.97, 14.77, -73.22, 12.46
9586, -0.09, -0.57, 0.85, -20.65, -189.70, -2.24
9587, -0.47, -0.41, 1.30, 140.28, -153.93, 23.87
9588, -0.40, 0.21, 1.06, 96.18, -219.94, 42.98
9589, -0.71, -0.61, 0.01, 69.79, -322.91, 176.47
9590, -0.41, -0.78, 0.34, -45.43, -382.55, 247.31
9591, -0.06, -1.18, 0.63, -115.50, -296.73, 234.43
9592, 0.40, -1.53, 1.02, -34.37, -220.43, 204.89
9593, 0.23, -1.60, 0.88, 213.71, -117.88, 237.65
9594, -0.16, -0.87, 0.50, 340.41, -124.04, 217.49
9595, 0.02, 0.03, 0.39, 376.32, -65.45, 288.82
9596, 0.14, 0.07, -0.54, 126.63, -69.51, 311.43
9597, -0.39, 0.12, 1.56, -310.80, -212.17, 102.90
9598, -1.29, -1.23, 1.85, 58.94, -187.39, 256.13
9599, -0.27, -1.12, 0.67, -61.88, -319.41, 183.61
9600, -0.03, -0.52, 0.70, 35.49, -194.67, 154.84
9601, -0.87, -0.61, 1.68, 111.16, -142.87, 207.69
9602, -1.21, -0.05, 1.29, 94.57, -138.60, 251.86
9603, -0.87, -1.43, -0.72, 93.73, -381.43, 298.20
9604, 0.06, -1.10, -0.49, -274.61, -495.81, 328.86
9605, 0.17, -1.03, 0.43, -239.96, -260.75, 234.22
9606, 0.41, -0.95, 0.39, -190.26, -219.10, 29.05
9607, 0.44, -0.63, 0.24, -135.31, -166.74, -93.59
9608, 0.52, -1.38, 0.87, 118.23, -126.84, -45.64
9609, 1.37, -2.50, -0.56, -123.62, 63.63, 130.69
9610, 0.87, -1.94, -0.53, 211.54, 167.58, 102.34
9611, 0.46, -1.25, -0.08, 358.61, 61.39, 84.07
9612, 0.44, -0.75, 0.23, 318.15, 144.20, 52.36
9613, 0.21, -0.33, 0.60, 142.03, 237.86, -52.43
9614, 0.15, -0.57, 0.37, -43.96, 225.82, -152.32
9615, -0.03, -1.14, 0.46, -57.61, 199.57, -146.16
9616, -0.03, -0.97, 0.51, -44.45, 170.59, -131.53
9617, 0.15, -0.98, 0.53, -18.48, 181.02, -145.60
9618, 0.18, -1.09, 0.67, 10.92, 211.82, -194.32
9619, 0.05, -1.06, 0.59, 96.46, 274.68, -286.65
9620, -0.11, -0.73, 0.44, 83.23, 272.79, -398.86
9621, -0.16, -0.75, 0.20, 71.68, 221.62, -380.17
9622, -0.18, -1.00, 0.56, -9.45, 202.65, -268.94
9623, -0.25, -1.22, 0.53, 68.46, 136.99, -238.49
9624, -0.40, -0.82, 0.70, 117.88, 34.37, -223.51
9625, -0.05, -0.53, 0.97, 90.72, 81.76, -216.37
9626, 0.42, -0.39, 0.66, 42.77, 127.89, -214.34
9627, 0.28, -0.04, 0.30, -17.15, 168.56, -133.70
9628, 0.02, 0.01, 0.16, -26.74, 128.17, -118.86
9629, -0.38, -0.31, 0.89, -41.93, 28.14, -106.54
9630, -0.54, -0.42, 1.28, -144.83, 36.61, -42.98
9631, -0.46, -0.40, 0.93, -244.37, 3.08, -11.20
9632, -0.20, -0.61, 0.68, -220.50, -147.35, -44.38
9633, -0.04, -1.08, 0.68, -200.76, -231.56, -33.74
9634, -0.04, -1.32, 0.75, -92.75, -263.13, 24.15
9635, 0.06, -1.10, 0.55, 15.68, -282.38, 92.82
9636, 0.25, -0.81, 0.41, 61.67, -262.99, 119.28
9637, 0.37, -0.78, 0.50, 61.11, -246.89, 109.83
9638, 0.25, -1.05, 0.41, 58.31, -237.51, 84.91
9639, 0.16, -1.09, 0.36, 177.31, -216.58, 123.48
9640, 0.11, -0.85, 0.54, 266.21, -258.79, 234.01
9641, 0.44, -0.56, 0.59, 318.08, -261.03, 263.90
9642, 0.19, -0.22, 0.52, 215.11, -191.38, 297.71
9643, -0.33, -0.67, 0.91, 54.60, -185.22, 301.00
9644, -0.85, -1.00, 1.42, 191.38, -123.55, 278.53
9645, -0.55, -0.79, 0.88, 31.50, -217.35, 268.52
9646, 0.06, -0.26, 0.52, 74.97, -204.12, 272.02
9647, -0.11, -0.06, 0.49, -35.84, -267.19, 202.37
9648, -0.51, -0.19, 1.37, -15.61, -297.85, 188.09
9649, -0.46, -1.85, -0.29, -43.40, -391.02, 293.37
9650, 0.06, -2.09, 0.65, 94.15, -333.20, 255.08
9651, 0.72, -1.16, -1.83, 88.55, -288.82, 257.11
9652, 1.13, -1.05, 0.55, 92.96, -120.82, 252.70
9653, -0.01, -0.72, 0.30, 463.19, -172.83, 212.66
9654, 0.63, 0.48, -0.55, 13.02, -362.67, 232.19
9655, 1.31, 4.64, 6.45, 223.30, -187.18, -157.57
9656, 0.36, -4.07, 2.20, 158.97, -152.60, 85.05
9657, 0.12, -1.29, -0.24, 46.20, -99.75, 129.36
9658, -0.34, -1.46, 0.93, 57.05, -227.08, 157.29
9659, 0.05, -0.80, 1.04, 21.70, -270.97, 117.11
9660, 0.14, -0.99, 0.31, 134.82, -228.48, 39.69
9661, 0.05, -1.02, 0.38, 217.84, -209.23, 46.41
9662, -0.00, -1.23, 0.40, 185.92, -80.71, 143.99
9663, 0.10, -0.83, 0.34, 154.21, -35.98, 203.70
9664, -0.14, -1.03, 0.66, 132.58, -165.76, 173.32
9665, 0.45, -0.77, 0.82, 209.02, -238.77, 251.93
9666, 0.76, -0.26, 0.82, 172.20, -120.12, 308.77
9667, 0.43, 0.03, 0.89, 27.44, -120.40, 201.46
9668, 0.39, -0.46, 0.79, 23.59, -149.10, 128.87
9669, 0.48, -0.74, 0.81, 61.67, -125.02, 143.71
9670, 0.18, -0.38, 0.84, 85.33, -80.92, 197.75
9671, 0.28, -0.31, 0.76, 69.23, -79.31, 230.51
9672, 0.33, -0.44, 0.70, 53.76, -68.60, 193.48
9673, 0.16, -0.65, 0.64, 44.87, -71.61, 158.62
9674, 0.48, -0.61, 0.82, 23.52, -78.47, 142.66
9675, 0.36, -0.61, 0.81, 28.42, -95.06, 133.21
9676, 0.31, -0.70, 0.64, 40.53, -86.94, 123.76
9677, 0.45, -0.86, 0.80, 58.66, -77.28, 104.23
9678, 0.24, -0.75, 0.76, 104.30, -64.75, 87.50
9679, 0.11, -0.54, 0.74, 124.67, -60.20, 75.67
9680, 0.12, -0.46, 0.72, 100.17, -30.80, 72.31
9681, 0.20, -0.43, 0.72, 60.34, -27.93, 59.64
9682, 0.29, -0.52, 0.70, 57.68, -25.20, 51.94
9683, 0.23, -0.44, 0.67, 53.48, -13.44, 53.13
9684, 0.27, -0.41, 0.65, 42.84, -15.47, 47.46
9685, 0.36, -0.52, 0.80, 20.51, -4.62, 58.17
9686, 0.29, -0.56, 0.79, 26.95, -6.23, 54.53
9687, 0.27, -0.53, 0.85, 13.51, -18.76, 42.28
9688, 0.17, -0.49, 0.87, 5.39, -31.08, 0.42
9689, 0.17, -0.48, 0.72, 16.03, -59.29, -34.09
9690, 0.41, -0.27, 0.76, -43.82, -29.12, -52.01
9691, 0.13, -0.75, 1.15, -86.52, 38.92, -27.30
9692, 0.58, -0.66, 0.83, -81.48, 29.26, -36.12
9693, 0.51, -0.55, 1.10, -83.65, 110.18, -34.30
9694, 0.30, -0.49, 1.03, -45.36, 144.97, -40.88
9695, 0.31, -0.33, 0.85, -40.11, 141.12, -60.90
9696, 0.46, -0.50, 0.96, -23.10, 154.77, -99.75
9697, 0.54, -0.53, 0.70, -64.26, 197.96, -139.72
9698, 0.57, -0.77, 0.57, -96.67, 239.26, -209.65
9699, 0.53, -1.10, 0.41, -89.53, 258.86, -268.31
9700, 0.24, -0.99, 0.43, -58.73, 246.26, -262.43
9701, 0.42, -0.57, 0.33, -98.14, 242.69, -303.17
9702, 0.11, -0.84, 0.46, -44.17, 184.66, -272.51
9703, 0.16, -0.93, 0.82, -15.47, 136.92, -229.32
9704, 0.16, -1.00, 0.67, -19.88, 115.99, -211.96
9705, 0.18, -1.18, 0.52, 14.07, 84.21, -160.86
9706, 0.26, -0.38, 0.34, 45.85, 63.14, -101.08
9707, 0.18, -0.21, 0.59, -32.06, 74.20, -97.16
9708, 0.03, -1.03, 0.87, -158.13, -17.22, -138.39
9709, -0.35, -1.04, 0.91, -96.46, 13.86, -21.28
9710, 0.01, -1.02, 0.59, 32.97, 46.90, 2.87
9711, -0.05, -0.82, 0.76, 42.00, 18.69, -0.84
9712, 0.14, -0.65, 0.67, 3.71, -12.39, -1.12
9713, 0.24, -0.65, 0.57, -30.10, 5.67, -2.94
9714, 0.30, -0.67, 0.58, -57.82, 20.02, -6.79
9715, 0.35, -0.68, 0.57, -59.92, 28.00, -7.42
9716, 0.38, -0.73, 0.51, -68.32, 42.42, 2.38
9717, 0.35, -0.81, 0.55, -53.34, 35.28, 9.10
9718, 0.39, -0.74, 0.43, -28.77, 50.82, 37.10
9719, 0.44, -0.63, 0.38, 0.63, 56.77, 64.26
9720, 0.53, -0.70, 0.58, -17.01, 83.65, 36.47
9721, -0.07, -0.96, 1.31, -13.65, 128.17, -33.81
9722, -0.54, -0.91, 0.86, 20.79, 74.55, -82.95
9723, -0.51, -0.88, 0.78, 0.70, -8.47, -90.51
9724, -0.33, -1.02, 0.83, -24.50, -29.33, -69.72
9725, 0.04, -0.80, 0.78, 59.57, -8.12, -45.43
9726, 0.10, -0.62, 0.76, 25.69, -14.35, -56.00
9727, 0.16, -0.71, 0.75, 5.11, 14.56, -24.22
9728, 0.24, -0.51, 0.61, -6.02, 35.21, 5.53
9729, 0.19, -0.29, 0.66, -16.17, -4.62, 11.55
9730, 0.13, -0.14, 0.86, -106.40, -62.58, -56.07
9731, 0.33, -0.40, 0.66, -143.92, -95.55, -64.68
9732, 0.44, -0.54, 0.44, -178.85, -111.93, -33.60
9733, 1.04, -0.38, 0.49, -114.31, 21.00, -109.06
9734, 0.97, -0.97, 0.25, -127.75, 102.06, -211.96
9735, 0.86, -1.57, 0.36, -134.33, 204.61, -228.69
9736, -0.19, -1.73, 0.01, -95.27, 175.28, -108.36
9737, -0.18, -1.34, -0.15, 16.17, 112.63, 24.99
9738, 0.33, -1.04, 0.60, 46.41, 121.59, 48.23
9739, 0.33, -0.73, 0.43, 58.80, 151.34, 88.41
9740, 0.35, -0.62, 0.63, 14.49, 132.93, 60.20
9741, 0.40, -0.91, 0.47, -3.29, 131.67, 57.19
9742, 0.04, -0.66, 0.43, 66.92, 78.40, 58.45
9743, -0.10, -0.68, 0.36, 54.46, 30.52, 50.54
9744, 0.21, -0.71, 0.32, 31.29, 0.91, 45.50
9745, 0.20, -1.07, 0.71, -24.15, 91.98, -14.35
9746, -0.19, -0.86, 0.56, -45.64, 81.83, -28.91
9747, -0.14, -1.02, 0.49, -20.86, 85.40, -57.82
9748, -0.15, -0.98, 0.41, 13.51, 70.14, -80.71
9749, -0.13, -0.89, 0.50, -6.65, 57.82, -89.04
9750, -0.11, -0.89, 0.56, -28.77, 64.89, -78.96
9751, 0.08, -0.97, 0.56, -20.09, 52.78, -78.47
9752, 0.10, -0.91, 0.53, -14.91, 46.20, -72.94
9753, 0.04, -0.81, 0.54, 14.56, 39.62, -93.94
9754, 0.12, -0.59, 0.49, 35.63, 42.77, -96.81
9755, -0.06, -0.87, 0.67, -10.85, 69.86, -83.51
9756, -0.02, -0.76, 0.64, -31.57, 37.10, -47.60
9757, 0.13, -0.68, 0.62, -22.33, 48.09, -69.23
9758, 0.38, -0.84, 0.42, 11.55, 44.66, -114.87
9759, 0.36, -0.78, 0.43, 5.95, 66.99, -101.15
9760, 0.35, -0.52, 0.34, -59.99, 89.11, -59.64
9761, -0.19, -1.01, 0.69, 28.00, 88.97, -58.10
9762, -0.14, -1.01, 0.66, 72.03, -51.73, -16.10
9763, 0.17, -0.55, 0.62, 79.24, -108.99, 10.64
9764, 0.13, -0.30, 0.84, 31.85, -108.29, -2.31
9765, 0.39, -0.06, 0.65, -26.60, -123.13, -14.77
9766, 0.67, -0.13, 0.79, -112.70, -73.29, -64.75
9767, 0.86, -0.47, 0.67, -181.72, -60.83, -88.62
9768, 0.62, -0.70, 0.38, -94.01, -44.80, -42.56
9769, 0.51, -1.43, 0.47, -114.73, -55.16, -43.89
9770, 0.83, -1.32, 0.49, -135.45, -9.38, -15.82
9771, 0.72, -1.24, 0.06, -110.53, -4.97, -14.35
9772, 0.59, -1.18, 0.16, 15.47, 22.19, 3.71
9773, 0.39, -0.95, 0.07, 86.38, 5.81, 45.92
9774, 0.33, -0.90, 0.29, 86.38, -39.20, 47.67
9775, 0.34, -0.86, 0.32, 80.01, -49.77, 59.64
9776, 0.43, -0.86, 0.33, 63.14, -42.35, 65.80
9777, 0.41, -0.71, 0.39, 75.25, -28.28, 74.55
9778, 0.47, -0.66, 0.39, 45.99, -15.12, 73.50
9779, 0.54, -0.70, 0.41, 26.32, 1.82, 68.53
9780, 0.50, -0.76, 0.44, 27.16, -4.13, 77.07
9781, 0.39, -0.80, 0.40, 39.48, 6.30, 60.62
9782, 0.28, -0.85, 0.35, 48.37, 10.92, 59.43
9783, 0.18, -0.80, 0.40, 77.21, 7.21, 70.63
9784, 0.31, -0.86, 0.41, 48.93, -4.20, 59.50
9785, 0.22, -0.79, 0.48, 60.62, 32.90, 66.22
9786, 0.27, -0.75, 0.47, 24.99, 32.48, 39.97
9787, 0.29, -0.84, 0.57, 22.12, 26.46, 25.97
9788, 0.07, -0.98, 0.70, 53.55, 15.96, -6.51
9789, 0.10, -0.81, 0.75, 36.33, 0.63, -20.86
9790, 0.16, -0.71, 0.70, 3.15, 2.17, -51.10
9791, 0.14, -0.71, 0.65, -38.43, -9.03, -70.56
9792, 0.22, -0.70, 0.65, -29.54, -35.21, -82.95
9793, 0.36, -0.76, 0.53, -33.74, 27.58, -88.41
9794, 0.46, -0.95, 0.55, -44.66, 59.01, -82.53
9795, 0.45, -0.94, 0.54, -9.80, 77.35, -90.16
9796, 0.35, -0.77, 0.53, 17.22, 85.89, -103.18
9797, 0.31, -0.69, 0.55, 28.07, 94.64, -113.54
9798, 0.29, -0.64, 0.52, 8.96, 95.83, -90.44
9799, 0.27, -0.61, 0.53, -19.95, 76.79, -76.93
9800, 0.26, -0.56, 0.63, -34.93, 27.16, -112.98
9801, 0.34, -0.61, 0.49, -63.21, 31.08, -101.50
9802, 0.43, -0.71, 0.44, -91.91, 14.28, -62.37
9803, 0.50, -0.71, 0.81, -75.88, 18.48, -46.69
9804, 0.68, -0.77, 0.27, -23.73, 77.00, -35.77
9805, 0.57, -0.91, 0.13, -52.71, 104.65, -12.11
9806, 0.38, -1.09, 0.55, -29.75, 94.85, 10.01
9807, 0.53, -1.09, 0.50, 1.89, 49.77, -28.84
9808, 0.51, -1.03, 0.60, -24.57, 64.54, -19.04
9809, 0.34, -1.08, 0.56, 2.94, 42.42, 6.16
9810, -0.00, -0.86, 0.56, 77.63, 9.24, 32.97
9811, 0.01, -0.68, 0.55, 74.62, -36.19, 34.65
9812, 0.12, -0.70, 0.55, 38.15, -52.71, 38.29
9813, 0.22, -0.60, 0.63, 29.61, -30.87, 53.13
9814, 0.30, -0.55, 0.62, 29.68, -24.50, 56.77
9815, 0.39, -0.51, 0.65, 24.71, -34.65, 60.62
9816, 0.51, -0.54, 0.68, -4.41, -37.03, 64.82
9817, 0.35, -0.65, 0.75, 6.65, -15.05, 63.84
9818, 0.21, -0.67, 0.54, 2.73, 21.49, 85.75
9819, 0.23, -0.62, 0.53, -13.51, 44.52, 86.17
9820, 0.31, -0.66, 0.50, -40.60, 69.72, 62.30
9821, 0.46, -0.81, 0.65, -59.85, 77.91, 19.95
9822, 0.21, -1.03, 0.86, -34.51, 106.19, -42.56
9823, -0.04, -0.94, 0.68, -17.78, 88.69, -59.92
9824, -0.11, -0.89, 0.66, -28.98, 38.36, -74.97
9825, -0.19, -0.84, 0.60, -51.24, 28.70, -94.57
9826, 0.03, -0.84, 0.68, -20.72, -26.67, -94.57
9827, 0.30, -0.99, 0.68, -63.28, -0.98, -84.35
9828, 0.15, -0.92, 0.50, -16.38, 31.01, -59.78
9829, 0.25, -0.89, 0.58, -6.65, 7.63, -52.50
9830, 0.28, -0.85, 0.62, 24.57, 19.88, -61.25
