t,ax,ay,az,gx,gy,gz
6226, 0.55, 0.07, 0.04, 309.26, 91.42, 593.74
6227, -0.30, 0.84, 0.65, 133.63, 331.10, 519.33
6228, -1.96, 0.98, 1.68, -30.52, 167.51, 501.83
6229, -1.31, 0.17, 0.90, -148.12, 149.38, 488.67
6230, -1.10, 0.45, 0.76, -151.62, 104.93, 527.52
6231, -0.54, 0.32, 0.14, 15.19, -172.13, 347.83
6232, -1.63, -0.95, 1.36, 83.44, -65.24, 535.64
6233, -1.80, -0.46, 0.51, -132.65, 26.60, 454.58
6234, -1.83, -0.54, 0.72, -198.73, -50.96, 497.91
6235, -1.05, 0.36, 0.84, -167.44, -141.05, 490.70
6236, -0.98, 0.12, 0.91, -244.65, -53.90, 491.05
6237, -1.08, 0.12, 0.45, -247.80, -64.54, 472.22
6238, -1.46, 0.47, 0.21, -151.83, -146.93, 464.17
6239, -1.29, -0.00, 0.33, -253.26, -244.86, 423.36
6240, -0.16, -0.66, 0.35, -234.43, -318.01, 268.45
6241, -0.63, -1.05, 0.81, -38.99, -249.62, 347.76
6242, -0.28, -0.81, 2.12, -146.02, -194.60, 325.99
6243, -0.19, -0.99, 1.30, 135.45, 80.15, 222.04
6244, -0.71, 0.16, 1.04, -19.32, 148.82, 234.29
6245, -0.92, 0.27, 1.05, -0.91, 98.63, 179.69
6246, -0.47, 0.14, 0.33, -47.46, -292.11, 69.02
6247, 0.13, -0.30, 0.48, -117.32, -392.21, 99.61
6248, -0.71, -1.90, 1.56, 184.31, -133.00, 387.94
6249, -0.16, -1.56, 0.45, 215.74, -207.55, 347.83
6250, 0.84, -1.35, 0.80, 77.14, -32.20, 184.80
6251, 0.66, -0.60, 0.87, 73.43, 32.06, 204.96
6252, 0.27, -0.06, 1.01, 166.74, 47.32, 189.28
6253, 0.28, 0.15, 1.24, 48.79, 56.28, 178.99
6254, -0.45, 0.32, 1.35, 62.30, 86.10, 259.84
6255, -0.18, 0.83, 0.88, 7.56, 53.83, 167.65
6256, -0.05, -0.42, 1.07, -35.70, 90.37, -1.05
6257, -0.46, -0.94, 1.27, -0.70, 73.64, -79.87
6258, -0.47, -0.23, 1.12, -13.51, 104.02, -96.67
6259, -0.42, -0.09, 0.99, -3.85, 68.74, -85.54
6260, -0.43, -0.16, 0.97, -23.10, 46.41, -67.76
6261, 0.23, 0.03, 0.98, 165.06, 158.76, 38.43
6262, 0.15, 0.26, 0.16, 31.01, 211.12, -100.87
6263, 0.11, -0.03, 0.92, 49.00, 81.48, -180.74
6264, -0.60, 0.35, 1.24, 108.08, 86.66, -204.05
6265, -0.86, 0.52, 0.86, -35.28, -50.68, -178.64
6266, -0.64, 0.48, 0.78, -150.01, -253.40, -173.67
6267, -0.26, -0.00, 0.77, -229.81, -319.48, -91.49
