timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.78,-0.45,-0.43,0.14,-1.47,0.56
20,0.78,-0.45,-0.43,0.07,-1.26,0.35
40,0.78,-0.45,-0.43,0.56,-0.91,0.28
60,0.78,-0.45,-0.43,0.49,-0.91,0.07
80,0.78,-0.45,-0.43,0.56,-1.19,0.42
100,0.78,-0.45,-0.43,0.21,-1.33,0.63
120,0.78,-0.45,-0.43,0.21,-1.47,0.63
140,0.78,-0.45,-0.43,0.49,-1.19,0.28
160,0.78,-0.45,-0.43,0.14,-0.98,0.07
180,0.78,-0.45,-0.43,0.42,-1.12,0.21
200,0.78,-0.45,-0.43,0.35,-0.84,0.14
220,0.78,-0.45,-0.43,1.05,-0.98,0.28
240,0.78,-0.45,-0.43,0.42,-0.91,0.0
260,0.78,-0.45,-0.43,-0.21,-1.33,0.07
280,0.78,-0.45,-0.43,0.42,-1.19,0.07
300,0.78,-0.45,-0.43,0.21,-0.7,0.28
320,0.78,-0.45,-0.43,0.49,-1.12,0.35
340,0.78,-0.45,-0.43,0.21,-0.91,0.28
360,0.78,-0.45,-0.43,0.49,-0.91,0.21
380,0.78,-0.45,-0.43,0.42,-1.05,0.35
400,0.78,-0.45,-0.43,0.42,-1.05,0.35
420,0.78,-0.45,-0.43,0.28,-1.19,0.07
440,0.78,-0.45,-0.43,0.35,-1.12,0.21
460,0.78,-0.45,-0.43,0.28,-0.84,0.21
480,0.78,-0.45,-0.43,0.49,-0.84,0.42
500,0.78,-0.45,-0.43,0.35,-0.98,0.49
520,0.78,-0.45,-0.43,0.42,-1.12,0.28
540,0.78,-0.45,-0.43,0.42,-1.05,0.28
560,0.78,-0.45,-0.43,0.91,-1.75,0.28
580,0.78,-0.45,-0.43,0.35,-0.98,0.21
600,0.78,-0.45,-0.43,-0.14,-0.91,0.35
620,0.78,-0.45,-0.43,0.49,-0.91,0.28
640,0.78,-0.45,-0.43,0.49,-0.98,0.21
660,0.78,-0.45,-0.43,0.28,-0.91,0.21
680,0.78,-0.45,-0.43,0.35,-0.84,0.28
700,0.78,-0.45,-0.43,0.42,-1.05,0.28
720,0.78,-0.45,-0.43,0.35,-1.12,0.21
740,0.78,-0.45,-0.43,0.35,-1.05,0.35
760,0.78,-0.45,-0.43,0.42,-0.84,0.21
780,0.78,-0.45,-0.43,0.42,-0.98,0.21
800,0.78,-0.45,-0.43,0.28,-1.4,0.42
820,0.78,-0.45,-0.43,0.07,-2.17,0.63
840,0.78,-0.45,-0.43,0.07,-1.68,0.91
