timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.23,0.17,0.98,0.28,-0.7,0.42
20,0.23,0.16,0.99,0.63,-0.42,-0.28
40,0.22,0.16,0.98,0.91,-0.42,1.33
60,0.22,0.17,0.99,0.35,-0.7,0.35
80,0.23,0.17,0.99,2.31,-4.97,-1.75
100,0.22,0.17,0.99,2.03,-1.4,-1.26
120,0.22,0.17,0.98,0.35,-1.47,-1.4
140,0.23,0.17,0.98,-1.82,-2.31,-2.59
160,0.22,0.16,0.99,-0.63,-2.59,-2.59
180,0.24,0.17,0.99,0.0,-2.94,-1.61
200,0.23,0.16,0.98,0.07,-3.15,-0.91
220,0.23,0.16,0.98,2.03,-3.22,0.91
240,0.24,0.17,0.98,1.26,-2.52,-0.7
260,0.23,0.16,0.99,0.77,-0.98,-0.35
280,0.24,0.18,0.98,2.38,-2.52,-0.07
300,0.23,0.17,0.98,-0.35,-1.33,-1.05
320,0.21,0.16,0.99,1.47,-1.33,0.42
340,0.24,0.18,0.98,1.75,-3.08,-1.61
360,0.22,0.16,0.98,0.0,-1.12,-1.19
380,0.24,0.18,0.98,2.1,-2.38,-0.07
400,0.24,0.17,0.98,-0.14,-2.66,-1.75
420,0.22,0.16,0.99,0.84,-2.24,0.77
440,0.25,0.18,0.98,2.03,-4.62,-0.07
460,0.22,0.16,0.98,-0.63,-3.15,-0.28
480,0.23,0.16,0.98,1.96,-0.98,1.47
500,0.25,0.18,0.98,0.84,-2.17,-0.56
520,0.22,0.16,0.98,-0.21,-1.05,0.77
540,0.25,0.18,0.98,1.89,-2.73,0.56
560,0.23,0.16,0.98,0.07,-1.54,-0.35
580,0.22,0.16,0.98,2.59,-0.7,1.61
600,0.25,0.17,0.98,1.05,-1.19,-0.28
620,0.23,0.16,0.97,0.77,-0.07,-1.12
640,0.23,0.16,0.98,4.27,-0.21,-2.31
660,0.24,0.16,0.98,6.3,-1.82,-5.81
680,0.24,0.15,0.99,5.32,2.24,-7.7
700,0.25,0.16,0.98,6.79,2.03,-8.82
720,0.24,0.16,0.99,6.93,3.57,-8.4
740,0.25,0.16,0.98,8.68,5.53,-8.12
760,0.25,0.18,0.99,10.57,8.19,-7.91
780,0.22,0.17,0.98,10.08,8.19,-6.37
800,0.23,0.19,0.98,9.45,8.4,-5.25
820,0.22,0.2,0.98,9.17,8.96,-2.52
840,0.2,0.21,0.98,8.75,10.78,2.52
860,0.19,0.23,0.97,7.7,7.84,7.56
880,0.18,0.23,0.97,5.39,4.55,10.78
900,0.18,0.22,0.99,2.94,2.87,12.25
920,0.18,0.23,0.98,1.68,2.94,13.09
940,0.18,0.24,0.98,-0.21,0.63,11.76
960,0.18,0.22,0.99,-0.84,-0.77,10.29
980,0.19,0.22,0.99,-1.96,0.0,8.26
1000,0.2,0.22,0.98,-3.43,-0.21,5.25
1020,0.19,0.19,0.99,-1.96,-1.4,3.29
1040,0.2,0.18,0.98,-1.61,-1.05,3.29
1060,0.2,0.2,0.98,-1.96,-1.4,3.36
1080,0.2,0.18,0.99,-1.96,-1.26,3.5
1100,0.2,0.18,0.99,-1.05,-0.56,4.06
1120,0.21,0.18,0.98,-1.05,-0.84,3.29
1140,0.21,0.18,0.99,-0.14,-0.77,2.73
1160,0.2,0.18,0.99,0.77,0.0,2.66
1180,0.21,0.19,0.98,0.21,-0.42,1.61
1200,0.2,0.19,0.99,-0.35,-0.91,1.05
1220,0.19,0.18,0.99,1.26,-0.84,1.47
1240,0.2,0.19,0.98,0.56,-1.33,1.4
1260,0.2,0.2,0.98,0.49,-1.33,0.28
1280,0.2,0.19,0.99,0.98,-1.61,-1.05
1300,0.21,0.19,0.98,0.91,-1.12,-2.66
1320,0.2,0.19,0.98,1.54,-0.42,-3.01
1340,0.2,0.18,0.99,1.82,-0.7,-2.31
1360,0.2,0.19,0.99,1.33,-0.63,-1.68
1380,0.2,0.19,0.98,1.19,-0.84,-2.1
1400,0.2,0.18,0.99,1.54,-1.05,-1.54
1420,0.2,0.19,0.99,2.52,0.49,0.0
1440,0.21,0.2,0.98,2.24,-1.47,-1.47
1460,0.19,0.2,1.0,3.36,-2.38,-0.84
1480,0.19,0.19,0.98,2.8,-3.5,-0.42
1500,0.19,0.19,0.99,2.24,-2.03,-1.61
1520,0.2,0.21,0.98,2.03,-1.75,-1.47
1540,0.19,0.2,0.98,0.63,-3.22,-1.96
1560,0.19,0.19,0.99,1.26,-4.41,-0.14
1580,0.21,0.21,0.98,-0.21,-4.13,-0.42
1600,0.21,0.19,0.98,-0.7,-3.85,-1.12
1620,0.2,0.18,0.99,2.1,-2.73,0.28
1640,0.22,0.21,0.98,1.61,-2.94,-0.63
1660,0.2,0.2,0.98,0.63,-3.36,-0.42
1680,0.21,0.18,0.99,2.1,-2.52,1.19
1700,0.23,0.2,0.98,1.54,-3.36,-0.14
1720,0.2,0.2,0.98,1.33,-2.03,0.42
1740,0.21,0.19,0.97,2.73,-2.1,1.89
1760,0.23,0.21,0.98,1.68,-3.71,0.14
1780,0.19,0.18,0.98,1.05,-2.52,0.56
1800,0.21,0.19,0.98,2.59,-1.82,1.47
1820,0.23,0.21,0.98,1.61,-3.64,-0.98
1840,0.2,0.19,0.99,0.91,-1.75,-0.21
1860,0.22,0.19,0.98,3.5,-1.82,1.61
1880,0.23,0.21,0.98,2.52,-2.45,-0.56
1900,0.2,0.18,0.99,1.75,-1.19,0.21
1920,0.24,0.21,0.97,3.78,-0.21,2.94
1940,0.21,0.21,0.97,0.21,0.77,4.2
1960,0.2,0.21,0.98,-2.73,2.03,5.18
1980,0.22,0.22,0.97,-4.48,0.14,3.36
2000,0.22,0.2,0.98,-3.92,-1.61,2.03
2020,0.21,0.2,0.98,-2.8,-1.19,1.82
2040,0.21,0.19,0.98,-2.03,-2.8,-0.98
2060,0.2,0.18,0.98,-0.49,-3.64,-0.91
2080,0.22,0.18,0.99,1.61,-5.39,-1.54
2100,0.21,0.18,0.99,4.2,-7.35,-1.4
2120,0.22,0.17,0.98,6.51,-8.05,-1.68
