timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.27,0.17,0.98,1.12,-15.47,9.52
20,0.3,0.11,0.98,4.34,-15.96,4.06
40,0.3,0.1,0.97,7.84,-13.09,-0.91
60,0.29,0.09,0.98,7.91,-12.88,-4.76
80,0.3,0.12,0.97,3.99,-11.83,-4.83
100,0.32,0.17,0.97,5.81,-12.67,0.28
120,0.3,0.15,0.95,3.22,-13.02,3.01
140,0.32,0.12,0.94,2.1,-15.96,0.77
160,0.37,0.12,0.95,5.46,-13.79,-2.66
180,0.38,0.12,0.95,9.45,-7.7,-6.72
200,0.38,0.17,0.96,6.23,2.8,-6.23
220,0.36,0.17,0.96,3.01,10.15,-4.27
240,0.33,0.16,0.95,0.77,13.51,-1.33
260,0.3,0.14,0.96,-0.98,9.8,-0.63
280,0.3,0.15,0.97,-3.92,9.24,-1.4
300,0.29,0.14,0.98,-5.25,10.5,-1.54
320,0.3,0.17,0.97,-4.27,14.35,1.12
340,0.24,0.14,0.97,-1.33,3.71,0.14
360,0.26,0.18,0.97,-5.18,7.49,1.89
380,0.23,0.18,0.95,-4.62,-2.8,5.11
400,0.25,0.17,0.96,-5.46,-9.38,5.88
420,0.3,0.16,0.97,-2.66,-11.48,3.22
440,0.31,0.13,0.97,-1.12,-9.59,3.92
460,0.35,0.13,0.97,1.26,-2.94,3.85
480,0.36,0.13,0.97,1.61,5.74,1.19
500,0.31,0.12,0.95,-0.77,6.44,-0.42
520,0.32,0.14,0.97,-7.49,10.78,-0.07
540,0.29,0.11,0.98,-3.36,3.43,0.49
560,0.3,0.09,0.96,-3.01,6.79,0.21
580,0.28,0.1,0.98,-0.56,0.7,2.03
600,0.27,0.14,0.97,-6.93,2.38,4.48
620,0.25,0.15,0.98,-6.3,-1.47,7.49
640,0.24,0.13,0.98,-5.6,-9.03,4.27
660,0.28,0.12,0.98,-4.34,-7.07,1.12
680,0.32,0.13,0.98,-1.26,-1.05,-0.07
700,0.31,0.14,0.97,1.89,2.31,1.82
720,0.28,0.14,0.97,1.19,2.8,1.82
740,0.27,0.14,0.97,-0.77,-2.87,-0.07
760,0.28,0.13,0.98,-3.78,-3.15,-0.91
780,0.29,0.11,0.97,-3.5,-5.04,-1.54
800,0.3,0.1,0.96,-2.31,-2.8,-0.56
820,0.3,0.09,0.98,-1.4,-4.9,-0.91
840,0.29,0.1,0.98,-0.77,-2.66,0.14
860,0.29,0.12,0.98,0.98,-3.22,1.33
880,0.28,0.12,0.97,1.33,-4.41,1.68
900,0.28,0.13,0.98,0.77,-4.06,2.8
920,0.28,0.16,0.97,0.84,-5.88,4.97
940,0.29,0.13,0.98,0.84,-9.94,1.68
