timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.79,-0.26,0.57,10.5,-2.73,4.55
20,0.8,-0.23,0.57,10.92,-2.38,3.08
40,0.8,-0.24,0.59,10.43,-2.8,3.15
60,0.79,-0.25,0.59,12.25,-3.08,3.01
80,0.81,-0.21,0.59,12.18,0.56,1.89
100,0.8,-0.22,0.59,13.51,1.4,1.12
120,0.8,-0.21,0.6,8.33,1.82,-1.82
140,0.8,-0.22,0.59,2.52,0.21,-1.61
160,0.76,-0.23,0.56,0.63,-8.19,1.89
180,0.79,-0.22,0.58,7.14,-14.14,0.77
200,0.81,-0.21,0.57,4.48,-5.6,2.38
220,0.83,-0.22,0.58,5.18,-2.03,3.78
240,0.8,-0.21,0.58,3.29,1.68,1.19
260,0.79,-0.22,0.59,-1.4,3.92,2.31
280,0.8,-0.24,0.61,5.95,6.86,2.66
300,0.78,-0.24,0.6,8.68,5.74,1.96
320,0.84,-0.18,0.5,3.01,5.81,-0.56
340,0.8,-0.14,0.63,-29.54,6.02,-1.75
360,0.8,-0.22,0.58,0.35,1.82,1.4
380,0.83,-0.24,0.57,0.84,5.18,-2.17
400,0.81,-0.26,0.57,2.73,5.74,-3.08
420,0.77,-0.26,0.57,17.22,2.66,-1.26
440,0.8,-0.23,0.58,3.92,0.14,-1.96
460,0.79,-0.26,0.59,2.17,1.4,-0.14
480,0.76,-0.25,0.58,4.48,-0.91,2.94
500,0.8,-0.24,0.59,2.73,-2.52,2.38
520,0.8,-0.24,0.59,4.13,-1.82,1.12
540,0.81,-0.26,0.59,6.86,0.84,-0.63
560,0.79,-0.24,0.61,7.84,2.52,-1.47
580,0.76,-0.21,0.59,9.59,-0.98,-0.63
600,0.77,-0.24,0.58,8.61,-5.53,0.42
620,0.8,-0.23,0.6,6.02,-2.94,-2.1
640,0.77,-0.19,0.59,10.01,-4.55,2.24
660,0.8,-0.15,0.55,-2.17,-8.33,4.13
680,0.81,-0.18,0.59,-1.82,-4.41,0.91
700,0.8,-0.23,0.61,-6.3,4.48,-0.14
720,0.77,-0.24,0.63,-0.7,4.2,0.14
740,0.8,-0.2,0.64,0.0,6.65,0.49
760,0.79,-0.17,0.62,4.69,9.38,1.61
780,0.8,-0.21,0.64,17.78,10.15,-0.35
800,0.78,-0.21,0.62,-9.59,0.28,-2.45
820,0.8,-0.2,0.54,-42.42,7.28,-2.45
840,0.78,-0.22,0.59,-2.73,0.0,0.07
860,0.77,-0.22,0.61,-3.08,1.75,1.19
880,0.79,-0.27,0.58,0.7,-0.84,0.21
900,0.76,-0.26,0.58,3.57,-6.51,0.28
920,0.78,-0.25,0.6,3.08,-5.46,1.68
940,0.78,-0.25,0.59,1.89,-7.35,4.62
960,0.78,-0.25,0.59,2.31,-11.76,3.5
980,0.79,-0.24,0.63,2.87,-4.13,3.71
1000,0.79,-0.22,0.61,3.85,-1.26,7.0
1020,0.78,-0.23,0.57,4.06,-4.27,4.06
1040,0.78,-0.25,0.61,4.55,-7.14,3.57
1060,0.78,-0.2,0.6,-1.47,-8.33,7.77
1080,0.8,-0.2,0.6,-2.45,-8.26,3.15
1100,0.8,-0.22,0.58,-1.12,-6.86,0.7
1120,0.78,-0.25,0.6,0.0,-5.67,-2.24
1140,0.79,-0.23,0.61,-3.01,2.1,-0.91
1160,0.82,-0.25,0.6,3.78,5.81,-0.7
1180,0.79,-0.23,0.59,5.88,3.85,-2.38
1200,0.8,-0.22,0.6,0.63,5.04,-2.59
1220,0.78,-0.24,0.59,0.63,-0.14,-2.87
1240,0.81,-0.23,0.59,-5.95,3.92,-3.36
1260,0.76,-0.25,0.56,-1.82,-2.87,-1.96
1280,0.77,-0.25,0.6,2.03,-1.75,-2.52
1300,0.79,-0.24,0.61,4.2,3.15,-0.28
1320,0.79,-0.23,0.6,7.07,3.5,0.91
1340,0.78,-0.22,0.59,8.4,2.38,1.82
1360,0.78,-0.21,0.6,1.47,0.35,1.12
1380,0.79,-0.22,0.6,-2.31,-2.94,0.42
1400,0.81,-0.23,0.59,0.14,-0.77,-1.54
1420,0.78,-0.23,0.6,-1.61,1.54,-2.8
1440,0.76,-0.23,0.63,-3.78,3.43,-2.52
1460,0.79,-0.22,0.63,-2.38,8.96,-0.56
1480,0.79,-0.21,0.62,-1.12,12.25,-0.63
1500,0.76,-0.21,0.61,-5.46,6.93,0.42
1520,0.75,-0.21,0.62,-14.14,6.02,-0.98
1540,0.78,-0.23,0.62,-3.64,6.16,-2.31
1560,0.79,-0.2,0.64,-7.7,3.36,-3.57
1580,0.78,-0.23,0.61,-6.3,8.19,-2.38
1600,0.76,-0.27,0.59,-0.35,1.05,-4.41
1620,0.76,-0.26,0.61,3.15,-3.01,-3.78
1640,0.78,-0.27,0.63,2.24,1.33,-2.87
1660,0.79,-0.22,0.63,6.09,7.07,-1.33
1680,0.76,-0.25,0.6,8.33,2.1,-1.47
1700,0.76,-0.23,0.63,7.84,-0.07,-1.68
1720,0.76,-0.24,0.6,6.51,-2.66,0.35
1740,0.77,-0.24,0.64,7.63,-3.71,-2.73
1760,0.76,-0.21,0.64,6.3,-2.45,-0.84
1780,0.75,-0.22,0.62,6.93,-3.08,-0.49
1800,0.75,-0.2,0.6,3.22,-8.19,0.7
1820,0.78,-0.19,0.62,5.95,-6.86,-1.47
1840,0.81,-0.2,0.6,-1.89,3.36,-2.03
1860,0.8,-0.18,0.61,-10.5,6.02,-1.47
1880,0.75,-0.21,0.65,-13.09,3.64,-2.8
1900,0.77,-0.22,0.66,-4.76,6.58,-2.1
1920,0.73,-0.17,0.62,-16.17,2.03,-4.55
1940,0.76,-0.21,0.51,-3.5,9.52,-2.31
1960,0.77,-0.2,0.74,-13.44,10.5,-2.66
1980,0.76,-0.22,0.63,-2.1,7.28,-2.66
2000,0.76,-0.22,0.63,-5.81,8.12,-2.73
2020,0.75,-0.22,0.64,-11.9,7.49,-2.45
2040,0.75,-0.26,0.64,-9.03,3.64,-1.54
2060,0.74,-0.25,0.65,-5.04,3.92,1.4
2080,0.75,-0.26,0.66,-5.11,9.52,2.94
2100,0.74,-0.24,0.63,-1.61,7.21,2.66
2120,0.74,-0.25,0.64,3.22,3.71,1.12
2140,0.75,-0.25,0.64,4.9,2.45,1.89
2160,0.75,-0.29,0.66,7.7,-1.33,-2.87
2180,0.74,-0.24,0.65,10.64,-0.42,-0.07
2200,0.76,-0.22,0.62,14.07,-3.29,-0.21
2220,0.74,-0.31,0.63,14.42,-7.98,-1.82
2240,0.72,-0.24,0.64,17.43,-3.92,-0.84
2260,0.75,-0.25,0.64,20.02,-2.87,-0.07
2280,0.74,-0.23,0.64,13.79,-5.6,-0.28
2300,0.74,-0.2,0.66,5.32,-1.75,2.59
2320,0.76,-0.2,0.63,-9.59,3.57,2.8
2340,0.75,-0.17,0.71,18.9,-9.31,1.89
2360,0.73,-0.2,0.65,33.46,-17.15,5.32
2380,0.78,-0.16,0.65,24.01,-8.61,2.94
2400,0.75,-0.14,0.65,28.63,-18.13,4.27
2420,0.74,-0.2,0.61,6.37,-15.12,1.26
2440,0.74,-0.2,0.7,-1.82,-7.21,0.56
2460,0.8,-0.15,0.63,-8.96,3.71,1.47
2480,0.74,-0.18,0.63,2.31,-3.36,-1.54
2500,0.76,-0.15,0.65,-7.35,1.75,-3.08
2520,0.76,-0.2,0.66,-0.35,3.01,2.17
2540,0.75,-0.2,0.63,1.96,3.92,2.38
2560,0.77,-0.2,0.6,0.0,1.68,1.54
2580,0.77,-0.2,0.66,1.54,-4.34,-1.12
2600,0.75,-0.18,0.63,1.33,-3.71,2.24
2620,0.76,-0.19,0.63,-1.89,-4.41,1.61
2640,0.75,-0.21,0.65,-1.82,-5.39,3.22
2660,0.76,-0.19,0.64,1.12,-1.19,5.11
2680,0.77,-0.22,0.63,5.74,-1.4,5.04
2700,0.76,-0.2,0.64,4.69,-2.24,5.11
2720,0.75,-0.2,0.64,4.76,-1.75,6.72
2740,0.76,-0.19,0.71,11.2,-5.53,5.11
2760,0.74,-0.21,0.63,-17.64,-4.34,6.93
2780,0.72,-0.21,0.64,-0.42,-15.75,11.69
2800,0.84,-0.17,0.66,11.13,-16.1,12.32
2820,0.82,-0.24,0.63,15.96,-8.68,7.35
2840,0.78,-0.22,0.59,-0.49,-4.34,6.44
2860,0.76,-0.21,0.59,-3.15,-2.59,5.18
2880,0.79,-0.2,0.63,3.71,-1.75,6.93
2900,0.77,-0.21,0.62,2.45,-3.01,4.69
2920,0.76,-0.19,0.63,0.7,3.99,-1.47
2940,0.75,-0.21,0.59,-18.06,-1.12,0.0
2960,0.78,-0.2,0.6,4.2,0.0,-1.26
2980,0.77,-0.21,0.61,-4.13,-7.7,-3.29
3000,0.77,-0.23,0.59,-1.89,1.89,-3.36
3020,0.76,-0.24,0.61,1.89,-4.69,-3.08
3040,0.77,-0.23,0.62,0.84,-3.36,-3.57
3060,0.79,-0.22,0.62,-2.73,3.85,-1.96
3080,0.77,-0.22,0.62,-0.84,1.75,-1.82
3100,0.76,-0.22,0.63,-2.31,4.41,-0.63
3120,0.75,-0.22,0.61,-1.89,-2.45,0.77
3140,0.76,-0.21,0.6,-4.27,-5.67,17.78
3160,0.77,-0.22,0.62,-6.09,-10.15,1.75
3180,0.82,-0.19,0.61,-4.76,-3.01,-1.96
3200,0.79,-0.21,0.61,-2.24,4.83,-1.61
3220,0.75,-0.23,0.62,0.35,6.58,0.35
3240,0.76,-0.23,0.64,3.36,6.3,0.7
3260,0.76,-0.22,0.65,-0.07,4.62,-0.35
3280,0.75,-0.21,0.66,4.62,4.9,-0.07
3300,0.73,-0.16,0.62,-1.82,5.88,1.82
3320,0.74,-0.18,0.63,-9.52,1.75,1.96
3340,0.69,-0.23,0.73,2.87,6.72,7.07
3360,0.8,-0.21,0.65,-5.53,7.14,-1.89
3380,0.78,-0.25,0.62,-0.77,4.62,-5.95
3400,0.75,-0.25,0.64,-0.42,2.52,-6.79
3420,0.74,-0.27,0.63,2.52,0.07,-6.37
3440,0.75,-0.26,0.62,0.7,0.42,-5.46
3460,0.77,-0.23,0.62,2.87,4.41,-3.64
3480,0.74,-0.26,0.63,5.88,-2.87,-0.7
3500,0.72,-0.22,0.64,0.77,-8.89,3.5
3520,0.74,-0.19,0.64,-2.94,-10.57,7.14
3540,0.76,-0.2,0.62,-2.17,-11.13,7.28
3560,0.79,-0.22,0.6,0.98,-2.1,5.32
3580,0.78,-0.22,0.65,-2.94,5.32,0.07
3600,0.74,-0.22,0.68,8.68,5.11,1.54
3620,0.75,-0.21,0.67,0.84,1.12,0.98
3640,0.75,-0.19,0.67,1.33,1.33,0.63
3660,0.73,-0.2,0.64,-3.29,1.82,1.12
3680,0.81,-0.17,0.62,-35.91,8.19,-5.81
3700,0.74,-0.22,0.63,-3.92,-0.49,1.05
3720,0.77,-0.21,0.64,-6.3,5.81,0.35
3740,0.76,-0.25,0.63,-3.01,1.68,-0.63
3760,0.75,-0.25,0.63,-2.03,1.05,-1.05
3780,0.73,-0.26,0.66,-0.35,-2.17,-0.35
3800,0.72,-0.26,0.64,3.29,-8.4,0.14
3820,0.77,-0.26,0.63,0.98,-0.21,0.98
3840,0.77,-0.24,0.63,8.12,0.7,2.31
3860,0.74,-0.27,0.65,9.38,1.26,1.82
3880,0.76,-0.23,0.66,11.83,5.74,0.7
3900,0.72,-0.23,0.62,4.41,3.22,3.29
3920,0.71,-0.2,0.62,-6.44,-12.39,4.27
3940,0.71,-0.23,0.61,-6.02,-22.26,6.16
3960,0.8,-0.18,0.64,-14.0,-17.99,5.53
3980,0.81,-0.25,0.62,-6.3,-11.55,4.13
4000,0.76,-0.27,0.63,5.11,-9.17,0.84
4020,0.77,-0.24,0.66,5.88,-1.47,4.06
4040,0.73,-0.23,0.65,4.2,-0.7,4.83
4060,0.77,-0.21,0.65,5.32,-0.21,5.04
4080,0.76,-0.22,0.63,3.78,-0.77,3.01
4100,0.81,-0.23,0.59,-0.84,0.42,-9.66
4120,0.77,-0.2,0.65,-0.91,-1.54,1.89
4140,0.79,-0.23,0.63,4.2,2.59,-1.05
4160,0.76,-0.23,0.64,0.21,6.23,-3.85
4180,0.72,-0.23,0.63,-1.4,-0.56,-2.1
4200,0.75,-0.23,0.61,-6.37,-0.56,-2.17
4220,0.77,-0.25,0.62,-1.82,-6.44,-3.15
4240,0.77,-0.27,0.62,-0.77,1.54,-2.24
4260,0.76,-0.26,0.62,-0.42,2.31,-2.52
4280,0.76,-0.26,0.62,0.63,2.31,-1.26
4300,0.74,-0.27,0.63,-0.98,-2.45,-0.49
