timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.25,0.12,0.99,-29.26,-33.67,19.04
20,0.26,0.14,0.99,-24.99,-40.04,17.01
40,0.31,0.12,0.99,-29.82,-35.28,11.76
60,0.38,0.08,0.96,-31.29,-24.01,2.45
80,0.39,0.0,0.97,-20.37,-9.38,-0.77
100,0.38,0.04,0.95,-5.04,1.05,-5.25
120,0.37,0.06,0.95,3.71,5.25,-7.42
140,0.33,0.09,0.96,6.23,10.71,-8.82
160,0.3,0.11,0.98,8.54,13.3,-6.72
180,0.35,0.1,0.97,3.99,11.2,-7.42
200,0.37,0.05,0.97,9.03,20.65,-8.82
220,0.33,0.07,0.95,9.52,23.1,-7.21
240,0.26,0.06,0.97,9.31,23.87,-0.98
260,0.26,0.15,0.98,8.33,18.41,-7.14
280,0.27,0.13,0.99,3.85,13.58,-4.62
300,0.29,0.09,0.98,1.05,15.96,-5.46
320,0.29,0.07,1.0,8.96,19.11,-6.44
340,0.3,0.09,1.01,19.39,34.93,-9.17
360,0.3,0.01,1.0,59.78,50.33,-8.26
380,0.18,0.12,1.0,9.45,32.76,-5.25
400,0.13,0.07,0.87,21.28,10.64,4.34
420,0.11,0.16,0.97,-18.83,-37.8,9.1
440,0.2,0.14,0.99,31.71,-8.26,10.85
460,0.18,0.27,0.97,-27.72,-23.17,-0.56
480,0.2,0.12,0.97,-18.2,-33.11,5.95
500,0.23,0.1,1.01,-28.49,-38.71,12.04
520,0.24,0.13,1.0,-31.01,-40.32,8.89
540,0.27,0.14,1.0,-31.15,-30.66,5.74
560,0.3,0.08,0.98,-37.17,-24.85,0.77
580,0.34,-0.03,0.97,-30.8,-16.31,-2.52
600,0.36,-0.01,0.96,-3.36,-0.28,-2.94
620,0.31,0.08,0.97,13.58,-0.84,-4.06
640,0.29,0.17,0.98,5.11,3.01,-3.08
660,0.34,0.12,0.99,1.47,1.26,-7.77
680,0.32,0.04,0.98,-1.68,11.83,-3.36
700,0.3,0.05,0.98,10.01,13.44,-4.55
720,0.3,0.08,0.96,8.75,14.42,-1.82
740,0.29,0.08,0.97,12.81,14.98,-0.7
760,0.26,0.11,0.97,8.54,13.65,-3.71
780,0.25,0.11,1.0,6.09,9.87,-1.75
800,0.26,0.11,0.98,3.92,7.84,-2.24
820,0.28,0.06,0.99,2.38,10.29,0.07
840,0.27,0.07,1.0,12.6,14.63,0.42
860,0.26,0.07,1.0,16.52,16.8,-0.28
880,0.22,0.07,0.97,22.12,21.77,4.06
900,0.15,0.09,0.96,15.61,5.6,7.7
920,0.15,0.07,0.95,2.17,-20.44,11.69
940,0.19,0.16,0.99,-4.48,-27.02,11.27
960,0.22,0.14,1.01,-14.98,-39.69,13.09
980,0.24,0.16,1.01,-19.95,-40.46,17.43
1000,0.28,0.13,0.98,-25.06,-42.49,16.03
1020,0.32,0.08,0.96,-28.91,-32.55,9.38
1040,0.32,0.04,0.98,-25.27,-27.51,5.74
1060,0.34,0.01,0.96,-21.84,-21.98,8.47
1080,0.37,-0.03,0.97,-2.45,-19.39,7.07
1100,0.39,0.02,0.96,15.47,-11.83,5.11
1120,0.36,0.05,0.96,24.15,-4.27,4.69
1140,0.36,0.06,0.96,25.13,-4.69,2.45
1160,0.36,0.08,0.96,25.2,-1.12,-1.05
1180,0.34,0.1,0.97,24.15,6.65,-0.91
1200,0.32,0.19,0.95,16.1,12.74,-0.28
1220,0.34,0.14,0.96,-6.58,18.97,1.68
1240,0.38,0.05,0.96,4.62,15.75,-2.45
1260,0.34,0.06,0.95,16.03,16.17,-5.95
1280,0.3,0.1,0.96,15.19,14.14,-2.8
1300,0.29,0.12,0.99,9.94,22.12,0.35
1320,0.28,0.16,0.97,4.06,20.37,-2.17
1340,0.31,0.13,0.99,7.7,21.14,-5.67
1360,0.3,0.12,0.99,14.91,28.07,-3.78
1380,0.29,0.08,0.99,43.33,28.49,0.28
1400,0.23,0.07,0.92,55.86,32.83,9.52
1420,0.18,0.19,0.93,24.43,11.97,3.99
1440,0.17,0.14,0.95,-5.6,-9.1,5.95
1460,0.18,0.17,0.97,0.91,-21.56,7.91
1480,0.24,0.22,1.02,-11.48,-23.73,1.54
1500,0.26,0.16,1.03,-6.58,-18.69,4.97
1520,0.21,0.16,0.94,-4.27,-24.29,17.71
1540,0.2,0.18,0.97,-23.73,-38.22,17.29
1560,0.28,0.18,0.99,-30.45,-45.22,9.1
1580,0.35,0.16,1.0,-31.43,-30.1,5.67
1600,0.37,0.07,0.97,-28.84,-18.83,2.38
1620,0.37,0.02,0.95,-13.16,-5.95,-1.68
1640,0.34,0.09,0.94,-1.82,-0.35,-4.06
1660,0.35,0.12,0.94,-2.31,-3.78,-8.05
1680,0.35,0.11,0.97,-0.63,2.1,-7.49
1700,0.33,0.15,0.97,-0.07,3.5,-8.54
1720,0.31,0.13,0.98,-4.83,11.76,-4.27
1740,0.33,0.09,0.97,-1.89,10.43,-4.06
1760,0.34,0.09,0.95,1.26,14.84,-6.58
1780,0.31,0.08,0.96,1.05,15.54,-6.16
1800,0.29,0.11,0.96,5.32,10.78,-7.91
1820,0.29,0.12,0.99,5.39,9.45,-7.28
1840,0.31,0.13,0.98,-3.08,18.55,-3.78
