timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.74,-0.49,-0.44,-1.4,-2.59,3.01
20,0.74,-0.49,-0.45,-0.28,-2.24,2.73
40,0.74,-0.49,-0.45,0.0,-2.03,4.48
60,0.74,-0.49,-0.45,2.17,-1.68,6.3
80,0.73,-0.5,-0.44,2.45,-0.14,2.73
100,0.74,-0.5,-0.44,3.99,0.0,2.24
120,0.74,-0.5,-0.44,2.87,0.56,2.87
140,0.74,-0.5,-0.44,1.68,0.7,3.57
160,0.73,-0.51,-0.44,0.28,-0.84,2.8
180,0.74,-0.5,-0.44,0.21,-0.7,1.26
200,0.74,-0.51,-0.44,0.14,-1.4,-0.07
220,0.74,-0.5,-0.44,-0.21,-1.61,-1.4
240,0.74,-0.5,-0.44,0.0,-2.31,-0.28
260,0.74,-0.5,-0.44,0.14,-2.45,0.0
280,0.74,-0.5,-0.44,-0.07,-1.96,-0.91
300,0.74,-0.51,-0.44,-0.56,-1.54,-2.52
320,0.74,-0.5,-0.44,-0.07,-1.4,-0.28
340,0.74,-0.5,-0.44,0.63,-0.98,0.35
360,0.74,-0.5,-0.44,0.63,-0.42,-0.42
380,0.74,-0.5,-0.44,0.28,0.35,-4.34
400,0.74,-0.5,-0.44,0.07,0.14,-4.83
420,0.75,-0.49,-0.44,-0.98,-0.7,-3.71
440,0.74,-0.49,-0.44,-0.84,-1.05,-0.91
460,0.74,-0.5,-0.44,0.28,-1.19,0.14
480,0.74,-0.5,-0.44,0.0,-1.05,-1.05
500,0.74,-0.49,-0.44,-0.07,-1.19,-1.33
520,0.74,-0.49,-0.44,-0.14,-1.54,-0.91
540,0.75,-0.49,-0.44,-0.14,-2.03,1.4
560,0.74,-0.5,-0.44,0.07,-2.31,2.1
580,0.74,-0.5,-0.44,-0.14,-2.52,1.96
600,0.74,-0.49,-0.44,0.0,-1.33,1.4
620,0.74,-0.49,-0.44,0.07,-1.33,2.03
640,0.74,-0.5,-0.44,0.28,-1.82,3.78
660,0.74,-0.5,-0.45,1.68,-1.4,5.04
680,0.74,-0.5,-0.45,1.19,-0.28,2.94
700,0.73,-0.51,-0.44,1.68,-0.28,3.43
720,0.74,-0.51,-0.44,1.89,0.56,1.89
740,0.74,-0.5,-0.44,1.61,1.05,1.05
760,0.74,-0.51,-0.44,1.05,-0.35,0.77
780,0.74,-0.51,-0.44,0.07,-1.05,-0.28
800,0.74,-0.5,-0.44,0.07,-1.68,-0.49
820,0.74,-0.5,-0.44,-0.42,-2.38,-0.14
840,0.74,-0.5,-0.44,-0.14,-2.17,-0.77
860,0.74,-0.5,-0.44,-0.35,-1.82,-1.26
880,0.74,-0.5,-0.44,-0.21,-2.1,-0.42
900,0.74,-0.5,-0.44,-0.07,-2.24,-0.14
920,0.74,-0.5,-0.44,0.42,-1.4,0.28
940,0.74,-0.5,-0.44,0.63,-0.7,0.0
960,0.74,-0.5,-0.44,0.42,-0.7,-0.7
980,0.74,-0.51,-0.44,-0.35,-0.7,-2.45
1000,0.74,-0.5,-0.44,-0.49,-1.12,-2.52
