timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,-0.07,-0.44,0.94,8.05,-10.08,-6.16
20,-0.04,-0.38,0.95,7.63,-16.45,-2.1
40,0.01,-0.36,0.96,3.78,-5.46,-0.7
60,-0.03,-0.39,0.95,0.07,-1.68,2.73
80,-0.05,-0.4,0.94,-0.91,-3.43,3.78
100,-0.05,-0.42,0.94,1.12,-9.38,2.59
120,-0.03,-0.41,0.95,2.8,-12.46,2.59
140,-0.0,-0.38,0.94,-0.98,-8.75,2.38
160,-0.0,-0.4,0.93,0.77,-8.89,-1.47
180,0.01,-0.41,0.95,5.53,-6.72,-4.55
200,0.05,-0.39,0.98,5.53,2.24,-6.51
220,0.03,-0.38,0.96,2.59,7.28,-7.07
240,0.03,-0.38,0.95,1.68,16.17,-7.14
260,0.01,-0.4,0.95,0.0,22.68,-5.18
280,-0.02,-0.38,0.94,-1.19,23.24,0.7
300,-0.08,-0.39,0.93,-3.36,21.84,3.71
320,-0.09,-0.38,0.93,-4.55,8.96,6.51
340,-0.08,-0.4,0.96,-4.62,-2.45,4.27
360,-0.04,-0.4,0.94,-1.75,-10.36,-0.35
380,-0.01,-0.4,0.96,-3.57,-8.61,-0.07
400,-0.01,-0.41,0.96,-4.34,-2.38,1.82
420,-0.02,-0.42,0.95,-2.52,0.56,0.42
440,-0.02,-0.41,0.94,0.21,1.96,-0.49
460,-0.01,-0.4,0.95,2.59,5.18,0.14
480,-0.07,-0.42,0.95,8.05,1.4,-0.91
500,-0.06,-0.38,0.94,5.11,-5.25,0.35
520,-0.04,-0.39,0.95,-0.91,-2.45,-1.33
540,-0.04,-0.4,0.94,-0.63,-3.99,-0.7
560,-0.06,-0.41,0.93,-2.8,-8.05,2.8
580,-0.04,-0.42,0.94,1.54,-9.45,1.12
600,-0.06,-0.4,0.95,6.58,-20.58,1.96
620,0.01,-0.39,0.97,1.54,-12.25,0.56
640,0.03,-0.4,0.92,-0.63,-7.42,-1.12
660,-0.02,-0.42,0.96,7.91,-8.26,-3.64
680,0.04,-0.39,0.96,5.74,-2.66,-3.99
700,0.03,-0.39,0.96,7.63,2.94,-8.61
720,0.01,-0.38,0.96,4.62,8.61,-6.23
740,0.02,-0.39,0.95,0.56,17.99,-3.01
760,-0.03,-0.41,0.94,1.4,23.03,-2.87
780,-0.08,-0.39,0.93,-0.84,13.93,3.5
800,-0.08,-0.37,0.94,-6.23,8.47,8.54
820,-0.08,-0.39,0.95,-6.58,0.84,7.63
840,-0.08,-0.41,0.94,-5.81,-8.26,4.97
860,-0.02,-0.4,0.95,-3.99,-6.79,3.71
880,-0.0,-0.39,0.96,-7.91,0.42,5.04
900,-0.07,-0.43,0.94,-3.85,-3.22,3.29
920,0.01,-0.39,0.93,-5.11,-1.75,6.09
940,-0.05,-0.45,0.96,0.77,1.33,-0.91
960,-0.05,-0.43,0.94,8.12,-3.71,-0.98
980,-0.02,-0.39,0.94,6.51,-2.38,-1.75
1000,-0.06,-0.38,0.94,3.22,-2.52,0.84
1020,-0.07,-0.4,0.94,1.4,-4.48,1.54
1040,-0.07,-0.4,0.94,-0.7,-10.36,3.01
1060,-0.04,-0.42,0.94,2.8,-13.51,0.49
1080,-0.05,-0.41,0.96,8.68,-21.07,-1.19
1100,0.02,-0.38,0.96,5.6,-12.32,-0.07
1120,0.02,-0.4,0.94,4.69,-5.39,-0.56
1140,0.01,-0.39,0.94,2.87,-5.46,0.07
1160,-0.0,-0.4,0.96,5.74,0.98,-2.8
1180,-0.0,-0.39,0.98,6.09,-1.05,-3.57
1200,0.03,-0.38,0.97,4.69,5.18,-5.25
