t,ax,ay,az,gx,gy,gz
13298, 0.80, -0.40, -0.43, 0.77, -1.26, 1.96
13299, 0.81, -0.40, -0.43, 0.70, -0.63, 3.57
13300, 0.80, -0.40, -0.43, 3.22, -0.98, 5.25
13301, 0.80, -0.41, -0.43, 2.66, -1.05, 4.06
13302, 0.80, -0.41, -0.43, 0.91, -1.12, 2.73
13303, 0.80, -0.41, -0.43, 0.28, -1.05, -0.21
13304, 0.80, -0.41, -0.43, 0.00, -0.56, -2.59
13305, 0.80, -0.41, -0.43, -0.35, -0.63, -2.45
13306, 0.80, -0.41, -0.43, -0.42, -1.19, -1.33
13307, 0.80, -0.41, -0.43, -0.35, -1.40, -0.14
13308, 0.80, -0.41, -0.43, 0.00, -1.47, 0.70
13309, 0.80, -0.41, -0.43, 0.14, -1.54, 1.12
13310, 0.80, -0.41, -0.43, 0.42, -1.47, 0.77
13311, 0.80, -0.41, -0.43, 0.56, -0.91, 0.77
13312, 0.80, -0.41, -0.43, 0.84, -1.26, 1.47
13313, 0.80, -0.41, -0.43, 1.26, -1.33, 1.19
13314, 0.80, -0.41, -0.43, 0.42, -0.63, -0.91
13315, 0.80, -0.41, -0.43, 0.91, 0.56, -3.15
13316, 0.80, -0.41, -0.43, -0.35, -0.14, -2.87
13317, 0.80, -0.41, -0.43, -0.35, -0.56, -2.17
13318, 0.80, -0.41, -0.43, 0.49, -0.35, -1.54
13319, 0.80, -0.40, -0.43, 0.07, -0.70, -1.54
13320, 0.80, -0.40, -0.43, 0.84, -0.35, -1.54
13321, 0.81, -0.41, -0.43, 0.49, -1.12, -1.33
13322, 0.81, -0.40, -0.43, -0.63, -1.61, -2.24
13323, 0.81, -0.40, -0.43, -1.68, -1.61, -2.94
13324, 0.81, -0.40, -0.43, -1.19, -2.10, -2.03
13325, 0.81, -0.40, -0.43, -1.33, -2.52, -0.35
13326, 0.81, -0.40, -0.43, -1.40, -2.73, 1.54
13327, 0.81, -0.40, -0.43, -0.91, -2.52, 2.59
13328, 0.80, -0.40, -0.43, 17.43, -2.66, 3.15
13329, 0.80, -0.40, -0.43, 0.14, -1.33, 2.66
13330, 0.81, -0.40, -0.43, 0.07, -0.56, 2.73
13331, 0.80, -0.40, -0.43, 3.50, -0.98, 3.78
13332, 0.80, -0.40, -0.43, 3.99, -0.77, 4.90
13333, 0.80, -0.41, -0.43, 3.08, -1.12, 6.09
13334, 0.79, -0.42, -0.43, 1.33, -0.91, 2.17
13335, 0.80, -0.41, -0.43, 0.42, -0.77, -1.19
13336, 0.80, -0.41, -0.43, 0.21, -0.98, -1.40
13337, 0.80, -0.41, -0.43, 0.00, -1.26, -1.75
13338, 0.80, -0.41, -0.43, -0.35, -0.84, -1.89
13339, 0.81, -0.41, -0.43, 0.14, -0.70, -1.12
13340, 0.80, -0.41, -0.43, 0.21, -1.19, 0.14
