t,ax,ay,az,gx,gy,gz
15082, 0.87, -0.48, -0.45, 0.14, -1.40, -1.61
15083, 0.75, -0.48, -0.45, 1.82, 0.35, -1.54
15084, 0.75, -0.48, -0.44, 1.82, 0.07, -2.10
15085, 0.75, -0.48, -0.44, 0.84, -1.19, -3.71
15086, 0.76, -0.48, -0.44, 0.63, -1.19, -4.69
15087, 0.75, -0.48, -0.45, -0.77, -1.05, -4.55
15088, 0.76, -0.47, -0.44, 1.47, -2.17, -3.29
15089, 0.76, -0.47, -0.44, 0.63, -2.10, -0.98
15090, 0.76, -0.47, -0.44, 0.98, -1.82, 0.14
15091, 0.76, -0.48, -0.44, 0.28, -1.68, -0.49
15092, 0.75, -0.48, -0.44, 1.47, -1.47, -1.33
15093, 0.76, -0.47, -0.45, 0.98, -1.05, -2.24
15094, 0.76, -0.47, -0.44, 1.33, -1.47, -0.98
15095, 0.76, -0.47, -0.44, 0.77, -1.33, 0.21
15096, 0.76, -0.48, -0.44, 0.42, -1.26, 0.28
15097, 0.76, -0.47, -0.44, 0.70, -0.63, -0.49
15098, 0.76, -0.47, -0.44, 0.56, -1.12, 0.84
15099, 0.76, -0.48, -0.44, 0.28, -1.96, 1.33
15100, 0.76, -0.47, -0.44, 1.47, -2.38, 1.19
15101, 0.76, -0.47, -0.44, 0.00, -2.45, 4.76
15102, 0.76, -0.47, -0.44, -1.33, -3.08, 9.87
15103, 0.75, -0.48, -0.45, -0.07, -3.43, 9.24
15104, 0.77, -0.46, -0.45, -6.30, 2.87, 6.86
15105, 0.75, -0.47, -0.45, -6.09, 6.02, 8.05
15106, 0.75, -0.46, -0.42, -9.17, 12.67, 3.08
15107, 0.74, -0.49, -0.44, 2.52, 0.63, 2.73
15108, 0.75, -0.49, -0.44, 0.56, 0.07, -0.98
15109, 0.75, -0.48, -0.44, -0.42, -1.26, -1.19
15110, 0.75, -0.48, -0.44, -0.91, -1.61, -1.12
15111, 0.76, -0.48, -0.44, -0.91, -3.01, -0.07
15112, 0.75, -0.48, -0.44, -0.49, -3.01, 1.33
15113, 0.75, -0.48, -0.44, -0.07, -2.24, 0.14
15114, 0.75, -0.48, -0.45, 0.35, -0.91, -2.10
15115, 0.75, -0.48, -0.44, 0.49, 0.49, -2.45
15116, 0.75, -0.48, -0.44, 1.26, 0.28, -3.85
15117, 0.75, -0.48, -0.44, 1.61, 0.63, -5.04
15118, 0.76, -0.47, -0.43, 3.22, 0.00, -5.11
15119, 0.76, -0.48, -0.44, 1.82, -0.84, -3.36
15120, 0.76, -0.47, -0.44, 2.38, -1.19, -2.80
15121, 0.76, -0.47, -0.44, 1.19, -1.12, -1.12
15122, 0.76, -0.47, -0.44, 0.63, -1.75, 0.14
15123, 0.76, -0.48, -0.44, 1.26, -0.98, -1.54
15124, 0.76, -0.47, -0.44, 0.49, -0.56, -1.47
15125, 0.76, -0.47, -0.44, -0.49, -0.07, -3.08
15126, 0.76, -0.47, -0.44, 0.56, -0.28, -3.36
15127, 0.76, -0.47, -0.43, 0.56, -0.70, -2.59
15128, 0.77, -0.47, -0.43, -0.63, -1.54, -2.66
15129, 0.77, -0.46, -0.44, -0.70, -1.96, 0.07
15130, 0.76, -0.47, -0.44, -0.35, -2.52, 1.89
15131, 0.76, -0.47, -0.44, -0.14, -2.03, 1.89
15132, 0.76, -0.47, -0.44, -0.07, -1.33, 2.59
15133, 0.76, -0.47, -0.44, -0.42, -2.73, 5.74
15134, 0.76, -0.47, -0.44, -0.35, -2.66, 7.63
15135, 0.77, -0.48, -0.44, -3.22, -1.68, 12.60
15136, 0.75, -0.48, -0.44, 0.56, -1.19, 3.36
15137, 0.75, -0.48, -0.44, 0.21, -0.42, 1.19
15138, 0.75, -0.48, -0.44, 0.56, -0.42, 0.98
15139, 0.75, -0.48, -0.44, 0.70, 0.28, 1.47
15140, 0.75, -0.48, -0.44, 0.35, -0.70, -0.56
15141, 0.75, -0.48, -0.44, 0.07, -0.91, -2.24
15142, 0.76, -0.48, -0.44, 17.78, -1.54, -1.19
15143, 0.75, -0.48, -0.44, 0.35, -1.26, -1.33
15144, 0.76, -0.48, -0.44, 0.07, -1.54, -2.03
15145, 0.76, -0.47, -0.44, 1.26, -2.10, -2.45
15146, 0.76, -0.47, -0.44, 1.05, -0.28, -0.98
15147, 0.76, -0.47, -0.44, 0.28, -0.07, -0.21
15148, 0.76, -0.48, -0.44, 0.84, -1.19, -1.40
15149, 0.76, -0.47, -0.43, 0.63, -1.12, -2.80
15150, 0.76, -0.47, -0.44, 0.56, -1.40, -2.45
15151, 0.76, -0.47, -0.44, -0.21, -1.40, -1.75
15152, 0.76, -0.47, -0.44, 0.63, -1.19, -1.61
15153, 0.76, -0.47, -0.44, 0.91, -0.91, -3.01
15154, 0.76, -0.47, -0.44, -0.28, -0.70, -2.52
15155, 0.76, -0.47, -0.44, -0.35, -0.07, -3.50
15156, 0.76, -0.46, -0.44, -0.42, -0.77, -3.71
15157, 0.76, -0.47, -0.44, -0.77, -1.61, -4.48
15158, 0.77, -0.46, -0.44, -1.26, -2.24, -3.08
15159, 0.77, -0.45, -0.44, 0.42, -2.66, 0.21
15160, 0.77, -0.46, -0.44, -17.08, -2.24, 2.17
15161, 0.76, -0.46, -0.44, -0.28, -2.03, 1.61
15162, 0.76, -0.47, -0.44, -0.14, -1.96, 0.56
15163, 0.77, -0.46, -0.44, -0.14, -2.52, 2.66
15164, 0.77, -0.46, -0.44, -0.70, -3.57, 7.14
15165, 0.76, -0.47, -0.44, 0.70, -3.92, 10.71
15166, 0.75, -0.47, -0.45, 0.84, -2.10, 7.56
15167, 0.75, -0.47, -0.44, 0.49, 0.14, 4.06
15168, 0.76, -0.47, -0.45, -0.42, 1.89, 3.85
15169, 0.76, -0.47, -0.44, 0.63, 1.40, 2.31
15170, 0.75, -0.48, -0.44, 1.12, -0.07, 0.07
15171, 0.76, -0.48, -0.44, 0.49, -0.42, -1.05
15172, 0.76, -0.48, -0.44, 0.28, -0.35, -2.17
15173, 0.76, -0.47, -0.44, 0.91, -1.05, -1.75
15174, 0.76, -0.48, -0.44, -0.84, -0.56, -5.81
15175, 0.76, -0.47, -0.44, -0.56, -1.61, -4.90
15176, 0.76, -0.47, -0.44, 1.05, -0.28, -0.28
15177, 0.76, -0.47, -0.44, 1.54, 0.42, 0.07
15178, 0.76, -0.47, -0.44, 2.24, -1.47, -1.68
15179, 0.76, -0.47, -0.44, 1.75, -1.47, -3.43
15180, 0.76, -0.47, -0.44, 2.03, -1.05, -4.76
15181, 0.77, -0.47, -0.44, 0.42, -1.40, -2.66
15182, 0.76, -0.47, -0.44, 0.91, -0.91, -2.17
