t,ax,ay,az,gx,gy,gz
19505, 0.58, -0.15, 0.83, 0.56, -0.91, 0.77
19506, 0.58, -0.15, 0.83, 0.91, -0.84, 0.77
19507, 0.58, -0.15, 0.83, 1.05, -0.98, 0.91
19508, 0.58, -0.15, 0.83, 1.19, -1.12, 0.63
19509, 0.58, -0.15, 0.83, 0.63, -1.19, 0.77
19510, 0.58, -0.15, 0.83, 0.91, -1.89, 0.28
19511, 0.58, -0.15, 0.83, 0.70, -1.68, 0.28
19512, 0.58, -0.16, 0.83, 0.56, -0.98, 0.28
19513, 0.58, -0.16, 0.84, 0.70, -0.84, 0.14
19514, 0.58, -0.15, 0.83, 3.99, -0.35, 0.70
19515, 0.57, -0.15, 0.82, 3.99, -1.89, 0.63
19516, 0.57, -0.15, 0.82, 2.94, -2.73, 0.07
19517, 0.58, -0.15, 0.83, 2.73, -1.75, -0.07
19518, 0.59, -0.15, 0.83, 3.29, -1.19, 0.07
19519, 0.58, -0.15, 0.83, 2.94, -0.42, -0.07
19520, 0.58, -0.15, 0.83, 2.45, -0.35, -0.28
19521, 0.58, -0.14, 0.82, 2.52, -0.63, -0.35
19522, 0.58, -0.15, 0.83, 2.10, -1.19, -0.35
19523, 0.58, -0.15, 0.83, 1.61, -1.47, -0.42
19524, 0.58, -0.14, 0.83, 1.96, -0.77, -0.28
19525, 0.58, -0.15, 0.83, 2.31, -0.35, -0.42
19526, 0.58, -0.15, 0.83, 1.68, 0.14, -0.21
19527, 0.58, -0.14, 0.83, 1.61, -0.28, -0.42
19528, 0.58, -0.14, 0.83, 2.45, -0.14, -0.49
19529, 0.58, -0.14, 0.83, 2.03, 0.00, -0.14
19530, 0.58, -0.14, 0.83, 2.03, 0.42, -0.28
19531, 0.57, -0.14, 0.83, 1.82, -0.07, -0.42
19532, 0.58, -0.14, 0.83, 2.10, 0.14, -0.49
19533, 0.58, -0.14, 0.83, 1.89, 0.07, -0.56
19534, 0.58, -0.14, 0.83, 1.89, 0.14, -0.70
19535, 0.58, -0.14, 0.83, 1.96, 0.49, -0.63
19536, 0.57, -0.14, 0.83, 1.89, 0.14, -0.35
19537, 0.57, -0.14, 0.83, 1.19, 0.00, -0.21
19538, 0.57, -0.14, 0.83, 1.12, -0.56, -0.21
19539, 0.57, -0.14, 0.84, 0.84, -0.35, -0.07
19540, 0.57, -0.14, 0.83, 1.47, -1.12, 0.07
19541, 0.57, -0.14, 0.84, 0.49, -1.33, -0.14
19542, 0.57, -0.14, 0.84, 0.21, -1.33, -0.07
19543, 0.57, -0.14, 0.83, -0.84, -1.75, -0.49
19544, 0.57, -0.14, 0.83, -0.84, -2.31, -0.77
19545, 0.58, -0.14, 0.83, -0.42, -2.31, -0.28
19546, 0.58, -0.14, 0.83, -0.42, -1.68, -0.14
19547, 0.58, -0.14, 0.83, -0.42, -1.82, 0.63
19548, 0.58, -0.14, 0.83, -0.07, -1.75, 0.63
19549, 0.57, -0.14, 0.83, 0.42, -2.03, 0.56
19550, 0.58, -0.14, 0.83, 0.63, -1.96, 1.05
19551, 0.58, -0.14, 0.83, 0.28, -1.75, 0.84
19552, 0.58, -0.14, 0.83, 0.07, -1.61, 0.63
