t,ax,ay,az,gx,gy,gz
11219, 0.72, -0.38, 0.61, 1.40, 0.49, 0.84
11220, 0.72, -0.38, 0.61, 2.24, 0.63, 0.70
11221, 0.72, -0.38, 0.61, 2.03, 0.35, 0.63
11222, 0.72, -0.38, 0.61, 2.17, 0.14, 1.19
11223, 0.72, -0.37, 0.61, 1.26, 0.14, 1.19
11224, 0.71, -0.37, 0.61, 0.91, -0.49, 0.91
11225, 0.72, -0.37, 0.61, 2.38, -0.63, 1.12
11226, 0.72, -0.37, 0.61, 1.75, -0.14, 0.84
11227, 0.71, -0.38, 0.61, 1.54, 0.00, 0.98
11228, 0.72, -0.38, 0.61, 2.38, -0.70, 1.05
11229, 0.71, -0.37, 0.61, 1.89, -0.14, 0.91
11230, 0.71, -0.37, 0.61, 2.17, 0.07, 1.47
11231, 0.71, -0.38, 0.61, 2.10, -0.63, 1.33
11232, 0.72, -0.38, 0.62, 1.89, -0.56, 0.77
11233, 0.71, -0.37, 0.61, 2.52, -0.21, 1.19
11234, 0.71, -0.37, 0.61, 3.08, -0.07, 1.12
11235, 0.71, -0.37, 0.61, 3.29, -0.21, 1.05
11236, 0.71, -0.37, 0.61, 2.87, -1.12, 0.63
11237, 0.71, -0.37, 0.61, 1.19, -2.10, 0.28
11238, 0.71, -0.38, 0.61, 0.77, -2.94, 0.00
11239, 0.72, -0.37, 0.61, 0.00, -3.29, -0.07
11240, 0.72, -0.37, 0.62, -0.42, -2.59, -0.28
11241, 0.72, -0.38, 0.62, -1.12, -1.96, -1.19
11242, 0.72, -0.38, 0.62, -0.84, -1.19, -0.98
11243, 0.71, -0.37, 0.61, -0.63, -1.89, -0.84
11244, 0.71, -0.37, 0.61, -0.77, -2.59, -0.49
11245, 0.72, -0.38, 0.62, -1.68, -2.38, -0.21
11246, 0.72, -0.38, 0.62, -0.70, -2.80, -0.77
11247, 0.71, -0.37, 0.61, -0.91, -2.38, -0.21
11248, 0.71, -0.37, 0.61, 0.21, -3.29, 0.35
11249, 0.72, -0.38, 0.61, -0.21, -3.36, 0.63
11250, 0.72, -0.37, 0.61, -1.19, -2.45, -0.14
11251, 0.72, -0.37, 0.61, -1.54, -1.68, -0.28
11252, 0.72, -0.37, 0.61, -1.47, -1.89, -0.42
11253, 0.72, -0.38, 0.61, -2.66, -2.24, -0.91
11254, 0.72, -0.37, 0.61, -2.17, -1.47, -0.56
11255, 0.72, -0.37, 0.61, -2.10, -1.75, -0.42
11256, 0.72, -0.38, 0.61, -3.22, -1.89, -1.05
11257, 0.72, -0.38, 0.60, -2.87, -1.47, -0.49
11258, 0.72, -0.37, 0.61, -1.40, -2.80, -0.56
11259, 0.73, -0.38, 0.61, -2.24, -1.61, 0.07
11260, 0.72, -0.38, 0.60, -3.36, -1.19, -0.49
11261, 0.72, -0.38, 0.60, -2.66, -1.75, -0.77
11262, 0.72, -0.38, 0.60, -1.05, -1.89, 0.00
11263, 0.72, -0.38, 0.60, -0.77, -1.89, 0.35
11264, 0.72, -0.38, 0.60, 0.49, -2.10, 0.63
11265, 0.72, -0.38, 0.63, 0.91, -1.19, 0.49
11266, 0.73, -0.37, 0.61, 2.45, 0.98, 1.05
11267, 0.73, -0.38, 0.60, 1.19, 1.19, 0.07
11268, 0.72, -0.38, 0.60, 1.12, 1.05, -0.70
11269, 0.71, -0.37, 0.60, 1.89, 1.75, -0.07
11270, 0.72, -0.37, 0.61, 2.87, 0.56, 0.21
11271, 0.72, -0.38, 0.61, 2.03, 0.14, 0.77
