t,ax,ay,az,gx,gy,gz
22330, 0.23, 0.17, 0.98, 0.28, -0.70, 0.42
22331, 0.23, 0.16, 0.99, 0.63, -0.42, -0.28
22332, 0.22, 0.16, 0.98, 0.91, -0.42, 1.33
22333, 0.22, 0.17, 0.99, 0.35, -0.70, 0.35
22334, 0.23, 0.17, 0.99, 2.31, -4.97, -1.75
22335, 0.22, 0.17, 0.99, 2.03, -1.40, -1.26
22336, 0.22, 0.17, 0.98, 0.35, -1.47, -1.40
22337, 0.23, 0.17, 0.98, -1.82, -2.31, -2.59
22338, 0.22, 0.16, 0.99, -0.63, -2.59, -2.59
22339, 0.24, 0.17, 0.99, 0.00, -2.94, -1.61
22340, 0.23, 0.16, 0.98, 0.07, -3.15, -0.91
22341, 0.23, 0.16, 0.98, 2.03, -3.22, 0.91
22342, 0.24, 0.17, 0.98, 1.26, -2.52, -0.70
22343, 0.23, 0.16, 0.99, 0.77, -0.98, -0.35
22344, 0.24, 0.18, 0.98, 2.38, -2.52, -0.07
22345, 0.23, 0.17, 0.98, -0.35, -1.33, -1.05
22346, 0.21, 0.16, 0.99, 1.47, -1.33, 0.42
22347, 0.24, 0.18, 0.98, 1.75, -3.08, -1.61
22348, 0.22, 0.16, 0.98, 0.00, -1.12, -1.19
22349, 0.24, 0.18, 0.98, 2.10, -2.38, -0.07
22350, 0.24, 0.17, 0.98, -0.14, -2.66, -1.75
22351, 0.22, 0.16, 0.99, 0.84, -2.24, 0.77
22352, 0.25, 0.18, 0.98, 2.03, -4.62, -0.07
22353, 0.22, 0.16, 0.98, -0.63, -3.15, -0.28
22354, 0.23, 0.16, 0.98, 1.96, -0.98, 1.47
22355, 0.25, 0.18, 0.98, 0.84, -2.17, -0.56
22356, 0.22, 0.16, 0.98, -0.21, -1.05, 0.77
22357, 0.25, 0.18, 0.98, 1.89, -2.73, 0.56
22358, 0.23, 0.16, 0.98, 0.07, -1.54, -0.35
22359, 0.22, 0.16, 0.98, 2.59, -0.70, 1.61
22360, 0.25, 0.17, 0.98, 1.05, -1.19, -0.28
22361, 0.23, 0.16, 0.97, 0.77, -0.07, -1.12
22362, 0.23, 0.16, 0.98, 4.27, -0.21, -2.31
22363, 0.24, 0.16, 0.98, 6.30, -1.82, -5.81
22364, 0.24, 0.15, 0.99, 5.32, 2.24, -7.70
22365, 0.25, 0.16, 0.98, 6.79, 2.03, -8.82
22366, 0.24, 0.16, 0.99, 6.93, 3.57, -8.40
22367, 0.25, 0.16, 0.98, 8.68, 5.53, -8.12
22368, 0.25, 0.18, 0.99, 10.57, 8.19, -7.91
22369, 0.22, 0.17, 0.98, 10.08, 8.19, -6.37
22370, 0.23, 0.19, 0.98, 9.45, 8.40, -5.25
22371, 0.22, 0.20, 0.98, 9.17, 8.96, -2.52
22372, 0.20, 0.21, 0.98, 8.75, 10.78, 2.52
22373, 0.19, 0.23, 0.97, 7.70, 7.84, 7.56
22374, 0.18, 0.23, 0.97, 5.39, 4.55, 10.78
22375, 0.18, 0.22, 0.99, 2.94, 2.87, 12.25
22376, 0.18, 0.23, 0.98, 1.68, 2.94, 13.09
22377, 0.18, 0.24, 0.98, -0.21, 0.63, 11.76
22378, 0.18, 0.22, 0.99, -0.84, -0.77, 10.29
22379, 0.19, 0.22, 0.99, -1.96, 0.00, 8.26
22380, 0.20, 0.22, 0.98, -3.43, -0.21, 5.25
22381, 0.19, 0.19, 0.99, -1.96, -1.40, 3.29
22382, 0.20, 0.18, 0.98, -1.61, -1.05, 3.29
22383, 0.20, 0.20, 0.98, -1.96, -1.40, 3.36
22384, 0.20, 0.18, 0.99, -1.96, -1.26, 3.50
22385, 0.20, 0.18, 0.99, -1.05, -0.56, 4.06
22386, 0.21, 0.18, 0.98, -1.05, -0.84, 3.29
22387, 0.21, 0.18, 0.99, -0.14, -0.77, 2.73
22388, 0.20, 0.18, 0.99, 0.77, 0.00, 2.66
22389, 0.21, 0.19, 0.98, 0.21, -0.42, 1.61
22390, 0.20, 0.19, 0.99, -0.35, -0.91, 1.05
22391, 0.19, 0.18, 0.99, 1.26, -0.84, 1.47
22392, 0.20, 0.19, 0.98, 0.56, -1.33, 1.40
22393, 0.20, 0.20, 0.98, 0.49, -1.33, 0.28
22394, 0.20, 0.19, 0.99, 0.98, -1.61, -1.05
22395, 0.21, 0.19, 0.98, 0.91, -1.12, -2.66
22396, 0.20, 0.19, 0.98, 1.54, -0.42, -3.01
22397, 0.20, 0.18, 0.99, 1.82, -0.70, -2.31
22398, 0.20, 0.19, 0.99, 1.33, -0.63, -1.68
22399, 0.20, 0.19, 0.98, 1.19, -0.84, -2.10
22400, 0.20, 0.18, 0.99, 1.54, -1.05, -1.54
22401, 0.20, 0.19, 0.99, 2.52, 0.49, 0.00
22402, 0.21, 0.20, 0.98, 2.24, -1.47, -1.47
22403, 0.19, 0.20, 1.00, 3.36, -2.38, -0.84
22404, 0.19, 0.19, 0.98, 2.80, -3.50, -0.42
22405, 0.19, 0.19, 0.99, 2.24, -2.03, -1.61
22406, 0.20, 0.21, 0.98, 2.03, -1.75, -1.47
22407, 0.19, 0.20, 0.98, 0.63, -3.22, -1.96
22408, 0.19, 0.19, 0.99, 1.26, -4.41, -0.14
22409, 0.21, 0.21, 0.98, -0.21, -4.13, -0.42
22410, 0.21, 0.19, 0.98, -0.70, -3.85, -1.12
22411, 0.20, 0.18, 0.99, 2.10, -2.73, 0.28
22412, 0.22, 0.21, 0.98, 1.61, -2.94, -0.63
22413, 0.20, 0.20, 0.98, 0.63, -3.36, -0.42
22414, 0.21, 0.18, 0.99, 2.10, -2.52, 1.19
22415, 0.23, 0.20, 0.98, 1.54, -3.36, -0.14
22416, 0.20, 0.20, 0.98, 1.33, -2.03, 0.42
22417, 0.21, 0.19, 0.97, 2.73, -2.10, 1.89
22418, 0.23, 0.21, 0.98, 1.68, -3.71, 0.14
22419, 0.19, 0.18, 0.98, 1.05, -2.52, 0.56
22420, 0.21, 0.19, 0.98, 2.59, -1.82, 1.47
22421, 0.23, 0.21, 0.98, 1.61, -3.64, -0.98
22422, 0.20, 0.19, 0.99, 0.91, -1.75, -0.21
22423, 0.22, 0.19, 0.98, 3.50, -1.82, 1.61
22424, 0.23, 0.21, 0.98, 2.52, -2.45, -0.56
22425, 0.20, 0.18, 0.99, 1.75, -1.19, 0.21
22426, 0.24, 0.21, 0.97, 3.78, -0.21, 2.94
22427, 0.21, 0.21, 0.97, 0.21, 0.77, 4.20
22428, 0.20, 0.21, 0.98, -2.73, 2.03, 5.18
22429, 0.22, 0.22, 0.97, -4.48, 0.14, 3.36
22430, 0.22, 0.20, 0.98, -3.92, -1.61, 2.03
22431, 0.21, 0.20, 0.98, -2.80, -1.19, 1.82
22432, 0.21, 0.19, 0.98, -2.03, -2.80, -0.98
22433, 0.20, 0.18, 0.98, -0.49, -3.64, -0.91
22434, 0.22, 0.18, 0.99, 1.61, -5.39, -1.54
22435, 0.21, 0.18, 0.99, 4.20, -7.35, -1.40
22436, 0.22, 0.17, 0.98, 6.51, -8.05, -1.68
22437, 0.21, 0.17, 0.99, 8.26, -8.89, -2.03
22438, 0.22, 0.18, 0.98, 9.31, -8.05, -1.54
22439, 0.24, 0.19, 0.98, 10.01, -7.91, -3.15
22440, 0.24, 0.20, 0.98, 9.38, -4.41, -2.31
22441, 0.24, 0.21, 0.97, 8.40, -1.54, -0.98
22442, 0.24, 0.22, 0.97, 5.11, 0.98, -1.33
22443, 0.24, 0.23, 0.97, 2.73, 1.19, -1.05
22444, 0.23, 0.22, 0.97, 0.49, 2.17, -0.98
22445, 0.24, 0.23, 0.97, -0.70, 1.82, -1.82
22446, 0.23, 0.22, 0.97, 0.42, 2.10, -1.89
22447, 0.23, 0.21, 0.97, 0.56, 1.89, -0.70
22448, 0.23, 0.22, 0.97, 0.35, 2.10, 1.05
22449, 0.21, 0.22, 0.98, -17.92, 0.84, 1.47
22450, 0.23, 0.22, 0.97, -1.26, 0.56, 0.35
22451, 0.23, 0.21, 0.97, -0.77, 0.28, 0.63
22452, 0.22, 0.21, 0.98, -0.98, 0.98, 1.33
22453, 0.22, 0.21, 0.97, -1.75, 1.05, 0.49
22454, 0.22, 0.21, 0.97, 0.07, 0.21, 0.14
22455, 0.22, 0.20, 0.98, 0.35, -0.07, -0.63
