t,ax,ay,az,gx,gy,gz
14247, 0.78, -0.45, -0.43, 0.14, -1.47, 0.56
14248, 0.78, -0.45, -0.43, 0.07, -1.26, 0.35
14249, 0.78, -0.45, -0.43, 0.56, -0.91, 0.28
14250, 0.78, -0.45, -0.43, 0.49, -0.91, 0.07
14251, 0.78, -0.45, -0.43, 0.56, -1.19, 0.42
14252, 0.78, -0.45, -0.43, 0.21, -1.33, 0.63
14253, 0.78, -0.45, -0.43, 0.21, -1.47, 0.63
14254, 0.78, -0.45, -0.43, 0.49, -1.19, 0.28
14255, 0.78, -0.45, -0.43, 0.14, -0.98, 0.07
14256, 0.78, -0.45, -0.43, 0.42, -1.12, 0.21
14257, 0.78, -0.45, -0.43, 0.35, -0.84, 0.14
14258, 0.78, -0.45, -0.43, 1.05, -0.98, 0.28
14259, 0.78, -0.45, -0.43, 0.42, -0.91, 0.00
14260, 0.78, -0.45, -0.43, -0.21, -1.33, 0.07
14261, 0.78, -0.45, -0.43, 0.42, -1.19, 0.07
14262, 0.78, -0.45, -0.43, 0.21, -0.70, 0.28
14263, 0.78, -0.45, -0.43, 0.49, -1.12, 0.35
14264, 0.78, -0.45, -0.43, 0.21, -0.91, 0.28
14265, 0.78, -0.45, -0.43, 0.49, -0.91, 0.21
14266, 0.78, -0.45, -0.43, 0.42, -1.05, 0.35
14267, 0.78, -0.45, -0.43, 0.42, -1.05, 0.35
14268, 0.78, -0.45, -0.43, 0.28, -1.19, 0.07
14269, 0.78, -0.45, -0.43, 0.35, -1.12, 0.21
14270, 0.78, -0.45, -0.43, 0.28, -0.84, 0.21
14271, 0.78, -0.45, -0.43, 0.49, -0.84, 0.42
14272, 0.78, -0.45, -0.43, 0.35, -0.98, 0.49
14273, 0.78, -0.45, -0.43, 0.42, -1.12, 0.28
14274, 0.78, -0.45, -0.43, 0.42, -1.05, 0.28
14275, 0.78, -0.45, -0.43, 0.91, -1.75, 0.28
14276, 0.78, -0.45, -0.43, 0.35, -0.98, 0.21
14277, 0.78, -0.45, -0.43, -0.14, -0.91, 0.35
14278, 0.78, -0.45, -0.43, 0.49, -0.91, 0.28
14279, 0.78, -0.45, -0.43, 0.49, -0.98, 0.21
14280, 0.78, -0.45, -0.43, 0.28, -0.91, 0.21
14281, 0.78, -0.45, -0.43, 0.35, -0.84, 0.28
14282, 0.78, -0.45, -0.43, 0.42, -1.05, 0.28
14283, 0.78, -0.45, -0.43, 0.35, -1.12, 0.21
14284, 0.78, -0.45, -0.43, 0.35, -1.05, 0.35
14285, 0.78, -0.45, -0.43, 0.42, -0.84, 0.21
14286, 0.78, -0.45, -0.43, 0.42, -0.98, 0.21
14287, 0.78, -0.45, -0.43, 0.28, -1.40, 0.42
14288, 0.78, -0.45, -0.43, 0.07, -2.17, 0.63
14289, 0.78, -0.45, -0.43, 0.07, -1.68, 0.91
14290, 0.78, -0.45, -0.43, -0.49, -1.19, 0.63
