t,ax,ay,az,gx,gy,gz
8028, -0.34, -0.13, 0.92, 129.15, 44.17, 49.49
8029, -0.28, -0.15, 0.78, 134.05, 16.59, 52.08
8030, -0.25, -0.01, 1.06, 67.41, 6.72, 55.44
8031, -0.28, 0.05, 1.05, -1.96, 26.25, 50.12
8032, -0.27, 0.02, 0.97, -14.00, 9.31, 43.75
8033, -0.18, -0.03, 1.00, -24.01, -10.43, 38.71
8034, -0.07, -0.05, 1.01, -23.31, -4.34, 39.69
8035, 0.00, -0.04, 1.02, -25.34, 17.71, 42.49
8036, -0.03, -0.02, 0.98, -39.62, 26.95, 42.84
8037, -0.08, -0.04, 0.82, -39.06, 19.60, 45.71
8038, -0.15, -0.17, 0.77, -8.89, -3.08, 53.41
8039, -0.21, -0.19, 0.84, 14.14, -13.72, 57.82
8040, -0.28, -0.07, 0.93, 21.77, -12.67, 59.22
8041, -0.36, 0.02, 1.09, -0.07, -6.02, 37.17
8042, -0.31, -0.08, 1.13, -63.07, 27.09, -14.84
8043, -0.62, -0.19, 1.33, -57.05, 58.31, -44.17
8044, -0.65, -0.12, 1.11, -45.92, -8.75, -59.08
8045, -0.45, -0.24, 0.76, -45.15, -61.11, -72.24
8046, -0.39, -0.19, 0.81, -79.10, -91.63, -69.44
8047, -0.18, -0.19, 1.16, -82.67, -47.67, -107.31
8048, -0.06, -0.33, 1.04, -90.09, -11.90, -123.34
8049, 0.01, -0.43, 0.91, -18.76, -9.87, -108.99
8050, -0.01, -0.33, 0.88, 12.32, -3.50, -83.79
8051, -0.07, -0.24, 0.89, 16.10, 17.57, -61.32
8052, -0.05, -0.22, 0.96, 9.10, 26.81, -61.88
8053, -0.10, -0.23, 0.80, 29.26, 22.54, -78.40
8054, -0.16, -0.28, 0.81, 33.39, 3.85, -75.39
8055, -0.05, -0.34, 0.89, 33.11, 0.98, -69.16
8056, 0.03, -0.44, 1.09, 37.66, 27.79, -51.87
8057, -0.02, -0.56, 1.18, 7.91, 67.76, -8.40
8058, -0.23, -0.62, 1.14, 57.82, 62.86, 36.68
8059, -0.31, -0.46, 1.00, 97.37, 31.71, 67.90
8060, -0.41, -0.35, 0.87, 117.60, 28.14, 83.72
8061, -0.22, -0.29, 0.81, 119.91, 29.75, 85.82
8062, -0.22, -0.13, 1.07, 38.50, 50.54, 82.11
8063, -0.32, 0.03, 1.00, 14.84, 47.25, 98.21
8064, -0.35, 0.04, 0.97, -8.89, 0.49, 90.02
8065, -0.21, 0.00, 0.89, -33.11, -32.69, 69.58
8066, -0.08, -0.04, 0.88, -36.75, -32.13, 61.74
8067, -0.06, -0.03, 0.94, -32.20, -24.85, 58.31
8068, -0.08, -0.09, 0.82, -21.77, -26.53, 69.72
8069, -0.09, -0.15, 0.90, 20.79, -40.04, 99.68
8070, -0.19, 0.00, 0.95, 47.32, -21.63, 109.83
8071, -0.32, 0.15, 1.14, 18.20, 13.58, 62.23
8072, -0.21, 0.09, 1.05, -53.06, 47.18, -10.92
8073, -0.46, -0.11, 1.39, -69.44, 100.94, -34.02
8074, -0.61, -0.18, 1.05, -49.42, -5.46, -33.88
8075, -0.56, -0.20, 0.77, -56.77, -86.31, -47.32
8076, -0.55, -0.02, 0.95, -93.80, -97.79, -31.71
8077, -0.29, -0.09, 1.06, -92.12, -40.25, -57.61
8078, -0.09, -0.25, 0.99, -74.13, -36.26, -85.19
8079, -0.01, -0.29, 0.88, -27.37, -43.19, -69.72
8080, 0.01, -0.20, 0.87, -11.69, -28.35, -47.46
8081, -0.02, -0.17, 0.87, -23.87, -4.55, -30.59
8082, -0.07, -0.26, 0.75, -1.68, -3.01, -39.48
8083, -0.18, -0.35, 0.81, 25.48, -18.62, -45.29
8084, -0.13, -0.36, 0.90, 53.55, 4.48, -43.05
8085, -0.06, -0.31, 1.16, 49.91, 33.39, -36.12
8086, -0.01, -0.32, 1.12, 6.65, 86.31, 10.85
8087, -0.22, -0.40, 1.24, -6.09, 97.86, 43.54
8088, -0.30, -0.54, 1.12, 37.52, 42.42, 72.03
8089, -0.47, -0.35, 0.83, 103.88, 26.32, 112.35
8090, -0.36, -0.33, 0.76, 159.53, 44.24, 132.51
8091, -0.15, -0.22, 1.02, 79.87, 52.57, 128.59
8092, -0.30, 0.09, 1.04, 27.23, 85.54, 143.50
8093, -0.41, 0.19, 0.92, 3.29, 40.81, 132.23
8094, -0.34, 0.13, 0.86, -15.68, -13.23, 109.06
8095, -0.24, 0.07, 0.91, -19.39, -25.41, 104.51
8096, -0.23, 0.05, 0.79, -26.95, -15.40, 105.91
8097, -0.29, -0.01, 0.86, -10.85, -46.06, 113.40
8098, -0.33, 0.14, 0.87, -8.26, -63.63, 93.87
8099, -0.31, 0.26, 1.15, -11.20, -45.85, 55.44
8100, -0.24, 0.30, 1.08, -60.06, 7.00, 3.50
8101, -0.29, 0.07, 1.19, -99.96, 81.55, -12.04
8102, -0.68, 0.02, 1.22, -101.92, 59.15, -12.81
8103, -0.73, -0.07, 0.91, -76.79, -63.56, -35.70
8104, -0.47, -0.05, 0.71, -79.17, -95.97, -64.26
8105, -0.31, 0.03, 0.99, -98.49, -42.98, -86.17
8106, -0.10, -0.24, 1.04, -108.50, -28.77, -140.21
8107, -0.14, -0.18, 0.85, -8.82, -20.65, -110.60
8108, 0.06, -0.28, 0.90, -20.58, -67.20, -128.87
8109, 0.11, -0.27, 0.97, 4.69, -25.55, -114.52
8110, -0.19, -0.26, 0.82, -16.10, 65.45, -91.35
8111, -0.43, -0.26, 0.72, -4.55, 55.16, -121.38
8112, -0.31, -0.32, 0.72, 28.00, -49.42, -97.79
8113, 0.06, -0.45, 1.24, 75.60, -105.98, -39.41
8114, 0.27, -0.38, 1.08, 13.44, -2.38, -2.31
8115, -0.05, -0.34, 1.32, -10.01, 78.96, 56.14
8116, -0.14, -0.68, 1.12, 51.73, 17.29, 70.70
8117, -0.37, -0.48, 0.85, 131.81, 13.79, 106.68
8118, -0.06, -0.32, 0.91, 73.50, 48.72, 115.50
8119, -0.04, -0.18, 1.05, 61.74, 105.63, 166.18
8120, -0.19, 0.06, 0.95, 37.80, 87.92, 184.52
8121, -0.34, 0.16, 0.79, 11.41, 12.67, 170.24
8122, -0.22, 0.02, 0.90, -11.41, -33.95, 128.94
8123, -0.16, -0.01, 0.80, -11.20, -14.35, 130.20
8124, -0.21, -0.03, 0.86, 19.53, -44.17, 139.30
8125, -0.31, 0.22, 0.98, 29.47, -55.58, 112.56
8126, -0.24, 0.33, 1.11, -7.00, -26.39, 61.81
8127, -0.20, 0.27, 1.13, -83.23, 23.73, 13.30
8128, -0.24, 0.04, 1.19, -126.63, 90.23, -18.55
8129, -0.57, -0.10, 1.29, -119.14, 50.12, -47.04
8130, -0.58, -0.21, 0.74, -102.83, -55.37, -56.84
8131, -0.51, -0.24, 0.81, -127.33, -105.49, -45.08
8132, -0.31, -0.07, 1.02, -94.71, -45.22, -49.21
8133, -0.13, -0.19, 0.94, -91.84, -44.66, -113.75
8134, -0.06, -0.30, 0.88, -56.42, -55.65, -126.07
8135, 0.03, -0.33, 0.80, -43.12, -50.89, -94.15
8136, 0.09, -0.34, 0.75, -51.17, -37.31, -64.19
8137, -0.02, -0.36, 0.78, -14.91, -23.59, -58.52
8138, -0.18, -0.43, 0.91, 31.71, -34.44, -89.46
8139, -0.10, -0.38, 1.13, 82.95, -49.00, -89.74
8140, 0.15, -0.23, 1.29, 57.26, 13.37, -26.81
8141, 0.30, -0.26, 1.04, -35.98, 86.66, 50.82
8142, 0.08, -0.34, 1.03, -50.68, 112.49, 98.63
8143, -0.23, -0.58, 1.06, -20.65, 78.26, 96.81
8144, -0.34, -0.85, 0.94, 156.38, 45.78, 99.68
8145, -0.13, -0.66, 0.82, 179.90, 35.14, 127.47
8146, -0.23, -0.30, 1.08, 141.33, 105.63, 164.29
8147, -0.29, -0.02, 0.91, 62.30, 97.72, 171.85
8148, -0.32, 0.01, 0.77, 21.21, 46.34, 159.53
8149, -0.27, -0.02, 0.80, 31.78, -8.54, 160.86
8150, -0.28, -0.06, 0.76, 42.77, -17.78, 183.33
8151, -0.39, -0.01, 0.84, 59.08, -46.90, 187.39
8152, -0.46, 0.16, 0.93, 29.68, -69.30, 130.41
8153, -0.37, 0.38, 1.09, -3.22, -77.63, 40.60
8154, -0.09, 0.30, 1.13, -59.15, -39.34, -31.36
8155, 0.04, 0.18, 1.05, -88.69, 42.91, -40.11
8156, -0.14, -0.01, 1.07, -101.22, 97.16, -47.74
8157, -0.54, -0.06, 1.08, -75.04, 47.46, -40.32
8158, -0.72, -0.06, 0.82, -88.34, -73.57, -13.72
8159, -0.55, 0.11, 1.04, -75.88, -81.69, -30.80
8160, -0.15, 0.08, 0.97, -119.35, -66.08, -111.93
8161, -0.03, -0.18, 0.95, -115.64, -61.60, -144.41
8162, 0.06, -0.33, 0.82, -78.05, -53.06, -123.34
8163, 0.02, -0.39, 0.66, -35.35, -40.81, -105.21
8164, -0.21, -0.52, 0.80, 12.81, -45.29, -106.47
8165, -0.15, -0.51, 0.79, 74.83, -16.73, -77.28
8166, 0.07, -0.40, 1.36, 99.26, 23.31, -42.14
8167, 0.17, -0.24, 1.16, 29.75, 121.66, 23.24
8168, -0.09, -0.24, 1.29, -14.98, 151.83, 65.38
8169, -0.29, -0.47, 1.17, 44.87, 93.03, 86.59
8170, -0.50, -0.42, 0.77, 141.61, 35.77, 112.14
8171, -0.25, -0.35, 0.81, 128.45, 57.54, 120.96
8172, -0.24, -0.11, 0.99, 47.04, 99.05, 127.33
8173, -0.37, 0.08, 0.91, 23.24, 99.26, 145.18
8174, -0.41, 0.16, 0.82, 3.01, 44.45, 124.53
8175, -0.32, 0.11, 0.82, -23.31, -11.48, 99.12
8176, -0.23, 0.12, 0.83, -30.94, -29.40, 82.32
8177, -0.26, 0.05, 0.77, -22.05, -33.18, 98.98
8178, -0.30, 0.05, 0.83, -12.53, -75.95, 113.26
8179, -0.33, 0.15, 1.01, 2.59, -71.89, 101.99
8180, -0.33, 0.29, 1.21, -46.20, -20.58, 26.74
8181, -0.31, 0.16, 1.20, -114.87, 43.12, -44.24
8182, -0.59, -0.04, 1.30, -129.57, 46.06, -72.38
8183, -0.68, -0.22, 0.93, -97.23, -59.43, -73.85
8184, -0.52, -0.13, 0.81, -106.40, -102.06, -62.37
8185, -0.37, -0.06, 1.00, -106.47, -46.48, -71.47
8186, -0.20, -0.16, 0.90, -125.65, -33.81, -108.15
8187, -0.08, -0.33, 0.89, -91.35, -37.94, -117.67
8188, 0.04, -0.37, 0.83, -44.73, -34.09, -94.64
8189, 0.08, -0.36, 0.83, -20.16, -6.58, -49.70
8190, 0.03, -0.24, 0.65, 0.00, 10.57, -38.01
8191, -0.10, -0.30, 0.76, 43.89, 11.41, -41.51
8192, -0.08, -0.43, 1.08, 54.46, 11.20, -54.88
8193, 0.01, -0.60, 1.14, 47.88, 49.00, -16.94
8194, -0.20, -0.60, 1.32, 61.39, 99.05, 57.47
8195, -0.28, -0.61, 1.12, 120.33, 71.96, 109.62
8196, -0.52, -0.40, 0.91, 154.00, 45.36, 160.44
8197, -0.34, -0.21, 0.79, 114.94, 76.16, 152.04
8198, -0.32, -0.05, 0.90, 56.35, 95.27, 136.29
8199, -0.38, 0.07, 0.84, 24.01, 81.97, 124.39
8200, -0.39, 0.09, 0.86, -4.27, 23.52, 101.57
8201, -0.28, 0.12, 0.81, -19.32, -19.53, 78.75
8202, -0.24, 0.13, 0.89, -36.54, -32.90, 62.58
8203, -0.20, 0.02, 0.74, -35.35, -49.00, 77.21
8204, -0.27, 0.07, 0.85, -7.63, -67.97, 96.39
8205, -0.28, 0.17, 1.09, -2.52, -53.62, 78.05
8206, -0.35, 0.27, 1.13, -55.93, -7.21, 5.74
8207, -0.39, 0.05, 1.29, -95.76, 54.18, -48.16
8208, -0.71, -0.11, 1.26, -108.71, 17.08, -83.37
8209, -0.70, -0.23, 0.85, -86.10, -92.96, -91.91
8210, -0.47, -0.11, 0.88, -130.97, -102.27, -72.38
8211, -0.23, -0.23, 0.94, -126.00, -43.96, -100.24
8212, -0.08, -0.34, 0.91, -108.71, -36.89, -138.32
8213, 0.00, -0.44, 0.91, -49.98, -28.21, -122.36
8214, 0.05, -0.38, 0.86, 3.78, -7.07, -83.93
8215, 0.05, -0.29, 0.82, 7.35, 19.95, -38.92
8216, -0.01, -0.25, 0.59, 24.36, 15.61, -41.16
8217, -0.18, -0.28, 0.75, 51.66, -10.36, -70.07
8218, -0.09, -0.38, 1.16, 71.19, 9.59, -75.95
8219, 0.08, -0.50, 1.19, 49.49, 78.47, -19.81
8220, -0.09, -0.46, 1.36, 28.98, 129.15, 37.52
8221, -0.33, -0.57, 1.22, 112.14, 93.73, 91.00
8222, -0.51, -0.40, 0.85, 170.45, 26.74, 120.12
8223, -0.31, -0.21, 0.88, 145.95, 66.78, 122.43
8224, -0.27, 0.01, 0.92, 88.69, 112.91, 113.19
8225, -0.28, 0.15, 0.82, 18.55, 112.84, 95.13
8226, -0.39, 0.16, 0.82, -15.05, 53.13, 76.86
