t,ax,ay,az,gx,gy,gz
26471, 0.91, -0.80, 0.73, 92.75, 25.83, 50.47
26472, -0.06, -0.57, 0.63, 47.67, 37.80, 106.68
26473, 0.81, -0.59, -0.52, 60.41, 144.62, 4.97
26474, -0.06, -0.92, 1.37, 56.35, -119.07, 113.40
26475, 0.29, -0.54, 0.17, -44.52, -32.20, 89.46
26476, 0.29, -0.91, 0.74, 22.47, -47.25, 78.47
26477, 0.56, -0.38, 0.52, 24.92, 31.08, 72.38
26478, 0.38, -0.51, 0.86, -106.75, 57.61, 59.01
26479, 0.37, -1.12, 0.72, -68.25, 53.41, 27.58
26480, 0.30, -1.07, 0.55, -13.72, 91.63, 6.93
26481, 0.18, -1.02, 0.55, -1.33, 68.74, -15.33
26482, -0.01, -0.84, 0.61, 13.44, 18.20, -57.40
26483, 0.15, -0.82, 0.71, -22.05, 3.29, -94.92
26484, 0.48, -1.11, 0.55, -53.34, 67.27, -93.24
26485, 0.30, -1.04, 0.37, 14.56, 55.65, -79.10
26486, 0.26, -0.81, 0.45, 52.78, 44.94, -72.17
26487, 0.22, -0.63, 0.49, 45.01, 36.96, -67.83
26488, 0.17, -0.55, 0.55, 14.42, 8.47, -83.02
26489, 0.07, -0.50, 0.51, 8.26, -31.08, -110.32
26490, 0.08, -0.61, 0.39, -20.51, -89.74, -101.43
26491, 0.23, -0.78, 0.51, -60.34, -125.65, -79.73
26492, 0.47, -0.88, 0.55, -71.75, -86.17, -35.84
26493, 0.51, -0.81, 0.58, -79.31, -30.38, 2.45
26494, 0.65, -0.77, 0.37, -24.29, 1.68, 6.23
26495, 0.65, -0.84, 0.43, -24.15, 13.86, -2.03
26496, 0.55, -0.79, 0.38, -51.17, 32.27, 5.32
26497, 0.44, -0.98, 0.48, -25.83, 18.55, -17.78
26498, 0.59, -0.94, 0.26, -35.28, -13.51, -21.91
26499, 0.56, -0.92, 0.47, 30.45, -11.83, -10.92
26500, 0.50, -0.70, 0.51, 25.83, -15.47, -10.01
26501, 0.47, -0.64, 0.35, 15.33, -53.27, -24.50
26502, 0.57, -0.97, 0.26, -48.65, -64.61, -31.57
26503, 0.56, -1.01, 0.24, 14.21, 6.65, 38.99
26504, 0.63, -0.83, 0.24, 72.87, -26.32, 45.08
26505, 0.53, -0.60, 0.57, 93.52, -7.77, 58.80
26506, 0.62, -0.56, 0.49, 56.63, 13.58, 52.78
26507, 0.63, -0.63, 0.41, 44.73, 27.37, 59.57
26508, 0.59, -0.67, 0.49, 53.69, 16.03, 70.21
26509, 0.32, -0.41, 0.51, 92.68, 29.33, 71.47
26510, 0.38, -0.68, 0.53, -10.15, -29.68, 39.20
26511, 0.35, -0.87, 0.43, -15.05, 1.54, 49.35
26512, 0.30, -0.80, 0.29, 5.67, 9.59, 86.94
26513, 0.32, -0.65, 0.64, 25.20, -6.37, 76.30
26514, 0.53, -0.71, 0.65, -31.92, 5.88, 53.27
26515, 0.24, -1.01, 0.79, -43.47, 25.06, -12.25
26516, 0.07, -0.83, 0.56, -8.89, 11.06, -8.12
26517, 0.31, -0.99, 0.54, -38.50, -17.22, -39.34
26518, 0.47, -0.93, 0.45, -22.26, -28.70, -48.51
26519, 0.49, -1.08, 0.46, -23.45, -5.25, -49.77
26520, 0.42, -0.94, 0.34, 4.90, 16.52, -23.38
26521, 0.38, -0.80, 0.51, 18.97, 6.65, -44.38
26522, 0.34, -0.64, 0.60, 41.44, 25.69, -46.83
26523, 0.36, -0.47, 0.42, 48.09, 19.67, -48.65
