t,ax,ay,az,gx,gy,gz
36804, 0.42, -0.83, 0.64, 35.56, 29.19, -35.63
36805, 0.36, -0.55, 0.63, 46.55, 49.14, -15.26
36806, 0.31, -0.40, 0.53, 12.25, 35.49, -23.94
36807, 0.35, -0.36, 0.60, -37.66, -27.30, -55.79
36808, 0.36, -0.41, 0.80, -48.02, -31.78, -55.16
36809, 0.38, -0.48, 0.74, -63.63, -22.26, -60.90
36810, 0.32, -0.66, 0.37, -81.34, -11.90, -61.67
36811, 0.19, -0.88, 0.39, -80.43, -48.02, -34.16
36812, 0.49, -1.04, 0.48, -10.71, -38.85, 8.19
36813, 0.60, -0.97, 0.54, 20.02, 5.04, 33.39
36814, 0.49, -0.91, 0.64, 56.14, 41.86, 52.71
36815, 0.61, -0.89, 0.38, -40.88, 46.76, 7.77
36816, 0.44, -1.06, 0.61, -43.89, 55.09, -0.14
36817, 0.33, -1.03, 0.36, 4.41, 11.34, 22.19
36818, 0.32, -0.88, 0.55, 70.77, -36.19, 26.95
36819, 0.30, -0.66, 0.54, 39.90, -48.79, 5.88
36820, 0.33, -0.77, 0.46, 47.74, -68.18, 8.47
36821, 0.39, -0.75, 0.49, 20.86, -73.08, 19.04
36822, 0.41, -0.75, 0.52, 0.98, -56.42, 30.17
36823, 0.47, -0.72, 0.49, 5.04, -34.30, 45.36
36824, 0.46, -0.71, 0.43, 1.33, -25.76, 51.94
36825, 0.46, -0.69, 0.39, 4.13, -19.67, 57.61
36826, 0.46, -0.68, 0.39, 24.29, -10.78, 69.16
36827, 0.52, -0.65, 0.48, 37.73, -15.47, 73.50
36828, 0.49, -0.60, 0.51, 40.67, -16.59, 77.35
36829, 0.40, -0.61, 0.55, 39.48, -9.87, 69.16
36830, 0.31, -0.65, 0.48, 43.47, 8.19, 68.18
36831, 0.24, -0.67, 0.57, 29.54, 23.10, 65.38
36832, 0.25, -0.63, 0.59, -2.38, 9.45, 70.49
36833, 0.22, -0.71, 0.64, -59.99, -8.75, 48.09
36834, -0.03, -1.09, 0.70, -79.10, -2.59, 23.87
36835, -0.09, -1.14, 0.42, -27.72, -72.03, 36.19
36836, 0.03, -1.10, 0.49, -1.68, -87.29, 45.36
36837, 0.14, -0.98, 0.65, -22.54, -75.74, 37.59
36838, 0.26, -1.00, 0.47, -12.60, -53.27, 10.22
36839, 0.23, -0.94, 0.44, 36.33, -53.62, 8.54
36840, 0.25, -0.85, 0.52, 39.27, -43.82, 2.59
36841, 0.19, -0.79, 0.54, 48.30, -3.29, 10.01
36842, 0.29, -0.79, 0.57, 27.65, -9.03, -8.12
36843, 0.24, -0.70, 0.55, 28.28, -23.59, -24.85
36844, 0.22, -0.62, 0.56, 20.58, -28.98, -26.39
36845, 0.24, -0.57, 0.59, -17.85, -40.18, -26.67
36846, 0.34, -0.58, 0.52, -49.14, -46.20, -35.49
36847, 0.54, -0.59, 0.50, -65.17, -44.87, -56.21
36848, 0.61, -0.69, 0.55, -56.00, -22.82, -63.35
36849, 0.55, -0.74, 0.61, -35.21, 13.79, -70.84
36850, 0.40, -0.79, 0.42, -45.08, 35.35, -68.95
36851, 0.23, -0.90, 0.49, -43.05, -0.35, -55.86
36852, 0.39, -0.86, 0.48, 6.93, 7.21, -32.06
36853, 0.47, -0.91, 0.33, 11.27, 27.37, -7.21
36854, 0.35, -1.00, 0.55, 49.21, 42.49, 34.72
36855, 0.48, -0.96, 0.36, -32.41, 18.55, 1.26
36856, 0.47, -1.08, 0.36, -67.76, 39.55, -4.48
