t,ax,ay,az,gx,gy,gz
8823, -0.09, -0.24, 0.89, -9.17, 0.42, -75.88
8824, -0.06, -0.22, 0.94, -20.86, -17.71, -86.94
8825, 0.11, -0.39, 0.87, -66.99, -27.65, -71.40
8826, 0.18, -0.55, 0.93, -59.92, -0.77, -50.96
8827, 0.16, -0.80, 1.00, -42.07, 28.91, -19.25
8828, 0.13, -0.95, 1.09, 64.40, 50.82, -1.47
8829, -0.01, -0.62, 0.98, 102.13, 67.97, 34.58
8830, -0.12, -0.39, 0.98, 95.13, 59.36, 50.54
8831, -0.12, -0.32, 0.84, 99.26, 33.88, 54.04
8832, -0.13, -0.22, 0.88, 104.65, 34.02, 58.38
8833, -0.10, -0.14, 1.00, 64.96, 27.16, 79.31
8834, -0.15, -0.07, 0.94, 35.07, 12.74, 90.16
8835, -0.08, -0.10, 0.97, 19.11, -15.89, 87.15
8836, 0.02, -0.06, 1.00, 4.13, -14.91, 83.09
8837, 0.09, -0.10, 1.03, -4.41, 0.63, 77.35
8838, 0.02, -0.11, 0.93, 3.50, 6.30, 89.81
8839, -0.09, -0.17, 0.91, 3.71, -7.35, 91.63
8840, -0.13, -0.10, 0.95, 15.12, -8.61, 79.87
8841, -0.08, -0.06, 0.93, 7.77, -0.77, 35.91
8842, -0.13, 0.02, 1.05, -9.31, 20.30, 49.35
8843, -0.19, -0.02, 1.02, -52.71, 39.20, 26.25
8844, -0.24, -0.25, 1.35, -75.04, 74.90, -0.56
8845, -0.50, -0.25, 1.17, -39.90, 19.18, -15.33
8846, -0.51, -0.13, 1.03, -38.92, -23.31, -39.13
8847, -0.31, -0.28, 0.87, -56.42, -71.40, -62.30
8848, -0.24, -0.27, 0.94, -59.85, -71.61, -53.20
8849, -0.11, -0.32, 1.06, -49.21, -33.67, -57.61
8850, -0.05, -0.35, 0.93, -44.24, -14.70, -64.68
8851, -0.02, -0.32, 0.93, -18.34, -38.78, -66.99
8852, 0.06, -0.23, 0.92, -11.83, -33.53, -61.88
8853, 0.08, -0.19, 0.95, -20.37, -3.71, -59.71
8854, 0.01, -0.17, 0.77, -10.15, 23.17, -68.39
8855, -0.15, -0.36, 0.87, -4.06, -22.19, -95.13
8856, -0.14, -0.39, 0.90, 14.21, -33.67, -77.07
8857, -0.01, -0.41, 0.98, 22.05, -12.46, -45.92
8858, 0.07, -0.35, 1.07, -7.42, 35.21, -13.44
8859, 0.09, -0.41, 1.00, -59.99, 67.06, 19.46
8860, -0.01, -0.65, 1.20, -14.21, 80.43, 25.20
8861, -0.24, -0.74, 0.97, 62.44, 31.29, 31.85
8862, -0.36, -0.60, 1.00, 97.65, 5.46, 66.78
8863, -0.16, -0.50, 0.76, 97.93, 3.15, 83.30
8864, -0.10, -0.36, 0.84, 106.40, 25.48, 95.20
8865, -0.12, -0.14, 1.00, 67.13, 16.03, 96.67
8866, -0.14, -0.09, 1.02, 22.33, 4.76, 87.36
8867, -0.09, -0.07, 0.93, 4.06, -23.38, 79.80
8868, -0.02, -0.08, 0.93, -6.30, -28.42, 81.27
8869, -0.00, -0.13, 0.95, -3.99, -18.83, 89.67
8870, -0.09, -0.23, 0.91, 10.78, -21.91, 103.67
8871, -0.16, -0.15, 0.94, 31.78, -24.36, 113.40
8872, -0.12, -0.05, 0.98, 13.16, -30.45, 88.69
8873, -0.11, 0.05, 1.08, -0.84, 2.38, 75.53
8874, -0.13, -0.03, 1.06, -50.33, 37.94, 42.98
8875, -0.13, -0.16, 1.12, -67.62, 76.23, 15.89
8876, -0.46, -0.27, 1.14, -53.83, 61.25, -2.52
8877, -0.47, -0.18, 1.03, -53.41, 3.64, -30.66
8878, -0.42, -0.21, 0.98, -57.96, -45.85, -58.59
8879, -0.27, -0.23, 0.87, -67.76, -84.56, -68.18
8880, -0.14, -0.32, 0.94, -65.73, -65.17, -68.60
8881, -0.06, -0.35, 0.99, -38.29, -32.41, -81.90
8882, -0.03, -0.33, 0.93, -25.20, -30.31, -86.10
8883, 0.04, -0.30, 0.94, -20.65, -32.13, -83.37
8884, 0.13, -0.27, 0.97, -24.43, -15.89, -70.49
8885, 0.17, -0.25, 0.95, -27.23, 19.60, -67.27
8886, 0.05, -0.25, 0.85, -3.43, 29.54, -90.23
8887, -0.09, -0.36, 0.84, -6.79, -2.10, -92.96
8888, -0.03, -0.43, 0.85, 13.58, 9.38, -60.41
8889, 0.08, -0.51, 1.02, 4.90, 24.71, -49.28
8890, 0.11, -0.51, 1.01, -17.99, 63.21, -14.63
8891, 0.03, -0.62, 1.15, -2.17, 86.38, 7.84
8892, -0.13, -0.70, 1.08, 81.48, 54.39, 30.38
8893, -0.23, -0.57, 0.99, 94.08, 12.39, 43.26
8894, -0.24, -0.37, 0.93, 119.14, 36.26, 85.89
8895, -0.16, -0.27, 0.77, 127.96, 45.01, 86.03
8896, -0.08, -0.20, 0.98, 84.70, 35.63, 70.63
8897, -0.11, -0.06, 0.99, 53.41, 53.06, 72.59
8898, -0.17, -0.00, 0.97, 24.22, 22.19, 73.22
8899, -0.08, 0.03, 0.94, 4.41, -8.47, 65.03
8900, 0.02, -0.03, 1.02, -4.90, 2.45, 62.65
8901, -0.07, -0.06, 0.89, 4.76, 17.92, 84.42
8902, -0.24, -0.09, 0.90, 9.10, 0.70, 96.04
8903, -0.28, -0.01, 0.91, -7.21, -23.10, 80.92
8904, -0.25, 0.02, 1.00, -14.00, -23.31, 61.18
8905, -0.19, 0.03, 1.11, -64.05, 15.75, 18.06
8906, -0.24, -0.12, 1.22, -86.80, 86.52, -11.20
8907, -0.49, -0.20, 1.19, -71.61, 51.03, -24.01
8908, -0.53, -0.18, 0.99, -63.42, -15.26, -56.35
8909, -0.44, -0.25, 0.77, -73.64, -77.28, -81.83
8910, -0.35, -0.20, 0.92, -75.67, -79.87, -77.91
8911, -0.21, -0.23, 1.05, -87.50, -42.56, -91.91
8912, -0.07, -0.32, 0.94, -64.82, -40.18, -105.56
8913, 0.04, -0.36, 0.92, -29.61, -37.10, -87.78
8914, 0.09, -0.28, 0.89, -12.25, -28.42, -70.84
8915, 0.10, -0.24, 0.86, -2.24, 9.10, -65.59
8916, -0.05, -0.29, 0.76, 3.01, -1.61, -72.17
8917, -0.12, -0.43, 0.89, 27.79, -12.46, -73.01
8918, -0.01, -0.44, 0.99, 54.11, -12.53, -55.30
8919, 0.08, -0.45, 1.14, 36.40, 32.41, -26.25
8920, 0.06, -0.43, 1.10, -0.98, 87.01, 26.53
8921, -0.11, -0.61, 1.26, 44.45, 79.38, 38.08
8922, -0.34, -0.53, 1.01, 102.97, 30.87, 68.11
8923, -0.37, -0.36, 0.92, 131.53, 24.43, 101.85
8924, -0.15, -0.30, 0.81, 110.25, 43.89, 91.98
8925, -0.13, -0.20, 0.96, 61.32, 55.93, 78.26
8926, -0.20, -0.06, 0.94, 42.07, 71.33, 84.49
8927, -0.23, -0.12, 0.90, 21.84, 36.54, 82.11
8928, -0.16, 0.03, 0.89, -1.68, -5.18, 64.61
8929, -0.08, 0.01, 0.93, -16.52, -11.55, 56.84
8930, -0.10, -0.01, 0.85, -8.68, -6.16, 68.18
8931, -0.20, -0.11, 0.84, 14.91, -18.48, 89.25
8932, -0.29, 0.01, 0.90, 7.56, -44.59, 86.66
8933, -0.27, 0.10, 1.11, -12.11, -33.04, 61.32
8934, -0.24, 0.12, 1.11, -76.30, 18.83, 8.75
8935, -0.39, -0.11, 1.27, -98.91, 81.27, -24.01
8936, -0.58, -0.17, 1.18, -86.94, 17.36, -50.75
8937, -0.50, -0.30, 0.90, -83.58, -58.66, -80.78
8938, -0.43, -0.25, 0.82, -83.51, -85.68, -73.92
8939, -0.34, -0.28, 1.02, -85.26, -58.80, -73.78
8940, -0.15, -0.30, 0.93, -72.87, -32.34, -93.73
8941, -0.09, -0.38, 0.92, -40.88, -33.46, -96.18
8942, 0.03, -0.32, 0.90, -16.94, -29.75, -84.35
8943, 0.10, -0.26, 0.92, -13.37, -4.20, -63.77
8944, 0.11, -0.24, 0.89, -12.18, 22.54, -48.16
8945, 0.04, -0.25, 0.75, 4.48, 26.81, -55.37
8946, -0.09, -0.31, 0.88, 21.91, 10.78, -58.24
8947, -0.05, -0.40, 0.87, 32.48, 13.58, -66.92
8948, -0.03, -0.49, 1.09, 31.22, 35.98, -46.20
8949, -0.10, -0.52, 1.11, 9.52, 75.32, 5.53
8950, -0.22, -0.68, 1.20, 46.83, 58.73, 24.36
8951, -0.29, -0.59, 1.04, 108.57, 15.75, 64.61
8952, -0.41, -0.37, 0.90, 137.48, 9.31, 110.39
8953, -0.22, -0.33, 0.78, 125.09, 26.95, 96.88
8954, -0.18, -0.21, 0.99, 73.08, 38.08, 79.73
8955, -0.24, -0.05, 0.97, 38.15, 52.15, 81.48
8956, -0.27, 0.02, 0.92, 15.61, 21.28, 74.20
8957, -0.18, 0.04, 0.91, -7.56, -19.18, 60.06
8958, -0.03, 0.02, 0.94, -21.98, -1.61, 53.97
