t,ax,ay,az,gx,gy,gz
4829, 0.14, -0.51, 0.84, -101.15, -17.99, -208.88
4830, 0.11, -0.66, 0.74, -91.91, -34.37, -178.22
4831, 0.18, -0.73, 0.76, -30.80, -33.95, -109.97
4832, 0.34, -0.64, 0.97, 12.81, -50.96, -57.33
4833, 0.74, -0.60, 0.89, 45.22, 17.29, -30.38
4834, 0.51, -0.50, 0.91, 35.63, 108.64, 2.38
4835, 0.22, -0.52, 0.97, 28.56, 161.84, 8.05
4836, -0.00, -0.64, 0.98, 103.25, 93.17, -14.56
4837, -0.31, -0.44, 1.14, 137.83, 65.24, 31.57
4838, -0.17, -0.23, 0.80, 83.30, 61.60, 42.56
4839, -0.13, -0.16, 0.85, 82.67, 34.58, 53.83
4840, -0.10, -0.20, 0.97, 43.96, 4.83, 65.73
4841, -0.06, -0.03, 0.92, 21.14, -4.34, 90.44
4842, -0.03, 0.08, 0.94, 3.78, -10.36, 81.97
4843, 0.07, -0.05, 1.03, -42.77, -37.87, 59.01
4844, 0.17, -0.28, 0.86, -34.16, -24.50, 62.58
4845, 0.00, -0.32, 0.75, 3.15, -17.57, 87.57
4846, -0.04, -0.18, 0.95, 5.04, -26.81, 88.41
4847, 0.07, -0.10, 0.94, 9.17, -17.43, 66.36
4848, 0.12, -0.17, 1.06, -46.55, 13.37, 7.91
4849, 0.15, -0.25, 1.23, -68.39, 75.11, -22.96
4850, -0.45, -0.32, 1.44, -13.65, 112.56, -13.37
4851, -0.58, -0.19, 1.03, -63.84, 27.72, -20.86
4852, -0.48, -0.04, 0.55, -72.80, -20.02, -24.01
4853, -0.19, -0.09, 1.12, -38.01, -44.03, -129.78
4854, 0.36, -0.59, 1.18, -103.18, -38.99, -210.56
4855, 0.51, -0.93, 1.13, 0.14, 53.55, -191.66
4856, 0.24, -0.82, 0.44, 66.78, 79.80, -103.04
4857, -0.93, -0.11, 0.38, 201.95, 85.61, 174.65
4858, -1.11, 1.44, 0.55, 79.10, 0.07, 276.57
4859, -0.62, 0.64, -0.05, -238.49, -109.34, 29.89
4860, 0.81, -1.70, 1.34, -376.95, -353.57, -449.26
4861, 2.02, -1.46, 1.13, 16.03, -152.60, -594.09
4862, 0.43, -1.80, 0.89, 397.11, 160.58, -47.46
4863, -1.96, 0.64, 1.30, 71.61, 384.09, 517.37
4864, -0.83, 1.38, 0.79, -306.46, 3.64, 323.05
4865, 0.26, -0.86, 0.55, -380.17, -184.03, -250.67
4866, 2.48, -2.14, 0.15, -339.01, -281.82, -609.84
4867, -0.24, -2.05, 1.75, 712.32, 310.17, -290.29
4868, -0.75, 1.15, 0.71, 324.24, 782.04, 615.16
4869, -1.31, 2.99, -0.58, -300.44, 155.61, 618.31
4870, -0.03, -0.60, 1.06, -509.32, -308.91, -327.81
4871, 4.48, -0.99, 0.01, -297.64, -124.46, -853.65
4872, -0.64, -2.75, 0.26, 765.87, 593.53, 16.31
4873, -2.10, 0.76, 2.55, 238.63, 574.84, 959.98
4874, -2.45, 2.70, 1.23, -198.24, -227.15, 652.68
4875, 0.47, -0.61, 0.04, -532.98, -372.75, -439.39
4876, 2.78, -1.12, 0.32, -364.49, 98.70, -1105.37
4877, -0.26, -1.99, 0.49, 211.54, 304.36, 223.09
4878, -1.16, 0.62, 2.75, 339.85, 273.00, 803.95
4879, -0.59, 1.01, -0.11, -90.79, -137.76, 388.78
4880, -0.19, -1.84, 1.62, -258.79, -356.44, -372.61
4881, 2.67, -0.77, 0.75, -45.64, 86.03, -591.85
4882, -0.57, -1.51, 1.03, 252.70, 223.79, 159.18
4883, -0.75, 0.07, 0.49, 158.27, -20.93, 384.51
4884, -0.46, 0.97, 0.67, 215.04, -165.69, 220.22
4885, 0.01, 0.60, 0.86, -25.34, -138.25, 66.85
4886, 0.27, 0.16, 1.15, -134.61, -53.83, -70.00
4887, 0.30, -0.27, 0.91, -67.48, -40.60, -142.87
4888, 0.09, -0.22, 0.92, -0.84, -106.40, -137.13
4889, 0.07, -0.08, 1.11, -3.85, -173.32, -123.97
4890, 0.30, -0.18, 1.02, -111.16, -101.08, -90.79
4891, 0.48, 0.08, 0.85, -81.90, -39.06, -45.57
4892, 0.41, -0.44, 0.88, -116.69, -55.30, -71.96
4893, 0.37, -0.82, 1.43, 9.59, -4.20, -51.59
4894, 0.39, -1.02, 1.07, 31.92, 12.74, -27.23
4895, 0.29, -0.74, 0.73, 80.64, 47.67, 82.25
4896, 0.37, -0.23, 0.88, 154.49, 73.29, 142.31
4897, 0.13, 0.09, 0.96, 53.90, 37.03, 92.40
4898, 0.36, -0.13, 0.99, -22.12, -7.14, 33.11
4899, 0.36, -0.18, 0.97, -14.63, 17.36, 71.05
4900, 0.26, -0.14, 0.90, -26.60, 6.58, 87.71
4901, 0.25, -0.27, 0.94, -10.85, 10.50, 95.20
4902, 0.22, -0.38, 0.87, 25.34, 2.80, 114.73
4903, 0.16, -0.37, 0.79, 45.50, 5.88, 143.29
4904, 0.32, -0.38, 0.91, 66.85, -3.22, 159.53
4905, 0.22, 0.03, 1.04, 86.24, 80.57, 169.26
4906, -0.01, 0.15, 1.07, -0.98, 81.62, 101.92
4907, 0.05, -0.06, 1.04, -42.14, 114.38, 28.77
4908, -0.37, -0.31, 1.06, -57.96, 73.01, 21.49
4909, -0.38, -0.29, 0.97, -85.40, -9.87, 9.31
4910, -0.19, -0.45, 0.99, -58.10, -52.15, -23.24
