t,ax,ay,az,gx,gy,gz
9526, -0.45, -0.31, -0.60, -16.94, -74.55, 35.98
9527, -0.52, -0.33, -0.54, -15.54, -38.36, 61.11
9528, -0.68, -0.15, -0.72, -6.86, 29.61, 65.73
9529, -0.66, -0.01, -1.00, 21.28, 11.20, 31.99
9530, -1.03, 0.01, -0.82, 40.11, 1.68, 122.22
9531, -0.72, -0.13, -0.64, 103.39, 0.00, 122.85
9532, -0.71, -0.01, -0.88, 76.93, 60.27, 102.06
9533, -0.48, 0.22, -0.90, 47.95, -19.39, 37.52
9534, -0.68, 0.04, -0.81, 40.95, -9.52, -4.83
9535, -0.56, -0.15, -1.14, 6.16, -55.30, -15.68
9536, -0.52, -0.43, -0.79, -20.16, -170.66, 2.45
9537, -0.84, -0.34, -0.44, -23.94, -138.74, 18.06
9538, -0.80, -0.14, -0.44, -16.17, -68.25, 49.28
9539, -0.88, 0.09, -0.83, -8.19, -91.98, 19.46
9540, -0.32, 0.04, -0.75, -47.25, -273.21, 21.56
9541, -0.81, 0.28, -0.34, -30.59, -370.37, 2.03
9542, -1.27, 0.34, -0.06, 41.79, -105.98, 19.53
9543, -1.33, 0.45, -0.36, 95.06, 88.69, -51.87
9544, -1.12, 0.17, -0.65, 88.69, 21.77, -65.38
9545, -0.75, 0.01, -0.26, 59.01, -93.66, -70.98
9546, -1.20, 0.06, 0.04, 42.00, 14.91, -79.87
9547, -0.85, -0.15, -0.10, 45.22, 143.71, -68.60
9548, -0.78, -0.34, -0.63, 13.23, 168.42, -56.42
9549, -0.65, -0.50, -0.63, -0.42, 45.43, -69.93
9550, -0.81, -0.56, -0.51, -25.76, 45.92, -62.30
9551, -0.88, -0.45, -0.59, -46.13, 34.86, -46.13
9552, -0.58, -0.26, -0.71, -83.72, 0.28, -35.14
9553, -0.62, -0.16, -0.61, -83.65, -78.61, -56.35
9554, -0.49, -0.36, -0.47, -88.48, -75.25, -9.59
9555, -0.70, -0.45, -0.44, -80.29, -62.86, 32.97
9556, -0.71, -0.49, -0.32, -68.95, -92.68, 79.73
9557, -0.86, -0.28, -0.11, -70.42, -63.42, 69.65
9558, -1.30, 0.11, -0.32, -58.45, 53.97, 28.00
9559, -1.32, 0.21, -0.29, -44.10, 54.53, -7.00
9560, -1.20, 0.08, -0.26, 10.36, 166.67, 41.09
9561, -1.04, -0.07, -0.45, 55.37, 240.38, 37.24
9562, -0.67, -0.14, -0.70, 52.29, 252.14, 49.07
