t,ax,ay,az,gx,gy,gz
25554, 0.52, -0.54, 0.62, -61.46, -13.30, -84.63
25555, 0.58, -0.65, 0.62, -67.41, 0.63, -74.41
25556, 0.54, -0.69, 0.53, -83.65, 14.28, -60.06
25557, 0.43, -0.77, 0.49, -71.47, 25.97, -63.63
25558, 0.36, -0.86, 0.46, -76.79, -18.13, -52.22
25559, 0.53, -0.76, 0.33, -33.04, -19.18, -34.79
25560, 0.54, -0.86, 0.35, -19.81, 12.04, -0.35
25561, 0.44, -0.88, 0.46, 3.92, 16.73, 30.45
25562, 0.57, -0.92, 0.30, -18.76, 3.29, -13.79
25563, 0.67, -1.04, 0.49, -19.60, 47.60, -15.05
25564, 0.54, -1.09, 0.40, 10.71, 32.83, -5.60
25565, 0.46, -0.95, 0.39, -18.41, 17.57, -3.85
25566, 0.33, -0.80, 0.34, 9.38, -1.54, -4.48
25567, 0.31, -0.75, 0.30, 38.01, -13.93, 9.38
25568, 0.38, -0.78, 0.32, 18.90, -34.09, 11.69
25569, 0.49, -0.76, 0.43, 13.58, -32.20, 23.03
25570, 0.36, -0.52, 0.51, 44.66, -0.07, 45.29
25571, 0.66, -0.75, 0.38, -39.83, -47.53, 21.63
25572, 0.68, -0.92, 0.38, -9.10, -0.77, 43.54
25573, 0.58, -0.76, 0.41, 63.91, -1.61, 75.60
25574, 0.56, -0.61, 0.49, 67.90, -3.43, 80.85
25575, 0.52, -0.56, 0.46, 64.19, -4.55, 81.13
25576, 0.47, -0.65, 0.52, 64.47, 1.26, 75.18
25577, 0.31, -0.70, 0.45, 51.17, 13.51, 73.50
25578, 0.20, -0.71, 0.49, 51.52, -5.46, 97.65
25579, 0.27, -0.59, 0.55, 31.08, -0.84, 110.18
25580, 0.38, -0.65, 0.70, -26.46, -13.23, 68.46
25581, 0.36, -1.03, 0.74, -48.51, 19.53, 12.04
25582, 0.01, -0.94, 0.69, -22.33, 0.07, -16.38
25583, 0.18, -0.93, 0.58, -42.56, -14.00, -37.94
25584, -0.01, -0.99, 0.48, -32.90, -11.20, -52.50
25585, 0.32, -0.94, 0.55, -20.44, -79.52, -68.67
25586, 0.36, -1.00, 0.60, 0.21, -8.96, -47.74
25587, 0.33, -0.90, 0.53, 4.13, 7.84, -33.81
25588, 0.34, -0.73, 0.56, 35.07, 1.96, -44.24
25589, 0.34, -0.64, 0.55, 46.48, 10.36, -45.64
25590, 0.36, -0.47, 0.39, 31.50, -21.35, -62.09
25591, 0.39, -0.54, 0.57, 8.82, -40.60, -65.66
25592, 0.48, -0.59, 0.64, -13.16, -40.74, -56.07
25593, 0.56, -0.64, 0.56, -27.23, -28.35, -29.26
25594, 0.53, -0.59, 0.56, -36.75, -10.92, -31.08
25595, 0.46, -0.63, 0.53, -36.05, -29.75, -48.02
25596, 0.48, -0.75, 0.46, -16.80, -9.80, -30.17
25597, 0.42, -0.85, 0.32, -12.25, -1.54, 10.15
25598, 0.39, -0.96, 0.57, 25.20, -5.60, 42.00
25599, 0.61, -1.00, 0.41, -35.21, -17.36, 1.89
25600, 0.64, -1.19, 0.53, 13.16, 8.68, 3.57
25601, 0.40, -1.13, 0.39, 47.67, -21.84, 26.53
25602, 0.31, -0.82, 0.46, 70.28, -43.33, 41.86
25603, 0.29, -0.65, 0.42, 72.24, -59.36, 30.73
25604, 0.34, -0.72, 0.38, 47.25, -72.59, 31.29
25605, 0.46, -0.77, 0.44, 19.67, -73.22, 38.85
25606, 0.53, -0.75, 0.44, 25.20, -48.86, 57.89
25607, 0.58, -0.70, 0.40, 32.83, -41.30, 73.43
25608, 0.63, -0.67, 0.45, 48.09, -23.73, 78.75
25609, 0.65, -0.64, 0.48, 66.15, -11.20, 83.30
25610, 0.55, -0.59, 0.53, 78.33, -14.70, 88.69
25611, 0.48, -0.57, 0.55, 69.58, -14.28, 78.47
25612, 0.32, -0.64, 0.61, 57.47, 0.35, 65.73
25613, 0.19, -0.59, 0.54, 61.81, 1.68, 83.93
25614, 0.21, -0.52, 0.59, 20.58, 0.21, 97.23
25615, 0.32, -0.58, 0.74, -32.83, 6.58, 84.21
25616, 0.49, -0.87, 0.67, -63.00, 13.65, 53.55
25617, 0.11, -1.05, 0.79, -36.26, 27.09, -7.28
25618, 0.17, -0.91, 0.61, -58.03, -12.04, -27.65
25619, 0.22, -0.99, 0.53, -64.33, -13.93, -41.51
25620, 0.12, -1.05, 0.55, -16.45, -59.57, -51.17
25621, 0.25, -0.86, 0.60, 8.33, -40.88, -53.76
25622, 0.36, -0.88, 0.50, -15.68, 12.25, -50.89
25623, 0.37, -0.81, 0.58, 4.76, 24.64, -41.93
25624, 0.36, -0.70, 0.52, 23.31, 7.49, -55.72
25625, 0.35, -0.59, 0.47, 25.13, 6.16, -51.17
25626, 0.40, -0.54, 0.41, 10.64, -34.30, -67.69
25627, 0.44, -0.56, 0.58, -0.77, -48.51, -62.51
25628, 0.54, -0.60, 0.56, -27.93, -42.56, -44.38
25629, 0.56, -0.60, 0.52, -24.85, -30.17, -24.36
25630, 0.45, -0.59, 0.66, -42.35, -48.86, -50.33
25631, 0.52, -0.67, 0.36, -14.28, -11.34, -44.94
25632, 0.41, -0.86, 0.32, -10.43, -8.40, -14.07
25633, 0.44, -0.99, 0.55, 33.39, -12.67, 24.29
25634, 0.75, -1.18, 0.34, -72.03, -5.95, -17.36
25635, 0.61, -1.36, 0.50, 23.73, 24.43, 5.25
25636, 0.38, -1.12, 0.38, 36.54, -8.61, 47.46
25637, 0.35, -0.77, 0.43, 61.95, -12.60, 49.35
25638, 0.33, -0.73, 0.35, 51.38, -28.70, 42.84
25639, 0.35, -0.71, 0.37, 31.08, -42.07, 43.12
25640, 0.46, -0.74, 0.42, 19.11, -31.78, 50.82
25641, 0.53, -0.72, 0.34, 29.05, -21.56, 64.68
25642, 0.60, -0.70, 0.42, 42.07, -18.62, 72.59
25643, 0.62, -0.68, 0.45, 51.17, -13.86, 85.96
25644, 0.54, -0.59, 0.49, 80.22, -5.04, 93.94
25645, 0.48, -0.52, 0.55, 65.38, -5.39, 90.37
25646, 0.39, -0.69, 0.56, 42.49, 5.25, 80.50
25647, 0.17, -0.66, 0.45, 44.80, 7.07, 102.76
25648, 0.21, -0.65, 0.58, 27.02, 4.55, 102.48
25649, 0.36, -0.69, 0.71, -23.80, -6.72, 59.36
25650, 0.31, -0.95, 0.78, -43.26, 2.03, 20.65
25651, 0.12, -0.92, 0.72, -33.74, 3.78, -28.91
25652, 0.15, -0.85, 0.61, -62.72, -11.76, -42.49
25653, 0.14, -0.93, 0.51, -70.84, -20.30, -63.98
25654, 0.25, -1.00, 0.49, -41.72, -68.46, -91.14
25655, 0.26, -0.97, 0.56, -7.98, -35.98, -69.09
25656, 0.32, -0.91, 0.53, -15.75, 12.95, -46.20
25657, 0.36, -0.76, 0.51, 12.74, 5.53, -59.15
25658, 0.40, -0.72, 0.53, 27.72, -2.03, -69.65
25659, 0.41, -0.66, 0.48, 24.29, 7.49, -53.06
25660, 0.47, -0.54, 0.43, 13.72, -34.44, -71.26
25661, 0.48, -0.59, 0.62, -10.50, -47.18, -65.10
25662, 0.59, -0.61, 0.51, -41.02, -39.76, -39.48
25663, 0.53, -0.63, 0.69, -41.79, -57.12, -33.39
25664, 0.60, -0.52, 0.43, -40.46, -3.99, -37.31
25665, 0.45, -0.80, 0.32, -32.90, 7.98, -18.34
25666, 0.39, -0.91, 0.44, -7.98, 2.94, 21.56
25667, 0.70, -0.97, 0.31, -58.24, -9.87, -24.85
25668, 0.77, -1.35, 0.41, -51.73, 26.11, -21.77
25669, 0.45, -1.25, 0.23, 39.55, -2.52, 40.39
25670, 0.37, -0.86, 0.35, 57.12, -12.39, 50.82
25671, 0.31, -0.68, 0.34, 59.50, -23.73, 36.54
25672, 0.35, -0.73, 0.33, 41.72, -38.85, 28.49
25673, 0.41, -0.74, 0.34, 22.19, -42.84, 29.47
25674, 0.50, -0.78, 0.38, 24.43, -29.61, 43.96
25675, 0.55, -0.76, 0.35, 32.34, -17.29, 61.95
25676, 0.60, -0.71, 0.36, 45.01, -4.83, 72.10
25677, 0.63, -0.71, 0.40, 51.31, -8.26, 74.69
25678, 0.60, -0.65, 0.48, 64.61, -4.20, 82.11
25679, 0.51, -0.53, 0.47, 67.13, -4.06, 87.78
25680, 0.53, -0.64, 0.56, 53.48, -0.98, 91.91
25681, 0.35, -0.77, 0.55, 53.90, 14.28, 92.47
25682, 0.17, -0.69, 0.50, 54.46, -7.00, 121.31
25683, 0.22, -0.54, 0.58, 33.46, -14.07, 115.15
25684, 0.28, -0.52, 0.71, -29.96, -14.98, 59.08
25685, 0.37, -1.14, 0.76, -56.49, 39.13, -3.78
25686, -0.07, -1.00, 0.58, -34.72, -15.33, -29.33
25687, 0.18, -0.96, 0.57, -65.03, -21.91, -42.63
25688, 0.03, -1.05, 0.52, -36.19, -42.42, -57.54
25689, 0.24, -0.97, 0.52, 4.83, -38.64, -62.16
25690, 0.35, -0.96, 0.52, -7.70, -11.27, -65.73
25691, 0.36, -0.83, 0.53, 5.39, 10.43, -62.72
25692, 0.35, -0.68, 0.53, 27.58, -1.12, -71.54
25693, 0.35, -0.62, 0.50, 31.50, -3.43, -76.79
25694, 0.36, -0.54, 0.43, 15.68, -14.84, -69.51
25695, 0.41, -0.51, 0.51, -16.24, -54.74, -89.60
25696, 0.55, -0.59, 0.57, -32.06, -58.17, -70.70
25697, 0.62, -0.65, 0.52, -58.66, -32.41, -45.36
25698, 0.51, -0.70, 0.52, -58.73, -28.98, -48.44
25699, 0.52, -0.72, 0.48, -38.71, -36.68, -40.60
25700, 0.55, -0.82, 0.31, -22.89, 4.76, -20.51
25701, 0.48, -0.88, 0.36, -17.85, 18.06, 31.01
25702, 0.61, -1.02, 0.43, -15.96, 15.61, -1.96
25703, 0.83, -1.21, 0.26, -93.66, 39.90, -22.26
25704, 0.48, -1.37, 0.25, 47.39, 7.49, 23.24
25705, 0.39, -0.92, 0.38, 49.21, -12.18, 43.82
25706, 0.35, -0.76, 0.32, 66.92, -25.41, 31.15
25707, 0.40, -0.77, 0.37, 51.24, -37.87, 30.80
25708, 0.44, -0.66, 0.37, 27.44, -35.42, 38.15
25709, 0.51, -0.69, 0.38, 21.42, -28.63, 46.97
25710, 0.56, -0.68, 0.34, 20.30, -21.28, 63.42
25711, 0.59, -0.68, 0.36, 34.93, -14.63, 70.63
25712, 0.61, -0.67, 0.39, 43.96, -1.68, 71.68
25713, 0.58, -0.60, 0.46, 68.81, 3.57, 82.04
25714, 0.54, -0.59, 0.51, 68.39, 4.27, 79.59
25715, 0.39, -0.63, 0.54, 68.60, 17.78, 66.78
25716, 0.17, -0.68, 0.49, 57.26, 13.86, 89.88
25717, 0.26, -0.57, 0.57, 38.50, -3.78, 110.95
25718, 0.32, -0.55, 0.69, -29.26, -13.58, 54.39
25719, 0.44, -1.03, 0.69, -59.50, 12.18, 2.52
25720, 0.10, -0.99, 0.62, -47.11, -11.48, -38.15
25721, 0.09, -1.08, 0.53, -59.22, -9.94, -33.88
25722, 0.25, -0.95, 0.45, -2.03, -43.68, -55.16
25723, 0.34, -1.10, 0.55, -25.83, -25.41, -68.25
25724, 0.41, -0.89, 0.45, -6.51, 23.87, -43.40
25725, 0.36, -0.79, 0.50, 18.83, 12.53, -50.47
25726, 0.35, -0.64, 0.55, 30.73, 10.36, -58.24
25727, 0.36, -0.59, 0.47, 37.80, 23.52, -50.68
25728, 0.37, -0.51, 0.39, 18.06, -34.93, -67.90
25729, 0.43, -0.51, 0.52, -6.58, -53.27, -61.81
25730, 0.56, -0.57, 0.53, -24.71, -45.78, -43.96
25731, 0.61, -0.60, 0.54, -36.47, -23.80, -43.68
25732, 0.46, -0.67, 0.57, -52.36, -39.76, -67.90
25733, 0.50, -0.72, 0.35, -2.03, -23.17, -57.96
25734, 0.49, -0.94, 0.31, -8.89, -6.16, -16.66
25735, 0.46, -0.89, 0.43, 12.88, 6.44, 56.07
25736, 0.64, -0.96, 0.52, -6.51, 8.82, 15.26
25737, 0.82, -1.20, 0.44, -73.01, 34.72, -3.78
25738, 0.53, -1.23, 0.36, 10.01, 13.86, 22.12
25739, 0.38, -0.82, 0.37, 8.40, -1.89, 29.33
25740, 0.30, -0.80, 0.30, 48.79, -31.22, 20.09
25741, 0.29, -0.80, 0.37, 47.53, -57.82, 26.81
25742, 0.42, -0.73, 0.39, 25.76, -61.18, 35.70
25743, 0.49, -0.73, 0.39, 24.29, -46.76, 51.87
25744, 0.53, -0.71, 0.31, 31.78, -40.18, 67.13
25745, 0.61, -0.70, 0.35, 45.71, -29.54, 78.68
25746, 0.65, -0.68, 0.41, 62.79, -24.15, 84.70
25747, 0.58, -0.59, 0.49, 80.99, -20.65, 91.91
25748, 0.51, -0.55, 0.51, 66.78, -22.89, 93.66
25749, 0.46, -0.63, 0.59, 55.72, -3.78, 83.16
25750, 0.24, -0.64, 0.54, 52.85, 2.10, 94.71
25751, 0.21, -0.58, 0.57, 43.61, -7.42, 115.71
25752, 0.26, -0.50, 0.70, -4.13, -3.92, 88.62
25753, 0.45, -0.86, 0.60, -70.21, 4.13, 42.14
25754, 0.07, -1.16, 0.74, -47.39, 13.65, -23.24
25755, 0.17, -0.99, 0.55, -53.69, -14.00, -35.00
25756, 0.19, -1.15, 0.46, -68.11, -41.23, -56.28
25757, 0.28, -0.91, 0.43, 14.21, -46.90, -64.12
25758, 0.22, -0.93, 0.55, -12.67, 1.47, -69.09
25759, 0.53, -0.86, 0.50, -27.79, 18.34, -70.42
25760, 0.48, -0.82, 0.40, -3.71, 18.55, -77.77
25761, 0.35, -0.71, 0.44, 20.51, 11.20, -68.67
25762, 0.37, -0.63, 0.39, 31.85, 26.53, -47.74
25763, 0.43, -0.53, 0.38, -1.05, -28.28, -70.49
25764, 0.52, -0.60, 0.60, -3.92, -24.92, -56.14
25765, 0.59, -0.61, 0.48, -34.23, -10.71, -36.40
