timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,-0.34,-0.13,0.92,129.15,44.17,49.49
20,-0.28,-0.15,0.78,134.05,16.59,52.08
40,-0.25,-0.01,1.06,67.41,6.72,55.44
60,-0.28,0.05,1.05,-1.96,26.25,50.12
80,-0.27,0.02,0.97,-14.0,9.31,43.75
100,-0.18,-0.03,1.0,-24.01,-10.43,38.71
120,-0.07,-0.05,1.01,-23.31,-4.34,39.69
140,0.0,-0.04,1.02,-25.34,17.71,42.49
160,-0.03,-0.02,0.98,-39.62,26.95,42.84
180,-0.08,-0.04,0.82,-39.06,19.6,45.71
200,-0.15,-0.17,0.77,-8.89,-3.08,53.41
220,-0.21,-0.19,0.84,14.14,-13.72,57.82
240,-0.28,-0.07,0.93,21.77,-12.67,59.22
260,-0.36,0.02,1.09,-0.07,-6.02,37.17
280,-0.31,-0.08,1.13,-63.07,27.09,-14.84
300,-0.62,-0.19,1.33,-57.05,58.31,-44.17
320,-0.65,-0.12,1.11,-45.92,-8.75,-59.08
340,-0.45,-0.24,0.76,-45.15,-61.11,-72.24
360,-0.39,-0.19,0.81,-79.1,-91.63,-69.44
380,-0.18,-0.19,1.16,-82.67,-47.67,-107.31
400,-0.06,-0.33,1.04,-90.09,-11.9,-123.34
420,0.01,-0.43,0.91,-18.76,-9.87,-108.99
440,-0.01,-0.33,0.88,12.32,-3.5,-83.79
460,-0.07,-0.24,0.89,16.1,17.57,-61.32
480,-0.05,-0.22,0.96,9.1,26.81,-61.88
500,-0.1,-0.23,0.8,29.26,22.54,-78.4
520,-0.16,-0.28,0.81,33.39,3.85,-75.39
540,-0.05,-0.34,0.89,33.11,0.98,-69.16
560,0.03,-0.44,1.09,37.66,27.79,-51.87
580,-0.02,-0.56,1.18,7.91,67.76,-8.4
600,-0.23,-0.62,1.14,57.82,62.86,36.68
620,-0.31,-0.46,1.0,97.37,31.71,67.9
640,-0.41,-0.35,0.87,117.6,28.14,83.72
660,-0.22,-0.29,0.81,119.91,29.75,85.82
680,-0.22,-0.13,1.07,38.5,50.54,82.11
700,-0.32,0.03,1.0,14.84,47.25,98.21
720,-0.35,0.04,0.97,-8.89,0.49,90.02
740,-0.21,0.0,0.89,-33.11,-32.69,69.58
