timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.55,0.07,0.04,309.26,91.42,593.74
20,-0.3,0.84,0.65,133.63,331.1,519.33
40,-1.96,0.98,1.68,-30.52,167.51,501.83
60,-1.31,0.17,0.9,-148.12,149.38,488.67
80,-1.1,0.45,0.76,-151.62,104.93,527.52
100,-0.54,0.32,0.14,15.19,-172.13,347.83
120,-1.63,-0.95,1.36,83.44,-65.24,535.64
140,-1.8,-0.46,0.51,-132.65,26.6,454.58
160,-1.83,-0.54,0.72,-198.73,-50.96,497.91
180,-1.05,0.36,0.84,-167.44,-141.05,490.7
200,-0.98,0.12,0.91,-244.65,-53.9,491.05
220,-1.08,0.12,0.45,-247.8,-64.54,472.22
240,-1.46,0.47,0.21,-151.83,-146.93,464.17
260,-1.29,-0.0,0.33,-253.26,-244.86,423.36
280,-0.16,-0.66,0.35,-234.43,-318.01,268.45
300,-0.63,-1.05,0.81,-38.99,-249.62,347.76
320,-0.28,-0.81,2.12,-146.02,-194.6,325.99
340,-0.19,-0.99,1.3,135.45,80.15,222.04
360,-0.71,0.16,1.04,-19.32,148.82,234.29
380,-0.92,0.27,1.05,-0.91,98.63,179.69
400,-0.47,0.14,0.33,-47.46,-292.11,69.02
420,0.13,-0.3,0.48,-117.32,-392.21,99.61
440,-0.71,-1.9,1.56,184.31,-133.0,387.94
460,-0.16,-1.56,0.45,215.74,-207.55,347.83
480,0.84,-1.35,0.8,77.14,-32.2,184.8
500,0.66,-0.6,0.87,73.43,32.06,204.96
520,0.27,-0.06,1.01,166.74,47.32,189.28
540,0.28,0.15,1.24,48.79,56.28,178.99
560,-0.45,0.32,1.35,62.3,86.1,259.84
580,-0.18,0.83,0.88,7.56,53.83,167.65
600,-0.05,-0.42,1.07,-35.7,90.37,-1.05
620,-0.46,-0.94,1.27,-0.7,73.64,-79.87
640,-0.47,-0.23,1.12,-13.51,104.02,-96.67
660,-0.42,-0.09,0.99,-3.85,68.74,-85.54
680,-0.43,-0.16,0.97,-23.1,46.41,-67.76
700,0.23,0.03,0.98,165.06,158.76,38.43
720,0.15,0.26,0.16,31.01,211.12,-100.87
740,0.11,-0.03,0.92,49.0,81.48,-180.74
760,-0.6,0.35,1.24,108.08,86.66,-204.05
780,-0.86,0.52,0.86,-35.28,-50.68,-178.64
800,-0.64,0.48,0.78,-150.01,-253.4,-173.67
820,-0.26,-0.0,0.77,-229.81,-319.48,-91.49
840,0.26,-0.36,0.99,-163.38,-243.39,-15.75
860,0.41,-0.58,1.15,-89.95,-87.43,18.06
880,0.26,-0.91,1.35,-6.3,-87.78,73.15
900,0.19,-0.97,1.1,-34.72,-62.02,63.91
920,-0.13,-0.9,0.3,47.39,103.46,79.94
940,-0.0,-0.69,1.04,92.68,48.51,92.12
960,0.41,-0.43,0.74,213.08,148.05,39.76
980,1.08,-0.94,0.68,177.66,116.48,-42.0
1000,0.32,-1.12,1.53,259.49,201.46,-232.4
1020,-0.92,-1.02,0.7,259.7,196.21,-406.28
1040,-2.28,0.39,-1.08,409.01,153.58,-445.48
