timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.55,-1.08,0.5,-38.22,140.35,-11.69
20,0.46,-0.98,0.53,50.89,187.11,-32.76
40,0.5,-0.83,0.24,9.03,194.39,-96.11
60,0.24,-0.94,0.46,24.64,185.71,-140.98
80,0.23,-0.94,0.45,6.86,182.14,-156.24
100,0.3,-0.94,0.33,-11.13,197.05,-161.35
120,0.37,-1.17,0.37,-13.09,199.29,-182.42
140,0.46,-1.04,-0.01,6.3,190.54,-201.74
160,0.43,-0.97,0.08,107.31,205.87,-215.04
180,0.26,-1.08,0.81,129.08,236.67,-244.58
200,0.29,-1.08,0.22,-13.37,252.7,-324.59
220,-0.67,-1.34,0.18,50.89,227.36,-164.5
240,-0.88,-0.79,0.5,75.81,173.74,-52.92
260,-0.25,-0.48,0.86,56.63,129.85,-37.24
280,-0.07,-0.52,0.82,-35.91,110.6,-44.8
300,0.0,-0.74,0.75,-52.01,96.88,-82.32
320,0.08,-0.65,0.71,-40.25,90.58,-107.45
340,0.24,-0.58,0.63,-35.42,52.5,-115.92
360,0.08,-0.57,1.16,-11.83,104.51,-190.89
380,-0.24,-0.47,0.81,-19.32,67.62,-188.37
400,-0.39,-0.67,1.04,-31.85,101.78,-137.55
420,-0.4,-0.64,0.88,8.61,93.94,-105.35
440,-0.3,-0.64,0.91,-41.37,26.6,-75.95
460,-0.25,-0.6,1.09,-20.93,-23.87,-8.82
480,-0.35,-0.63,0.97,14.77,-73.22,12.46
500,-0.09,-0.57,0.85,-20.65,-189.7,-2.24
520,-0.47,-0.41,1.3,140.28,-153.93,23.87
540,-0.4,0.21,1.06,96.18,-219.94,42.98
560,-0.71,-0.61,0.01,69.79,-322.91,176.47
580,-0.41,-0.78,0.34,-45.43,-382.55,247.31
600,-0.06,-1.18,0.63,-115.5,-296.73,234.43
620,0.4,-1.53,1.02,-34.37,-220.43,204.89
640,0.23,-1.6,0.88,213.71,-117.88,237.65
660,-0.16,-0.87,0.5,340.41,-124.04,217.49
680,0.02,0.03,0.39,376.32,-65.45,288.82
700,0.14,0.07,-0.54,126.63,-69.51,311.43
720,-0.39,0.12,1.56,-310.8,-212.17,102.9
740,-1.29,-1.23,1.85,58.94,-187.39,256.13
760,-0.27,-1.12,0.67,-61.88,-319.41,183.61
780,-0.03,-0.52,0.7,35.49,-194.67,154.84
800,-0.87,-0.61,1.68,111.16,-142.87,207.69
820,-1.21,-0.05,1.29,94.57,-138.6,251.86
840,-0.87,-1.43,-0.72,93.73,-381.43,298.2
860,0.06,-1.1,-0.49,-274.61,-495.81,328.86
880,0.17,-1.03,0.43,-239.96,-260.75,234.22
900,0.41,-0.95,0.39,-190.26,-219.1,29.05
920,0.44,-0.63,0.24,-135.31,-166.74,-93.59
940,0.52,-1.38,0.87,118.23,-126.84,-45.64
960,1.37,-2.5,-0.56,-123.62,63.63,130.69
980,0.87,-1.94,-0.53,211.54,167.58,102.34
1000,0.46,-1.25,-0.08,358.61,61.39,84.07
1020,0.44,-0.75,0.23,318.15,144.2,52.36
1040,0.21,-0.33,0.6,142.03,237.86,-52.43
1060,0.15,-0.57,0.37,-43.96,225.82,-152.32
1080,-0.03,-1.14,0.46,-57.61,199.57,-146.16
1100,-0.03,-0.97,0.51,-44.45,170.59,-131.53
1120,0.15,-0.98,0.53,-18.48,181.02,-145.6
1140,0.18,-1.09,0.67,10.92,211.82,-194.32
1160,0.05,-1.06,0.59,96.46,274.68,-286.65
1180,-0.11,-0.73,0.44,83.23,272.79,-398.86
1200,-0.16,-0.75,0.2,71.68,221.62,-380.17
1220,-0.18,-1.0,0.56,-9.45,202.65,-268.94
1240,-0.25,-1.22,0.53,68.46,136.99,-238.49
1260,-0.4,-0.82,0.7,117.88,34.37,-223.51
1280,-0.05,-0.53,0.97,90.72,81.76,-216.37
1300,0.42,-0.39,0.66,42.77,127.89,-214.34
1320,0.28,-0.04,0.3,-17.15,168.56,-133.7
1340,0.02,0.01,0.16,-26.74,128.17,-118.86
1360,-0.38,-0.31,0.89,-41.93,28.14,-106.54
1380,-0.54,-0.42,1.28,-144.83,36.61,-42.98
1400,-0.46,-0.4,0.93,-244.37,3.08,-11.2
1420,-0.2,-0.61,0.68,-220.5,-147.35,-44.38
1440,-0.04,-1.08,0.68,-200.76,-231.56,-33.74
1460,-0.04,-1.32,0.75,-92.75,-263.13,24.15
1480,0.06,-1.1,0.55,15.68,-282.38,92.82
1500,0.25,-0.81,0.41,61.67,-262.99,119.28
1520,0.37,-0.78,0.5,61.11,-246.89,109.83
1540,0.25,-1.05,0.41,58.31,-237.51,84.91
1560,0.16,-1.09,0.36,177.31,-216.58,123.48
1580,0.11,-0.85,0.54,266.21,-258.79,234.01
1600,0.44,-0.56,0.59,318.08,-261.03,263.9
1620,0.19,-0.22,0.52,215.11,-191.38,297.71
1640,-0.33,-0.67,0.91,54.6,-185.22,301.0
1660,-0.85,-1.0,1.42,191.38,-123.55,278.53
1680,-0.55,-0.79,0.88,31.5,-217.35,268.52
1700,0.06,-0.26,0.52,74.97,-204.12,272.02
1720,-0.11,-0.06,0.49,-35.84,-267.19,202.37
1740,-0.51,-0.19,1.37,-15.61,-297.85,188.09
1760,-0.46,-1.85,-0.29,-43.4,-391.02,293.37
1780,0.06,-2.09,0.65,94.15,-333.2,255.08
1800,0.72,-1.16,-1.83,88.55,-288.82,257.11
1820,1.13,-1.05,0.55,92.96,-120.82,252.7
1840,-0.01,-0.72,0.3,463.19,-172.83,212.66
1860,0.63,0.48,-0.55,13.02,-362.67,232.19
1880,1.31,4.64,6.45,223.3,-187.18,-157.57
1900,0.36,-4.07,2.2,158.97,-152.6,85.05
1920,0.12,-1.29,-0.24,46.2,-99.75,129.36
1940,-0.34,-1.46,0.93,57.05,-227.08,157.29
1960,0.05,-0.8,1.04,21.7,-270.97,117.11
1980,0.14,-0.99,0.31,134.82,-228.48,39.69
2000,0.05,-1.02,0.38,217.84,-209.23,46.41
2020,-0.0,-1.23,0.4,185.92,-80.71,143.99
2040,0.1,-0.83,0.34,154.21,-35.98,203.7
2060,-0.14,-1.03,0.66,132.58,-165.76,173.32
2080,0.45,-0.77,0.82,209.02,-238.77,251.93
2100,0.76,-0.26,0.82,172.2,-120.12,308.77
2120,0.43,0.03,0.89,27.44,-120.4,201.46
2140,0.39,-0.46,0.79,23.59,-149.1,128.87
2160,0.48,-0.74,0.81,61.67,-125.02,143.71
2180,0.18,-0.38,0.84,85.33,-80.92,197.75
2200,0.28,-0.31,0.76,69.23,-79.31,230.51
2220,0.33,-0.44,0.7,53.76,-68.6,193.48
2240,0.16,-0.65,0.64,44.87,-71.61,158.62
2260,0.48,-0.61,0.82,23.52,-78.47,142.66
2280,0.36,-0.61,0.81,28.42,-95.06,133.21
2300,0.31,-0.7,0.64,40.53,-86.94,123.76
2320,0.45,-0.86,0.8,58.66,-77.28,104.23
2340,0.24,-0.75,0.76,104.3,-64.75,87.5
2360,0.11,-0.54,0.74,124.67,-60.2,75.67
2380,0.12,-0.46,0.72,100.17,-30.8,72.31
2400,0.2,-0.43,0.72,60.34,-27.93,59.64
2420,0.29,-0.52,0.7,57.68,-25.2,51.94
2440,0.23,-0.44,0.67,53.48,-13.44,53.13
2460,0.27,-0.41,0.65,42.84,-15.47,47.46
2480,0.36,-0.52,0.8,20.51,-4.62,58.17
2500,0.29,-0.56,0.79,26.95,-6.23,54.53
2520,0.27,-0.53,0.85,13.51,-18.76,42.28
2540,0.17,-0.49,0.87,5.39,-31.08,0.42
2560,0.17,-0.48,0.72,16.03,-59.29,-34.09
2580,0.41,-0.27,0.76,-43.82,-29.12,-52.01
2600,0.13,-0.75,1.15,-86.52,38.92,-27.3
2620,0.58,-0.66,0.83,-81.48,29.26,-36.12
2640,0.51,-0.55,1.1,-83.65,110.18,-34.3
2660,0.3,-0.49,1.03,-45.36,144.97,-40.88
2680,0.31,-0.33,0.85,-40.11,141.12,-60.9
2700,0.46,-0.5,0.96,-23.1,154.77,-99.75
2720,0.54,-0.53,0.7,-64.26,197.96,-139.72
2740,0.57,-0.77,0.57,-96.67,239.26,-209.65
2760,0.53,-1.1,0.41,-89.53,258.86,-268.31
2780,0.24,-0.99,0.43,-58.73,246.26,-262.43
2800,0.42,-0.57,0.33,-98.14,242.69,-303.17
2820,0.11,-0.84,0.46,-44.17,184.66,-272.51
2840,0.16,-0.93,0.82,-15.47,136.92,-229.32
2860,0.16,-1.0,0.67,-19.88,115.99,-211.96
2880,0.18,-1.18,0.52,14.07,84.21,-160.86
2900,0.26,-0.38,0.34,45.85,63.14,-101.08
2920,0.18,-0.21,0.59,-32.06,74.2,-97.16
2940,0.03,-1.03,0.87,-158.13,-17.22,-138.39
2960,-0.35,-1.04,0.91,-96.46,13.86,-21.28
2980,0.01,-1.02,0.59,32.97,46.9,2.87
3000,-0.05,-0.82,0.76,42.0,18.69,-0.84
3020,0.14,-0.65,0.67,3.71,-12.39,-1.12
3040,0.24,-0.65,0.57,-30.1,5.67,-2.94
3060,0.3,-0.67,0.58,-57.82,20.02,-6.79
