timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.72,-0.38,0.61,1.4,0.49,0.84
20,0.72,-0.38,0.61,2.24,0.63,0.7
40,0.72,-0.38,0.61,2.03,0.35,0.63
60,0.72,-0.38,0.61,2.17,0.14,1.19
80,0.72,-0.37,0.61,1.26,0.14,1.19
100,0.71,-0.37,0.61,0.91,-0.49,0.91
120,0.72,-0.37,0.61,2.38,-0.63,1.12
140,0.72,-0.37,0.61,1.75,-0.14,0.84
160,0.71,-0.38,0.61,1.54,0.0,0.98
180,0.72,-0.38,0.61,2.38,-0.7,1.05
200,0.71,-0.37,0.61,1.89,-0.14,0.91
220,0.71,-0.37,0.61,2.17,0.07,1.47
240,0.71,-0.38,0.61,2.1,-0.63,1.33
260,0.72,-0.38,0.62,1.89,-0.56,0.77
280,0.71,-0.37,0.61,2.52,-0.21,1.19
300,0.71,-0.37,0.61,3.08,-0.07,1.12
320,0.71,-0.37,0.61,3.29,-0.21,1.05
340,0.71,-0.37,0.61,2.87,-1.12,0.63
360,0.71,-0.37,0.61,1.19,-2.1,0.28
380,0.71,-0.38,0.61,0.77,-2.94,0.0
400,0.72,-0.37,0.61,0.0,-3.29,-0.07
420,0.72,-0.37,0.62,-0.42,-2.59,-0.28
440,0.72,-0.38,0.62,-1.12,-1.96,-1.19
460,0.72,-0.38,0.62,-0.84,-1.19,-0.98
480,0.71,-0.37,0.61,-0.63,-1.89,-0.84
500,0.71,-0.37,0.61,-0.77,-2.59,-0.49
520,0.72,-0.38,0.62,-1.68,-2.38,-0.21
540,0.72,-0.38,0.62,-0.7,-2.8,-0.77
560,0.71,-0.37,0.61,-0.91,-2.38,-0.21
580,0.71,-0.37,0.61,0.21,-3.29,0.35
600,0.72,-0.38,0.61,-0.21,-3.36,0.63
620,0.72,-0.37,0.61,-1.19,-2.45,-0.14
640,0.72,-0.37,0.61,-1.54,-1.68,-0.28
660,0.72,-0.37,0.61,-1.47,-1.89,-0.42
680,0.72,-0.38,0.61,-2.66,-2.24,-0.91
700,0.72,-0.37,0.61,-2.17,-1.47,-0.56
720,0.72,-0.37,0.61,-2.1,-1.75,-0.42
740,0.72,-0.38,0.61,-3.22,-1.89,-1.05
760,0.72,-0.38,0.6,-2.87,-1.47,-0.49
780,0.72,-0.37,0.61,-1.4,-2.8,-0.56
800,0.73,-0.38,0.61,-2.24,-1.61,0.07
820,0.72,-0.38,0.6,-3.36,-1.19,-0.49
840,0.72,-0.38,0.6,-2.66,-1.75,-0.77
860,0.72,-0.38,0.6,-1.05,-1.89,0.0
880,0.72,-0.38,0.6,-0.77,-1.89,0.35
900,0.72,-0.38,0.6,0.49,-2.1,0.63
920,0.72,-0.38,0.63,0.91,-1.19,0.49
940,0.73,-0.37,0.61,2.45,0.98,1.05
960,0.73,-0.38,0.6,1.19,1.19,0.07
980,0.72,-0.38,0.6,1.12,1.05,-0.7
1000,0.71,-0.37,0.6,1.89,1.75,-0.07
1020,0.72,-0.37,0.61,2.87,0.56,0.21
1040,0.72,-0.38,0.61,2.03,0.14,0.77
1060,0.72,-0.38,0.6,2.1,-0.28,0.77
1080,0.73,-0.37,0.62,2.1,-0.98,-0.14
1100,0.72,-0.38,0.61,1.96,0.42,0.56
1120,0.71,-0.38,0.61,1.82,1.4,0.07
1140,0.71,-0.38,0.61,2.52,0.63,0.49
1160,0.71,-0.38,0.61,2.87,-0.28,0.98
1180,0.72,-0.37,0.61,2.31,-0.63,1.26
1200,0.71,-0.37,0.61,2.17,-0.56,1.05
1220,0.71,-0.37,0.61,1.96,0.07,1.12
1240,0.72,-0.37,0.62,2.31,-0.21,0.7
1260,0.72,-0.38,0.61,0.91,0.0,0.28
1280,0.71,-0.37,0.61,1.47,-0.7,0.98
1300,0.72,-0.37,0.61,1.12,-0.42,0.98
1320,0.71,-0.37,0.62,1.75,0.42,0.84
1340,0.71,-0.37,0.61,2.1,0.49,1.47
1360,0.71,-0.37,0.61,1.4,-0.28,0.7
1380,0.71,-0.38,0.62,3.57,-0.98,1.19
1400,0.71,-0.37,0.61,2.52,-0.42,1.05
1420,0.71,-0.37,0.61,2.38,-0.35,1.26
1440,0.71,-0.38,0.62,3.43,-2.38,1.47
1460,0.71,-0.38,0.61,2.31,-3.08,1.05
1480,0.71,-0.38,0.61,1.12,-4.06,0.77
1500,0.71,-0.37,0.61,0.07,-4.48,0.28
1520,0.72,-0.37,0.62,-0.07,-4.27,-0.21
1540,0.71,-0.37,0.62,-0.56,-3.92,-0.84
1560,0.72,-0.37,0.62,-1.61,-3.5,-0.7
1580,0.72,-0.37,0.61,-0.91,-2.8,-0.07
1600,0.72,-0.37,0.61,-1.26,-2.24,-0.7
1620,0.72,-0.38,0.61,-0.98,-2.03,-0.63
1640,0.71,-0.37,0.61,-0.56,-2.1,-0.14
1660,0.72,-0.37,0.62,-0.21,-2.24,-0.42
1680,0.72,-0.38,0.61,-1.19,-2.1,-0.7
1700,0.71,-0.38,0.61,-1.33,-1.61,-0.56
1720,0.72,-0.37,0.61,-2.17,-1.61,-0.07
1740,0.72,-0.37,0.61,-1.54,-1.4,-0.14
1760,0.72,-0.37,0.61,-2.1,-1.33,-0.77
1780,0.72,-0.38,0.61,-2.24,-2.03,-0.63
1800,0.72,-0.37,0.61,-2.31,-1.61,0.0
1820,0.72,-0.38,0.61,-1.4,-1.4,-0.14
1840,0.73,-0.38,0.61,-2.31,-2.24,-0.63
1860,0.72,-0.37,0.61,-2.03,-1.82,-0.07
1880,0.72,-0.37,0.61,-2.73,-1.33,0.0
1900,0.72,-0.38,0.6,-2.38,-1.26,-0.35
1920,0.72,-0.38,0.61,-2.38,-1.4,-0.21
1940,0.72,-0.38,0.6,-3.22,-1.89,-0.14
1960,0.72,-0.38,0.61,-2.87,-2.03,0.0
1980,0.72,-0.38,0.6,-2.03,-3.5,-0.42
2000,0.72,-0.39,0.6,-1.89,-2.03,-0.28
2020,0.72,-0.38,0.6,-1.4,-1.19,0.63
2040,0.72,-0.38,0.6,-0.28,-1.89,0.49
2060,0.72,-0.38,0.6,0.56,-2.52,0.7
2080,0.72,-0.38,0.6,1.33,-2.31,0.56
2100,0.72,-0.38,0.62,1.19,-0.91,0.77
2120,0.73,-0.37,0.6,3.57,1.68,0.63
2140,0.73,-0.38,0.6,2.1,0.42,-0.28
2160,0.71,-0.38,0.6,2.17,0.14,0.0
2180,0.72,-0.38,0.6,2.45,0.0,-0.07
2200,0.72,-0.38,0.61,2.31,-0.28,0.42
2220,0.72,-0.38,0.6,2.45,-0.35,0.56
2240,0.72,-0.37,0.61,2.1,-0.84,0.7
2260,0.72,-0.37,0.61,1.61,-0.42,0.42
2280,0.72,-0.38,0.6,3.01,-0.42,0.35
2300,0.72,-0.38,0.61,1.4,0.14,0.21
2320,0.72,-0.37,0.61,1.26,1.12,0.77
2340,0.72,-0.37,0.61,2.38,0.35,0.84
2360,0.71,-0.38,0.61,1.96,0.35,0.84
2380,0.72,-0.37,0.61,1.19,0.42,0.35
2400,0.71,-0.37,0.61,1.26,0.14,0.91
2420,0.71,-0.38,0.61,1.19,-0.35,0.63
2440,0.72,-0.38,0.61,0.49,-0.21,0.56
2460,0.71,-0.37,0.61,1.54,-0.42,0.84
2480,0.72,-0.38,0.61,2.17,-0.84,1.19
2500,0.72,-0.38,0.61,2.03,-0.35,1.12
2520,0.71,-0.37,0.61,2.31,-0.63,1.26
2540,0.72,-0.37,0.62,2.1,-1.54,1.19
2560,0.72,-0.38,0.62,1.47,-0.98,1.26
2580,0.71,-0.37,0.62,2.45,-1.19,1.05
2600,0.72,-0.37,0.61,1.54,-0.42,0.91
2620,0.71,-0.37,0.61,1.12,-0.56,0.77
2640,0.71,-0.37,0.61,2.17,-0.35,0.49
2660,0.71,-0.37,0.61,2.1,0.56,0.56
2680,0.71,-0.37,0.61,3.36,-0.84,1.05
2700,0.71,-0.38,0.61,1.47,-1.4,0.84
2720,0.7,-0.39,0.6,3.15,-5.6,2.31
2740,0.69,-0.37,0.62,4.62,-10.36,4.9
2760,0.71,-0.37,0.62,3.64,-12.32,2.73
2780,0.71,-0.39,0.62,0.84,-15.68,4.2
2800,0.74,-0.37,0.62,-3.29,-13.44,4.55
2820,0.74,-0.36,0.62,-2.94,-9.17,0.98
2840,0.72,-0.36,0.61,-2.24,-7.98,-0.98
2860,0.73,-0.37,0.6,-5.04,-8.05,-0.77
2880,0.75,-0.36,0.6,-8.89,-6.23,-4.9
2900,0.75,-0.36,0.6,-12.25,0.42,-7.42
2920,0.73,-0.37,0.59,-10.43,0.84,-6.51
2940,0.73,-0.39,0.59,-9.52,-0.84,-7.63
2960,0.73,-0.39,0.59,-8.47,0.0,-6.09
2980,0.74,-0.36,0.6,-9.94,0.91,-6.79
3000,0.75,-0.36,0.6,-11.69,4.41,-8.89
3020,0.72,-0.38,0.58,-11.69,3.15,-8.54
3040,0.72,-0.39,0.57,-10.15,0.77,-9.1
3060,0.73,-0.39,0.57,-9.38,1.61,-8.96
3080,0.73,-0.39,0.57,-8.54,1.19,-8.33
3100,0.73,-0.39,0.57,-5.39,-0.07,-6.58
3120,0.73,-0.39,0.57,-4.55,-0.77,-6.16
3140,0.73,-0.39,0.58,-3.01,-1.12,-5.25
3160,0.73,-0.4,0.57,-2.17,-2.87,-3.64
3180,0.74,-0.39,0.57,-1.54,-5.18,-2.94
3200,0.74,-0.39,0.58,-1.26,-4.97,-2.66
3220,0.74,-0.39,0.58,0.42,-3.85,-2.24
3240,0.74,-0.39,0.58,1.89,-3.5,-1.26
3260,0.75,-0.37,0.58,2.17,-1.61,-1.61
3280,0.75,-0.37,0.58,1.96,-0.49,-0.84
3300,0.74,-0.37,0.57,1.05,0.91,-0.35
3320,0.74,-0.37,0.57,0.49,0.49,-0.63
3340,0.74,-0.36,0.57,0.0,-0.07,-0.63
3360,0.74,-0.36,0.58,-0.77,-0.7,0.21
3380,0.75,-0.37,0.59,-0.49,-0.49,0.07
3400,0.75,-0.37,0.58,-0.56,0.14,-0.28
3420,0.75,-0.36,0.58,-0.14,1.26,-1.26
3440,0.74,-0.37,0.58,-1.4,0.98,-1.33
3460,0.74,-0.38,0.58,0.49,0.56,0.07
3480,0.74,-0.37,0.58,0.84,0.49,0.35
3500,0.74,-0.37,0.58,1.12,-0.14,0.14
3520,0.74,-0.37,0.58,0.98,-0.56,1.05
3540,0.74,-0.38,0.59,2.8,-1.33,2.03
3560,0.75,-0.37,0.58,2.66,-0.35,2.03
3580,0.74,-0.37,0.58,2.45,-0.35,1.89
3600,0.74,-0.37,0.59,1.47,-0.77,1.4
3620,0.74,-0.37,0.59,1.82,-0.7,1.05
3640,0.74,-0.38,0.59,2.66,-0.7,1.4
3660,0.74,-0.37,0.59,1.89,-0.35,1.33
