t,ax,ay,az,gx,gy,gz
18997, 0.10, -0.50, 0.73, 2.03, 23.03, -3.71
18998, 0.11, -0.47, 0.82, 21.28, 26.39, -3.78
18999, 0.20, -0.56, 0.85, 12.32, 51.52, -24.92
19000, -0.01, -0.31, 1.00, -23.24, 50.89, -21.35
19001, -0.10, -0.30, 0.91, -60.62, 41.23, -15.12
19002, -0.12, -0.41, 0.99, -39.20, 39.34, -21.70
19003, -0.07, -0.44, 0.93, -31.29, 43.26, -25.62
19004, -0.03, -0.49, 0.92, -29.33, 57.40, -37.45
19005, -0.08, -0.55, 0.86, -13.65, 44.38, -41.93
19006, -0.13, -0.57, 0.87, -6.44, 36.61, -31.36
19007, -0.13, -0.50, 0.98, 2.03, 30.03, -21.28
19008, -0.13, -0.48, 0.94, -0.14, 16.52, -17.92
19009, -0.13, -0.47, 0.94, 1.47, 10.78, -14.07
19010, -0.16, -0.48, 0.89, 5.18, 6.72, -16.59
19011, -0.16, -0.50, 0.88, 14.84, -2.87, -14.98
19012, -0.12, -0.48, 0.90, 14.98, -11.83, -10.92
19013, -0.10, -0.44, 0.94, 12.32, -13.58, -8.19
19014, -0.07, -0.44, 0.96, 9.10, -14.98, -5.74
19015, -0.04, -0.44, 0.95, 6.44, -14.07, -3.29
19016, -0.02, -0.42, 0.94, 6.51, -10.50, -4.34
19017, -0.00, -0.42, 0.93, 2.80, -6.23, -7.70
19018, -0.01, -0.41, 0.93, 0.98, -4.13, -9.52
19019, -0.01, -0.42, 0.93, 3.85, -3.78, -10.15
19020, 0.02, -0.41, 0.92, 3.57, -1.61, -9.87
19021, 0.03, -0.43, 0.92, 4.48, 3.15, -14.42
19022, -0.03, -0.44, 0.94, 4.34, 5.67, -21.84
19023, -0.04, -0.43, 0.92, -1.19, 7.14, -20.02
19024, -0.02, -0.42, 0.93, -0.70, 9.17, -15.82
19025, -0.01, -0.42, 0.94, -3.50, 9.73, -13.58
19026, -0.01, -0.43, 0.93, -6.16, 8.96, -13.16
19027, -0.02, -0.43, 0.94, -6.65, 5.95, -13.30
19028, -0.02, -0.45, 0.93, -5.11, 3.36, -13.16
19029, -0.04, -0.44, 0.93, 1.54, 1.96, -8.40
19030, -0.04, -0.42, 0.92, 0.49, -3.71, -4.69
19031, -0.03, -0.41, 0.93, -2.94, -6.16, -1.89
19032, -0.01, -0.41, 0.93, -5.81, -5.25, -0.77
19033, -0.00, -0.43, 0.93, -5.95, -2.38, -2.80
19034, 0.00, -0.45, 0.94, -4.97, 0.56, -5.39
19035, -0.01, -0.44, 0.94, -5.32, 2.59, -4.27
19036, 0.00, -0.45, 0.91, -4.90, 2.10, -5.74
19037, -0.01, -0.44, 0.92, -7.56, 3.43, -2.59
19038, -0.03, -0.44, 0.93, -6.44, 1.33, 2.24
19039, -0.03, -0.45, 0.93, -4.62, -0.91, 3.36
19040, -0.03, -0.45, 0.94, -2.10, -2.38, 3.99
19041, -0.02, -0.45, 0.92, -1.47, -2.31, 4.34
19042, -0.02, -0.46, 0.92, -1.05, -3.43, 3.36
19043, -0.01, -0.45, 0.92, -2.73, -2.52, 3.15
19044, -0.02, -0.46, 0.91, -0.42, -2.94, 1.96
19045, -0.02, -0.46, 0.92, 0.07, -3.50, 2.31
19046, -0.01, -0.46, 0.92, 1.12, -2.38, 3.22
19047, -0.01, -0.46, 0.93, -1.33, -1.19, 4.13
19048, -0.01, -0.46, 0.93, -2.59, -0.21, 4.97
19049, -0.04, -0.47, 0.92, -0.49, -2.73, 3.57
19050, -0.04, -0.47, 0.92, 0.49, -3.43, 4.48
19051, -0.02, -0.46, 0.93, 1.75, -2.80, 4.20
19052, -0.01, -0.45, 0.92, 0.56, 0.84, 2.66
19053, -0.02, -0.45, 0.91, 0.70, 3.85, 1.40
19054, 0.01, -0.45, 0.92, -6.93, 6.65, 2.52
19055, -0.01, -0.44, 0.92, -12.67, 10.43, 2.73
19056, -0.03, -0.46, 0.92, -14.70, 11.41, 0.21
19057, -0.01, -0.47, 0.91, -18.20, 11.62, 1.05
19058, -0.01, -0.49, 0.90, -21.63, 15.89, 2.38
19059, -0.03, -0.49, 0.89, -21.70, 15.96, 0.56
19060, -0.06, -0.50, 0.89, -20.86, 13.79, 3.43
19061, -0.09, -0.51, 0.89, -15.89, 7.42, 5.32
19062, -0.11, -0.49, 0.88, -14.14, -0.14, 9.59
19063, -0.10, -0.52, 0.88, -12.74, -7.70, 15.33
19064, -0.08, -0.49, 0.88, -10.01, -9.73, 15.12
19065, -0.07, -0.52, 0.88, -11.83, -11.48, 11.69
19066, -0.06, -0.54, 0.88, -8.19, -13.09, 13.23
19067, -0.07, -0.55, 0.88, -5.18, -11.34, 11.97
19068, -0.07, -0.54, 0.88, -0.77, -7.91, 11.69
19069, -0.05, -0.53, 0.89, -2.52, -6.86, 11.83
19070, -0.05, -0.52, 0.89, -3.29, -5.81, 10.71
19071, -0.08, -0.53, 0.88, -0.63, -9.10, 12.11
