t,ax,ay,az,gx,gy,gz
5092, -0.68, -0.15, 0.24, -98.21, 58.66, 16.87
5093, -0.75, -0.16, 0.05, -113.89, 11.83, 21.28
5094, -0.51, -0.46, 0.16, -110.74, -171.22, 20.65
5095, -0.86, -0.45, 0.63, -80.50, -168.07, 60.48
5096, -0.65, -0.24, 0.62, -75.04, -81.83, 56.14
5097, -0.63, -0.25, 0.77, -37.17, 11.13, 75.74
5098, -0.85, -0.19, 0.90, 41.37, 172.48, 60.20
5099, -0.24, -0.56, 0.77, 37.80, 57.05, 35.49
5100, -2.12, -0.07, 2.02, 26.11, 214.27, -82.81
5101, -0.83, 0.17, 1.27, 16.45, 361.34, 35.00
5102, -0.63, 0.22, 0.43, 30.94, 524.93, 94.36
5103, -0.55, 0.35, -0.26, 29.82, 491.19, 39.06
5104, -0.54, 0.23, -0.59, 94.15, 373.24, 13.65
5105, -0.83, 0.16, -0.97, 138.39, 362.95, -33.32
5106, -0.74, 0.01, -1.76, 109.41, 10.78, -99.40
5107, -0.44, -0.40, -0.89, 75.25, -558.95, -202.23
5108, -0.01, -0.81, 0.21, 6.79, -834.33, -164.71
5109, -0.22, -0.81, 1.44, -48.58, -756.98, -58.31
5110, -0.81, -0.61, 2.26, -18.48, -56.56, 13.65
5111, -0.67, -0.43, 0.94, 33.04, 364.77, 62.37
5112, -0.52, -0.38, 0.12, 45.78, 416.43, 69.93
5113, -0.55, -0.63, -0.57, 46.62, 276.29, 97.44
5114, -0.83, -0.39, -0.58, 25.62, 17.36, 89.60
5115, -0.93, -0.15, -0.15, 4.20, -144.06, 35.91
5116, -1.21, -0.20, 0.11, 7.84, -144.83, -7.00
5117, -1.02, -0.29, 0.03, -8.12, -197.40, -14.70
5118, -0.88, -0.19, 0.31, -40.60, -297.57, 24.08
5119, -0.90, -0.13, 0.64, -76.16, -279.16, 29.12
5120, -0.83, -0.13, 0.81, -97.58, -143.08, 13.79
5121, -0.72, -0.36, 0.96, -60.69, -98.21, 16.45
5122, -0.84, -0.49, 1.36, -3.71, -6.51, 46.97
5123, -0.58, -0.64, 0.97, 30.87, 215.04, 124.81
5124, -0.55, -0.76, 0.53, 23.80, 274.26, 155.82
5125, -0.83, -0.56, 0.54, 28.14, 413.49, 276.64
5126, -0.51, 0.12, 0.40, 80.36, 649.95, 404.60
5127, -0.48, 1.97, -0.69, 38.50, 672.63, 623.21
5128, 0.00, 3.49, -3.32, 742.42, 1160.25, -407.33
5129, 5.01, -1.23, -3.90, 48.86, -992.04, 348.53
5130, 3.38, -1.52, 0.80, -305.41, -2226.98, -399.00
5131, 6.86, -2.65, 2.45, -336.98, -2010.75, 325.92
5132, 4.32, -0.49, 3.38, -152.67, -1379.42, 96.53
5133, 0.40, 0.39, 6.19, -167.86, -961.94, -351.61
5134, 1.15, -0.00, 2.39, -104.72, 216.30, 86.66
5135, 5.14, -3.12, 2.58, -59.92, 486.01, 364.56
5136, 3.49, -3.89, 2.45, 347.34, 1247.26, 235.06
5137, 0.09, 0.32, 3.35, 1117.20, 2293.48, 588.63
5138, 10.82, -0.89, -0.90, 974.40, 1846.81, -663.53
5139, 6.09, -4.16, -5.01, -276.64, 1511.93, 483.84
5140, 3.78, 3.16, -3.03, 223.37, -2278.01, -601.86
5141, 7.54, -3.31, 2.71, -916.37, -2293.48, -396.06
5142, 7.19, -1.06, 2.88, 58.10, -1232.28, -705.95
5143, -1.34, 0.89, 9.43, 408.80, 1275.19, 851.06
5144, 1.04, 0.04, 2.14, 684.88, 1997.73, -105.42
5145, 4.75, -0.52, 0.62, 643.65, 1891.68, -1105.79
5146, 4.73, -1.62, -2.48, 265.23, 1345.96, 346.29
5147, -1.66, 0.60, -9.17, -195.09, 233.31, -10.71
5148, -0.20, -0.36, -0.80, -135.94, -1688.33, -310.73
5149, 0.65, -0.96, 1.49, -298.62, -1497.65, -119.14
5150, -1.44, -0.36, 3.86, -163.24, -447.93, -65.66
5151, -0.74, -0.30, 1.30, -69.79, 272.72, 1.75
5152, -0.78, -0.16, 0.46, -28.49, 219.38, -29.05
5153, -0.92, -0.18, 0.28, -35.00, 173.39, -47.53
5154, -0.79, -0.24, 0.25, -64.61, 31.08, -41.93
5155, -0.84, 0.04, 0.41, -59.43, -7.56, -45.99
5156, -0.98, -0.27, 0.22, -88.62, 30.45, -15.05
5157, -1.01, -0.45, 0.15, -90.79, -18.20, -0.14
5158, -0.89, -0.46, 0.28, -86.03, -70.63, 12.53
5159, -0.75, -0.41, 0.40, -70.07, -96.74, 29.33
5160, -0.83, -0.39, 0.48, -60.13, -64.75, 34.86
5161, -0.52, -0.42, 0.36, -43.89, -33.39, 31.22
