t,ax,ay,az,gx,gy,gz
10272, -0.16, -0.22, 1.18, -69.23, -23.17, -71.12
10273, -0.13, -0.25, 1.01, -58.66, -9.31, -107.73
10274, -0.02, -0.35, 0.84, -45.92, -22.40, -115.29
10275, 0.04, -0.34, 0.82, -30.24, -12.18, -93.94
10276, 0.02, -0.29, 0.88, -3.15, 8.05, -69.23
10277, -0.09, -0.23, 0.69, -3.57, 4.62, -71.54
10278, -0.19, -0.26, 0.83, 22.05, -29.33, -97.44
10279, 0.03, -0.50, 0.91, 38.50, -20.23, -107.73
10280, 0.18, -0.70, 1.19, 30.45, 19.74, -81.27
10281, 0.15, -0.68, 1.18, 2.59, 109.34, -42.63
10282, -0.10, -0.77, 1.16, 95.13, 119.00, 11.62
10283, -0.28, -0.53, 0.93, 88.48, 40.88, 59.64
10284, -0.44, -0.27, 1.01, 23.03, 27.09, 97.16
10285, -0.44, -0.10, 0.92, 24.43, -19.74, 105.35
10286, -0.27, -0.27, 0.79, 21.84, -29.96, 82.67
10287, -0.18, -0.45, 0.95, 19.04, -34.23, 56.28
10288, -0.07, -0.31, 0.87, 21.49, -14.84, 59.01
10289, -0.01, -0.15, 0.93, 42.14, -15.19, 68.95
10290, 0.06, -0.02, 1.01, 32.13, 7.35, 72.10
10291, 0.06, 0.03, 1.08, 11.48, 21.21, 78.61
10292, -0.02, -0.06, 0.98, 2.87, 10.85, 91.49
10293, -0.08, -0.08, 0.93, 20.44, 4.06, 108.92
10294, -0.14, 0.02, 0.96, 0.91, 0.70, 98.84
10295, -0.22, 0.07, 0.97, -23.52, 10.85, 65.94
10296, -0.27, -0.01, 0.97, -65.73, 25.41, 22.33
10297, -0.29, -0.20, 1.09, -89.32, 49.00, -11.69
10298, -0.45, -0.29, 1.15, -67.69, 40.32, -20.65
10299, -0.47, -0.24, 1.02, -69.16, -7.28, -29.82
10300, -0.45, -0.22, 0.99, -61.18, -40.67, -50.26
10301, -0.27, -0.30, 0.76, -59.85, -71.54, -68.04
10302, -0.18, -0.36, 0.89, -62.09, -49.14, -68.39
10303, -0.11, -0.39, 1.00, -49.21, -27.16, -74.62
10304, -0.06, -0.39, 0.98, -30.80, -25.13, -83.16
10305, 0.00, -0.37, 0.97, -9.66, -19.81, -82.25
10306, 0.03, -0.31, 0.96, -6.65, 1.12, -68.74
10307, 0.10, -0.23, 0.86, -20.51, 12.88, -55.72
10308, 0.10, -0.27, 0.94, -17.15, 17.78, -51.38
10309, 0.07, -0.17, 0.69, 3.15, 35.35, -65.87
