t,ax,ay,az,gx,gy,gz
17843, 0.24, -0.56, 0.94, 22.19, 54.74, 14.42
17844, 0.15, -0.56, 0.99, -10.57, 70.63, 38.99
17845, 0.15, -0.83, 1.15, 74.13, 41.16, 10.92
17846, -0.01, -0.82, 0.86, 83.44, 7.98, 26.60
17847, -0.22, -0.74, 0.97, 87.99, 9.31, 65.80
17848, -0.13, -0.51, 0.71, 85.26, 1.89, 90.30
17849, 0.00, -0.45, 0.79, 93.10, -7.35, 77.56
17850, 0.03, -0.35, 0.93, 60.76, -11.34, 69.86
17851, 0.01, -0.24, 0.93, 26.81, -5.46, 71.96
17852, 0.07, -0.22, 0.92, -6.65, -28.35, 64.61
17853, 0.20, -0.27, 0.93, -11.13, -26.60, 62.79
17854, 0.17, -0.33, 0.87, 14.98, 10.85, 75.74
17855, 0.02, -0.32, 0.86, 46.27, -3.99, 96.88
17856, -0.06, -0.29, 0.88, 45.15, -26.18, 94.71
17857, -0.03, -0.25, 0.95, 32.55, -13.16, 85.89
17858, 0.07, -0.20, 1.04, -2.87, 19.67, 79.94
17859, 0.02, -0.16, 1.07, -43.12, 49.07, 51.10
17860, -0.09, -0.37, 1.33, -43.68, 75.53, 5.81
17861, -0.26, -0.32, 1.04, -45.57, 57.47, -25.97
17862, -0.39, -0.33, 0.98, -75.95, 20.30, -46.48
17863, -0.29, -0.39, 0.86, -73.50, -39.55, -70.49
17864, -0.15, -0.44, 0.95, -62.51, -21.77, -61.74
17865, -0.05, -0.49, 1.00, -70.42, 6.65, -63.28
17866, -0.04, -0.48, 0.86, -40.67, 0.00, -66.01
17867, -0.01, -0.43, 0.80, -22.61, -36.19, -69.09
17868, 0.07, -0.36, 0.84, -35.35, -30.59, -65.03
17869, 0.07, -0.32, 0.76, -17.08, 0.42, -79.03
17870, 0.01, -0.48, 0.73, -16.03, -13.51, -107.52
17871, -0.03, -0.59, 0.85, 13.37, -13.93, -94.71
17872, 0.13, -0.63, 0.90, 48.37, 4.06, -40.88
17873, 0.20, -0.58, 1.01, 31.64, 36.26, -9.80
17874, 0.15, -0.59, 1.02, 3.29, 76.23, 17.08
17875, 0.07, -0.81, 1.13, 82.88, 57.54, 12.04
17876, -0.27, -0.75, 0.92, 89.81, 14.42, 46.48
17877, -0.33, -0.67, 0.99, 87.71, 7.77, 71.33
17878, -0.23, -0.47, 0.78, 57.61, 0.21, 82.81
17879, -0.21, -0.48, 0.79, 78.68, -6.65, 80.36
17880, -0.21, -0.37, 0.81, 50.19, -30.59, 68.88
17881, -0.08, -0.30, 0.92, 30.73, -37.59, 62.65
17882, 0.00, -0.24, 1.03, 1.33, -43.82, 36.40
17883, 0.07, -0.27, 0.97, -4.20, -26.39, 48.58
17884, 0.08, -0.39, 0.94, 24.36, 1.26, 48.09
17885, -0.10, -0.32, 0.96, 39.90, 7.91, 54.88
17886, -0.12, -0.36, 0.91, 37.45, 34.16, 30.45
17887, -0.10, -0.45, 0.96, 24.71, 48.30, 2.52
17888, -0.27, -0.44, 1.24, 15.12, 98.98, 9.80
17889, -0.37, -0.12, 0.93, -28.70, 74.27, 2.94
17890, -0.35, -0.24, 0.92, -59.01, 63.84, -21.56
17891, -0.34, -0.29, 0.85, -45.29, 45.36, -22.75
17892, -0.33, -0.33, 0.88, -43.40, 33.18, -20.86
17893, -0.28, -0.38, 0.86, -50.54, 26.46, -28.28
17894, -0.26, -0.40, 0.89, -45.64, 19.53, -39.13
17895, -0.19, -0.37, 0.90, -41.23, 18.20, -53.34
17896, -0.18, -0.30, 0.85, -47.67, 28.77, -68.32
17897, -0.27, -0.27, 0.73, -56.77, 48.79, -59.22
17898, -0.39, -0.31, 0.89, -47.46, 23.38, -54.95
17899, -0.33, -0.36, 0.82, -78.47, -22.19, -73.50
17900, -0.27, -0.49, 0.85, -94.29, -40.95, -72.10
17901, -0.18, -0.63, 0.90, -83.44, -43.68, -59.71
17902, -0.10, -0.68, 0.88, -75.46, -40.53, -44.03
17903, -0.11, -0.65, 0.89, -41.72, -45.22, -39.76
17904, -0.06, -0.61, 0.83, -11.13, -30.03, -50.68
17905, 0.01, -0.59, 0.76, -22.12, -15.89, -59.50
17906, -0.02, -0.68, 0.81, -15.68, -9.31, -58.73
17907, -0.06, -0.77, 0.86, 7.14, 1.40, -49.70
17908, -0.02, -0.85, 0.88, 37.45, 6.93, -33.04
17909, 0.01, -0.73, 0.81, 52.85, 14.49, -30.17
17910, 0.02, -0.63, 0.82, 48.86, 38.71, -29.82
17911, -0.03, -0.58, 0.83, 47.95, 47.39, -25.83
17912, -0.06, -0.51, 0.80, 33.74, 36.96, -25.06
17913, -0.04, -0.48, 0.83, 20.23, 37.17, -22.33
17914, -0.02, -0.51, 0.86, 9.66, 42.14, -23.94
17915, -0.05, -0.51, 0.87, 10.71, 53.69, -21.98
17916, -0.06, -0.51, 0.82, -3.92, 52.50, -19.67
17917, -0.05, -0.57, 0.84, -4.76, 62.23, -23.87
17918, -0.15, -0.59, 0.79, 0.63, 52.01, -12.11
17919, -0.22, -0.62, 0.82, 7.98, 31.78, -10.71
17920, -0.25, -0.60, 0.81, 10.22, -6.65, -10.85
17921, -0.08, -0.52, 0.89, 5.53, -5.18, -7.49
