t,ax,ay,az,gx,gy,gz
5914, 0.02, -0.57, 0.67, -76.72, -20.44, -65.38
5915, 0.28, -0.60, 0.92, -111.93, -27.79, -92.05
5916, 0.40, -0.67, 0.92, -103.04, -5.53, -112.56
5917, 0.39, -0.69, 0.72, -47.46, 5.18, -106.61
5918, 0.38, -0.63, 0.61, -43.75, -3.43, -84.21
5919, 0.39, -0.55, 0.67, -29.40, -17.43, -65.59
5920, 0.42, -0.45, 0.64, -18.83, 1.61, -62.23
5921, 0.32, -0.36, 0.60, -8.75, 22.05, -76.16
5922, 0.35, -0.56, 0.78, -9.59, -0.07, -97.09
5923, 0.54, -0.75, 0.67, 45.22, 23.10, -55.23
5924, 0.54, -0.79, 0.66, 33.60, 34.65, 4.13
5925, 0.67, -1.02, 0.95, 70.77, 84.91, -3.36
5926, 0.38, -0.97, 0.78, 51.31, 71.68, 5.88
5927, 0.03, -0.77, 0.88, 83.30, 45.22, 28.42
5928, 0.18, -0.64, 0.74, 62.86, 55.58, 10.36
5929, 0.23, -0.55, 0.61, 26.88, 37.59, 23.87
5930, 0.14, -0.47, 0.73, 13.72, 7.21, 66.08
5931, 0.22, -0.35, 0.76, -14.07, -26.25, 77.91
5932, 0.33, -0.35, 0.75, -29.26, -37.03, 62.58
5933, 0.45, -0.37, 0.83, 11.06, -11.76, 69.02
5934, 0.36, -0.35, 0.80, 27.93, -7.77, 71.33
5935, 0.31, -0.43, 0.72, 39.20, -15.19, 76.30
5936, 0.23, -0.50, 0.84, 46.55, -21.21, 94.01
5937, 0.18, -0.35, 0.87, 28.91, 12.25, 101.85
5938, 0.21, -0.34, 1.06, -37.94, 28.28, 44.38
5939, 0.18, -0.65, 1.24, -82.18, 34.02, -17.15
5940, 0.04, -0.63, 0.78, -118.79, 22.40, -65.87
5941, -0.11, -0.71, 0.65, -123.48, 1.05, -78.40
5942, 0.04, -0.57, 0.58, -102.97, -52.99, -97.58
5943, 0.33, -0.78, 0.94, -113.54, -77.42, -136.15
5944, 0.45, -0.82, 0.77, -45.85, -33.67, -129.57
5945, 0.43, -0.74, 0.66, -18.20, -2.45, -85.19
5946, 0.51, -0.62, 0.58, -13.58, -33.46, -77.98
5947, 0.48, -0.50, 0.66, 9.17, -10.15, -56.07
5948, 0.42, -0.32, 0.59, -2.45, 20.51, -59.01
5949, 0.34, -0.42, 0.85, 2.17, 29.61, -96.18
5950, 0.55, -0.69, 0.55, 27.86, 30.59, -77.56
5951, 0.45, -0.84, 0.64, 29.82, 35.70, -16.87
5952, 0.70, -0.94, 1.00, 63.49, 71.82, 17.99
5953, 0.52, -1.02, 0.79, 60.62, 79.10, 14.84
5954, 0.17, -0.92, 0.81, 51.10, 56.84, 28.35
5955, 0.12, -0.70, 0.71, 72.66, 40.60, 28.49
5956, 0.31, -0.69, 0.69, 66.43, 65.87, 6.30
5957, 0.21, -0.52, 0.70, 56.56, 41.37, 67.55
5958, 0.11, -0.33, 0.71, 26.74, 4.34, 79.03
5959, 0.22, -0.29, 0.77, -14.56, -24.50, 53.97
5960, 0.41, -0.36, 0.81, -17.08, -27.72, 52.08
5961, 0.45, -0.36, 0.84, 9.73, -4.62, 54.95
5962, 0.36, -0.37, 0.81, 15.75, -5.11, 62.93
5963, 0.27, -0.49, 0.78, 23.80, -11.90, 82.18
5964, 0.18, -0.45, 0.83, 30.52, -13.86, 104.16
5965, 0.20, -0.40, 0.89, -31.50, 11.27, 94.43
5966, 0.23, -0.45, 1.02, -56.98, 26.67, 51.17
5967, 0.08, -0.72, 1.12, -59.36, 34.65, 12.67
5968, -0.04, -0.58, 0.94, -65.52, 13.72, -20.02
5969, -0.02, -0.53, 0.66, -120.54, 9.80, -73.57
5970, -0.07, -0.56, 0.56, -98.07, -31.99, -87.43
5971, 0.17, -0.54, 0.89, -108.01, -64.82, -121.59
5972, 0.46, -0.71, 0.93, -103.04, -38.22, -164.08
5973, 0.54, -0.82, 0.73, -53.13, -8.05, -153.02
5974, 0.45, -0.78, 0.61, -25.06, 31.50, -86.80
5975, 0.42, -0.60, 0.50, -17.29, 22.47, -67.06
5976, 0.41, -0.52, 0.65, 2.94, -14.49, -68.60
5977, 0.29, -0.47, 0.63, 20.51, 15.33, -89.53
5978, 0.33, -0.60, 0.54, -28.07, -10.36, -97.23
5979, 0.43, -0.72, 0.77, -28.14, 3.99, -51.80
5980, 0.60, -0.59, 0.78, 16.59, 29.47, 1.68
5981, 0.62, -0.75, 0.66, 10.85, 41.37, 8.61
5982, 0.67, -0.95, 0.79, 18.55, 72.73, -0.91
5983, 0.46, -1.10, 0.79, 51.59, 60.69, 9.31
5984, 0.26, -0.81, 0.68, 65.45, 36.05, 15.89
5985, 0.22, -0.52, 0.65, 84.14, 60.20, 12.53
5986, 0.41, -0.56, 0.62, 63.00, 64.19, -28.70
5987, 0.32, -0.50, 0.73, 56.70, 52.64, 3.78
5988, 0.21, -0.36, 0.69, 12.32, 30.17, 31.92
5989, 0.22, -0.32, 0.74, -5.39, 2.38, 38.64
5990, 0.36, -0.41, 0.85, 12.46, -7.84, 35.14
5991, 0.34, -0.47, 0.76, 33.60, 2.66, 52.57
5992, 0.21, -0.57, 0.71, 36.61, -25.83, 80.64
5993, 0.19, -0.48, 0.77, 56.28, -24.01, 95.76
5994, 0.32, -0.45, 0.79, 32.13, 9.17, 91.42
5995, 0.26, -0.38, 0.87, -0.56, 31.22, 90.72
5996, 0.30, -0.35, 1.02, -40.53, 44.10, 60.13
5997, 0.22, -0.63, 1.09, -62.23, 63.91, 4.69
5998, -0.04, -0.69, 0.88, -63.42, 53.20, -26.46
5999, 0.02, -0.57, 0.65, -71.12, 32.34, -66.57
6000, -0.02, -0.60, 0.74, -49.63, -14.00, -82.11
6001, 0.16, -0.49, 0.88, -70.77, -51.24, -102.48
6002, 0.37, -0.63, 0.94, -66.92, -22.75, -118.86
6003, 0.43, -0.64, 0.83, -35.56, 28.42, -99.61
6004, 0.42, -0.55, 0.69, -18.69, 5.46, -88.20
6005, 0.40, -0.44, 0.67, -36.12, -3.57, -92.68
6006, 0.33, -0.45, 0.67, -18.83, 18.62, -114.73
6007, 0.24, -0.60, 0.51, -27.44, -0.49, -136.85
6008, 0.24, -0.82, 0.74, -30.94, -36.82, -116.27
6009, 0.45, -0.73, 0.73, 18.83, -18.13, -38.64
6010, 0.59, -0.66, 0.79, 24.29, 21.63, 13.02
6011, 0.64, -0.58, 0.68, -5.95, 66.99, 45.43
6012, 0.56, -0.81, 0.93, 59.08, 65.10, 23.10
6013, 0.30, -0.90, 0.82, 47.60, 32.76, 3.85
6014, 0.12, -0.80, 0.84, 89.11, 26.74, -7.98
6015, 0.25, -0.64, 0.68, 83.58, 70.98, -19.18
6016, 0.31, -0.56, 0.81, 69.79, 47.25, 11.27
6017, 0.13, -0.36, 0.74, 23.66, 15.68, 62.37
6018, 0.16, -0.30, 0.78, -15.96, -24.36, 66.22
6019, 0.32, -0.35, 0.78, -29.54, -22.82, 50.75
6020, 0.40, -0.33, 0.80, -11.69, -12.53, 56.21
6021, 0.37, -0.36, 0.82, 10.78, -1.75, 64.54
6022, 0.25, -0.43, 0.75, 25.20, -6.16, 89.88
6023, 0.21, -0.48, 0.78, 29.54, -27.93, 100.38
6024, 0.24, -0.48, 0.84, 25.83, -6.93, 98.84
6025, 0.30, -0.41, 0.96, -5.46, 18.97, 91.00
6026, 0.42, -0.42, 1.10, -38.64, 26.53, 36.12
6027, 0.11, -0.62, 1.19, -67.13, 31.50, -37.52
6028, 0.07, -0.49, 0.70, -104.72, 21.49, -81.13
6029, 0.01, -0.51, 0.49, -106.68, 8.05, -103.81
6030, 0.09, -0.50, 1.04, -123.90, -61.04, -134.12
6031, 0.44, -0.67, 0.97, -109.62, -32.62, -157.85
6032, 0.49, -0.79, 0.72, -59.50, 12.74, -130.76
6033, 0.42, -0.67, 0.55, -43.75, 10.99, -93.38
6034, 0.39, -0.56, 0.66, -21.98, -18.97, -82.67
6035, 0.39, -0.47, 0.57, 19.81, 13.16, -92.26
6036, 0.35, -0.61, 0.63, 20.30, 5.95, -140.63
6037, 0.52, -0.78, 0.61, 35.00, 0.21, -108.50
6038, 0.66, -0.83, 0.63, 56.91, 28.63, -1.47
6039, 0.69, -0.67, 0.84, 31.64, 83.93, 56.35
6040, 0.53, -0.77, 0.96, 79.31, 116.97, 39.90
6041, 0.21, -0.86, 0.90, 58.38, 76.93, 7.14
6042, -0.00, -0.69, 0.82, 77.28, 44.31, 16.87
6043, 0.30, -0.67, 0.77, 37.73, 65.24, 8.19
6044, 0.19, -0.46, 0.63, 22.40, 42.21, 65.73
6045, 0.14, -0.36, 0.71, -2.94, 5.67, 94.92
6046, 0.18, -0.32, 0.64, -29.82, -41.44, 92.54
6047, 0.31, -0.33, 0.73, -1.75, -55.51, 89.53
6048, 0.35, -0.45, 0.73, 17.50, -21.56, 94.57
6049, 0.18, -0.54, 0.71, 25.34, -29.19, 100.73
6050, 0.21, -0.49, 0.79, 48.02, -26.88, 112.84
6051, 0.33, -0.38, 0.98, 1.61, 0.00, 99.75
6052, 0.40, -0.30, 1.14, -62.30, 33.81, 46.34
6053, 0.27, -0.57, 1.26, -88.41, 46.76, -35.42
6054, -0.02, -0.65, 0.67, -113.82, 62.02, -87.78
6055, -0.17, -0.74, 0.58, -117.46, 16.59, -91.84
6056, 0.01, -0.61, 0.80, -113.89, -69.65, -116.97
6057, 0.28, -0.77, 0.87, -97.79, -52.64, -155.19
6058, 0.47, -0.81, 0.73, -42.77, -9.03, -149.45
6059, 0.45, -0.77, 0.60, -20.30, 8.68, -95.13
6060, 0.39, -0.57, 0.55, -4.97, -17.36, -75.88
6061, 0.37, -0.49, 0.60, 18.34, -16.38, -69.93
6062, 0.32, -0.47, 0.49, 14.91, -4.27, -100.80
6063, 0.32, -0.72, 0.82, 15.33, -7.98, -104.44
6064, 0.51, -0.79, 0.51, 64.05, -0.77, -35.98
6065, 0.63, -0.72, 0.65, 30.73, 50.12, 44.73
