t,ax,ay,az,gx,gy,gz
24088, 0.66, -0.66, 0.39, 54.74, 20.93, 69.86
24089, 0.63, -0.63, 0.51, 67.83, 18.27, 77.42
24090, 0.49, -0.65, 0.49, 56.49, 34.58, 71.40
24091, 0.29, -0.64, 0.44, 27.23, 13.30, 67.34
24092, 0.30, -0.75, 0.54, 20.72, 5.95, 77.42
24093, 0.34, -0.66, 0.54, 8.75, -0.84, 92.40
24094, 0.31, -0.61, 0.67, -10.08, 12.88, 81.83
24095, 0.41, -0.94, 0.59, -52.50, 5.88, 38.43
24096, 0.17, -0.92, 0.63, -41.09, 1.68, -4.41
24097, 0.21, -1.05, 0.55, -42.00, -3.85, -12.74
24098, 0.17, -1.01, 0.34, -11.90, -28.91, -31.64
24099, 0.23, -0.96, 0.60, 10.78, -31.50, -41.30
24100, 0.50, -1.02, 0.75, 8.61, -1.89, -45.15
24101, 0.36, -0.86, 0.46, 12.81, 30.94, -35.00
24102, 0.31, -0.75, 0.49, 18.69, -10.08, -63.42
24103, 0.33, -0.66, 0.50, 36.19, 11.76, -63.70
24104, 0.37, -0.59, 0.51, 30.87, 18.76, -57.05
24105, 0.47, -0.47, 0.43, 6.44, -31.01, -80.78
24106, 0.49, -0.51, 0.58, -14.98, -19.95, -78.47
24107, 0.57, -0.53, 0.55, -46.41, -17.43, -58.17
24108, 0.61, -0.51, 0.51, -65.38, 6.79, -39.83
24109, 0.57, -0.53, 0.48, -91.77, 23.17, -63.84
24110, 0.58, -0.79, 0.50, -45.99, 9.59, -61.60
24111, 0.53, -1.01, 0.22, -15.47, 33.11, -26.81
24112, 0.46, -0.93, 0.33, 1.75, 43.68, 25.83
24113, 0.53, -0.98, 0.34, 5.88, 38.50, 0.42
24114, 0.68, -1.09, 0.48, -48.37, 59.08, -15.68
24115, 0.48, -1.14, 0.40, 22.19, 4.27, 3.43
24116, 0.43, -0.95, 0.51, 5.67, 12.88, 8.68
24117, 0.28, -0.72, 0.41, 14.98, 4.13, -3.78
24118, 0.26, -0.73, 0.32, 18.62, -22.82, -1.26
24119, 0.36, -0.72, 0.41, 1.19, -41.79, 5.04
24120, 0.50, -0.72, 0.43, -13.72, -31.71, 14.21
24121, 0.56, -0.74, 0.41, -1.89, -11.20, 34.65
24122, 0.58, -0.72, 0.37, 12.60, 0.91, 55.58
24123, 0.62, -0.71, 0.42, 33.04, 9.45, 66.57
24124, 0.60, -0.64, 0.50, 53.27, 23.24, 71.05
24125, 0.57, -0.55, 0.50, 68.53, 36.82, 74.76
24126, 0.50, -0.53, 0.53, 49.56, 36.75, 73.15
24127, 0.39, -0.61, 0.48, 41.16, 45.57, 59.92
24128, 0.26, -0.69, 0.45, 24.15, 36.82, 58.87
24129, 0.28, -0.69, 0.49, 9.94, 26.67, 80.57
24130, 0.25, -0.63, 0.59, -30.59, 25.48, 66.01
24131, 0.40, -0.98, 0.58, -59.78, 24.71, 21.28
