t,ax,ay,az,gx,gy,gz
23011, 0.31, -0.44, 0.80, -16.17, 27.44, 77.98
23012, 0.40, -0.61, 0.70, -61.88, 30.94, 42.77
23013, 0.24, -0.88, 0.84, -60.27, 47.95, -31.99
23014, 0.05, -0.72, 0.80, -71.96, 9.17, -56.98
23015, 0.16, -0.83, 0.62, -77.07, -13.51, -81.83
23016, 0.10, -0.89, 0.62, -48.16, -53.13, -86.24
23017, 0.31, -0.73, 0.71, -2.03, -55.51, -67.76
23018, 0.45, -0.89, 0.73, -11.76, 10.01, -49.42
23019, 0.52, -0.81, 0.62, -29.19, -7.35, -65.45
23020, 0.43, -0.77, 0.65, 15.54, 25.90, -51.73
23021, 0.41, -0.57, 0.56, 21.21, 33.25, -49.42
23022, 0.39, -0.40, 0.59, -12.81, -6.23, -69.23
23023, 0.47, -0.46, 0.67, -27.30, -11.27, -63.07
23024, 0.53, -0.52, 0.68, -44.31, 1.05, -52.57
23025, 0.41, -0.49, 0.50, -63.77, 17.15, -65.24
23026, 0.32, -0.63, 0.60, -78.68, -44.45, -76.58
23027, 0.49, -0.79, 0.36, -0.56, -16.80, -40.74
23028, 0.58, -0.91, 0.38, -23.17, 7.21, 15.61
23029, 0.53, -1.01, 0.82, 86.03, 42.28, 39.90
23030, 0.72, -1.01, 0.44, -19.88, 42.35, -21.00
23031, 0.41, -1.18, 0.73, 51.24, 37.03, -3.50
23032, 0.28, -0.88, 0.65, -1.40, 12.60, 15.33
23033, 0.19, -0.63, 0.50, 34.30, -20.93, 19.95
23034, 0.32, -0.76, 0.49, 27.65, -41.37, 24.92
23035, 0.40, -0.70, 0.51, 18.48, -35.35, 43.26
23036, 0.33, -0.55, 0.56, 39.76, -27.79, 67.27
23037, 0.56, -0.58, 0.55, 1.19, -56.84, 54.18
23038, 0.69, -0.76, 0.50, 2.10, -9.45, 67.55
23039, 0.56, -0.64, 0.55, 80.57, 5.11, 100.52
23040, 0.54, -0.49, 0.66, 72.52, -10.57, 106.61
23041, 0.48, -0.46, 0.72, 69.79, 0.56, 100.66
23042, 0.26, -0.50, 0.63, 47.18, 11.55, 84.70
23043, 0.16, -0.55, 0.63, 49.77, 1.54, 108.99
23044, 0.21, -0.47, 0.77, 11.20, 13.93, 99.26
23045, 0.33, -0.59, 0.71, -56.35, 5.04, 56.14
23046, 0.13, -1.00, 0.95, -49.35, 32.76, -14.42
23047, -0.06, -0.66, 0.73, -48.02, -6.93, -39.13
23048, 0.24, -0.74, 0.64, -86.17, -25.62, -71.05
23049, 0.29, -1.00, 0.57, -93.17, -54.25, -103.46
23050, 0.16, -0.97, 0.61, -3.64, -12.39, -58.24
23051, 0.34, -0.84, 0.58, -27.58, -14.56, -50.82
23052, 0.45, -0.78, 0.68, 0.49, 11.69, -56.84
23053, 0.40, -0.69, 0.61, 24.36, 26.88, -56.63
23054, 0.34, -0.58, 0.47, 8.19, 8.68, -51.17
23055, 0.37, -0.49, 0.60, -2.10, -44.31, -59.71
23056, 0.52, -0.52, 0.65, -17.85, -35.21, -47.18
