t,ax,ay,az,gx,gy,gz
22788, 0.52, -1.18, 0.70, -126.84, -11.55, -38.50
22789, 0.36, -1.02, -0.11, -96.32, 18.27, 36.68
22790, 0.07, -1.12, 0.25, 15.05, -39.97, 62.09
22791, 0.36, -1.03, 0.39, -5.11, -8.12, 66.01
22792, 0.22, -0.94, 0.38, 26.11, -7.84, 58.24
22793, 0.13, -0.82, 0.36, 32.34, -18.76, 56.07
22794, 0.20, -0.88, 0.48, 25.41, -26.46, 55.37
22795, 0.25, -0.83, 0.48, 20.51, -24.36, 61.32
22796, 0.20, -0.87, 0.54, 7.70, -34.16, 68.25
22797, 0.22, -0.87, 0.52, 2.38, -38.01, 74.20
22798, 0.19, -0.89, 0.49, 5.39, -44.66, 77.56
22799, 0.18, -0.92, 0.46, 6.30, -53.69, 78.96
22800, 0.16, -0.87, 0.42, 2.59, -49.70, 85.12
22801, 0.16, -0.78, 0.42, -11.55, -49.91, 90.65
22802, 0.14, -0.84, 0.41, 8.54, -29.47, 96.32
22803, 0.13, -0.98, 0.42, -15.89, -37.87, 94.64
22804, -0.00, -0.99, 0.35, -23.80, -26.04, 99.47
22805, -0.09, -0.93, 0.34, -24.57, -30.73, 76.30
22806, -0.08, -0.98, 0.31, -29.68, -30.03, 62.23
22807, -0.05, -1.03, 0.38, -35.21, -34.58, 57.47
22808, -0.07, -0.96, 0.34, -28.21, -30.24, 65.03
22809, -0.03, -0.96, 0.39, -28.77, -41.93, 72.38
22810, 0.02, -0.98, 0.38, -6.93, -9.17, 65.52
22811, -0.13, -1.02, 0.39, 19.11, 15.68, 53.34
22812, -0.31, -0.90, 0.29, 37.80, 42.00, 34.79
22813, -0.35, -0.88, 0.33, 15.05, 9.31, 24.50
22814, -0.23, -0.94, 0.40, -0.77, -23.31, 20.86
22815, -0.16, -0.95, 0.44, 1.89, -10.92, 15.89
22816, -0.15, -0.95, 0.43, 5.60, -3.29, 10.64
22817, -0.18, -0.93, 0.39, 4.34, -1.47, 10.57
22818, -0.19, -0.92, 0.38, 5.04, -10.08, 7.98
22819, -0.17, -0.91, 0.39, 5.67, -11.83, 9.03
22820, -0.16, -0.93, 0.41, 4.83, -8.61, 10.15
22821, -0.22, -0.94, 0.43, 4.90, -4.41, 10.92
22822, -0.22, -0.94, 0.40, 8.68, 0.14, 8.89
22823, -0.23, -0.94, 0.41, 12.39, 0.42, 3.85
22824, -0.20, -0.92, 0.42, 8.26, -0.91, -0.28
22825, -0.21, -0.92, 0.44, 8.47, -1.05, -3.71
22826, -0.20, -0.92, 0.42, 2.94, -1.33, -7.91
22827, -0.19, -0.94, 0.42, 4.06, -5.25, -12.67
22828, -0.20, -0.96, 0.42, 5.04, -12.88, -21.63
22829, -0.20, -0.97, 0.42, 9.10, -19.32, -28.70
22830, -0.16, -0.97, 0.43, 15.19, -25.41, -38.01
22831, -0.12, -0.96, 0.43, 27.16, -28.35, -44.66
22832, -0.09, -0.94, 0.43, 34.37, -25.20, -42.49
