t,ax,ay,az,gx,gy,gz
21453, 0.17, -0.35, 0.79, 40.18, 4.34, 104.44
21454, 0.16, -0.32, 0.90, -18.69, 19.39, 75.11
21455, 0.31, -0.75, 0.88, -62.23, 31.50, 32.20
21456, -0.10, -0.65, 0.86, -35.42, 27.44, -16.59
21457, 0.02, -0.64, 0.79, -87.15, -23.38, -49.56
21458, 0.05, -0.81, 0.73, -93.73, -63.98, -92.75
21459, 0.16, -0.84, 0.73, -45.22, -105.63, -112.14
21460, 0.50, -1.06, 0.77, 21.77, -33.25, -74.90
21461, 0.45, -0.85, 0.69, 11.20, 21.91, -55.72
21462, 0.38, -0.72, 0.77, 21.70, 40.39, -33.46
21463, 0.33, -0.49, 0.61, 42.70, 42.07, -40.81
21464, 0.32, -0.38, 0.65, 1.89, 2.31, -59.50
21465, 0.39, -0.31, 0.76, -38.36, -1.47, -65.87
21466, 0.47, -0.36, 0.72, -50.75, -5.32, -66.08
21467, 0.51, -0.41, 0.68, -63.14, -3.22, -54.11
21468, 0.48, -0.45, 0.58, -83.02, 25.27, -63.42
21469, 0.34, -0.66, 0.67, -82.60, -2.45, -70.07
21470, 0.42, -0.69, 0.42, 15.26, -2.52, -47.53
21471, 0.44, -0.89, 0.54, 22.75, -8.82, -7.42
21472, 0.44, -0.94, 0.94, 132.93, 41.86, 32.55
21473, 0.63, -1.03, 0.62, 37.31, -0.35, -19.39
21474, 0.45, -1.12, 0.92, 59.71, 33.74, -5.74
21475, 0.30, -0.85, 0.75, 52.57, 19.25, 16.24
21476, 0.22, -0.59, 0.62, 54.46, 5.95, 14.42
21477, 0.23, -0.59, 0.62, 74.97, -12.88, 27.30
21478, 0.34, -0.51, 0.70, 30.73, -35.63, 28.63
21479, 0.48, -0.54, 0.74, 5.18, -18.06, 37.87
21480, 0.52, -0.51, 0.67, 12.95, -2.66, 63.35
21481, 0.51, -0.46, 0.67, 21.42, 4.34, 76.58
21482, 0.53, -0.42, 0.67, 34.44, 22.19, 80.01
21483, 0.49, -0.38, 0.71, 48.37, 23.24, 91.42
21484, 0.38, -0.34, 0.80, 35.00, 1.33, 94.22
21485, 0.28, -0.44, 0.72, 28.70, 2.94, 78.33
21486, 0.15, -0.52, 0.71, 30.80, 5.74, 84.14
21487, 0.16, -0.41, 0.70, 58.31, 12.11, 119.07
21488, 0.18, -0.33, 0.93, 9.52, 33.60, 104.09
21489, 0.33, -0.42, 0.89, -65.73, 27.86, 49.63
21490, -0.03, -0.87, 1.15, -56.14, 48.44, -27.58
21491, -0.12, -0.53, 0.83, -105.07, -7.91, -53.76
21492, -0.00, -0.84, 0.86, -147.98, -42.56, -85.54
21493, 0.13, -0.71, 0.69, -51.59, -54.88, -83.65
21494, 0.42, -0.96, 0.83, -26.18, -49.84, -82.39
21495, 0.39, -0.88, 0.76, -12.46, 28.98, -45.36
21496, 0.28, -0.66, 0.74, 9.66, 42.00, -31.29
21497, 0.28, -0.50, 0.65, 15.33, 16.03, -49.14
21498, 0.29, -0.43, 0.65, -2.59, -12.25, -67.55
21499, 0.36, -0.42, 0.71, -36.82, -11.13, -58.87
21500, 0.41, -0.41, 0.69, -35.14, -14.21, -47.81
21501, 0.44, -0.43, 0.67, -37.66, -7.07, -59.50
21502, 0.39, -0.55, 0.61, -48.79, 3.78, -81.90
21503, 0.31, -0.67, 0.61, -32.41, -18.41, -70.42
21504, 0.49, -0.83, 0.55, 24.22, -11.83, -34.09
21505, 0.56, -0.89, 0.61, 29.12, 24.85, 27.79
21506, 0.47, -0.98, 0.88, 130.90, 61.11, 43.68
21507, 0.49, -0.96, 0.70, 32.90, 38.29, 8.05
21508, 0.21, -0.96, 0.95, 90.30, 24.43, 23.03
21509, 0.11, -0.57, 0.87, 36.68, 1.96, 18.48
21510, 0.17, -0.55, 0.56, 27.23, -5.18, 20.93
21511, 0.17, -0.60, 0.72, 26.74, -51.59, 27.37
21512, 0.35, -0.54, 0.74, -11.62, -40.88, 40.60
21513, 0.42, -0.55, 0.62, -10.29, -26.95, 59.92
21514, 0.44, -0.48, 0.63, 9.45, -24.43, 75.11
21515, 0.56, -0.45, 0.68, 31.92, -12.95, 82.04
21516, 0.52, -0.44, 0.70, 45.64, 0.56, 91.07
21517, 0.39, -0.53, 0.82, 62.23, -6.58, 84.21
21518, 0.22, -0.55, 0.71, 66.29, -0.63, 85.26
21519, 0.09, -0.40, 0.72, 96.39, 0.77, 112.84
