t,ax,ay,az,gx,gy,gz
16507, 0.27, -0.74, 0.95, -22.05, 56.63, -12.67
16508, 0.17, -0.38, 0.75, -2.59, 50.26, -5.32
16509, 0.28, -0.28, 0.86, 7.98, 43.19, -33.74
16510, 0.24, -0.31, 0.88, -7.42, 61.74, -20.09
16511, 0.16, -0.26, 0.92, 2.73, 55.65, 0.21
16512, 0.11, -0.55, 1.26, 87.99, 49.98, -1.96
16513, 0.19, -0.48, 0.94, 29.19, 5.46, -4.34
16514, 0.11, -0.42, 1.11, 53.55, -33.67, 3.85
16515, 0.14, -0.59, 1.10, 43.68, -5.11, 27.16
16516, 0.08, -0.43, 0.89, 68.81, -22.75, 53.41
16517, 0.03, -0.05, 0.91, 124.74, -34.51, 44.80
16518, -0.01, 0.15, 0.88, 124.39, -10.15, 37.73
16519, -0.16, 0.21, 0.83, 23.59, -31.57, -6.30
16520, 0.11, -0.41, 0.87, -93.59, -61.04, -27.72
16521, 0.40, -0.36, 1.03, -11.83, -38.99, 43.12
16522, 0.40, -0.01, 1.09, 39.41, -16.66, 86.59
16523, 0.35, 0.01, 1.06, -0.28, -9.24, 66.43
16524, 0.33, -0.28, 0.97, 3.43, 4.06, 49.28
16525, 0.16, -0.26, 0.88, 18.90, 1.40, 59.78
16526, 0.09, -0.23, 0.90, 28.77, 0.42, 51.94
16527, 0.16, -0.24, 0.93, 17.71, 8.75, 37.66
16528, 0.22, -0.25, 0.96, 34.44, 20.37, 49.07
16529, 0.18, -0.14, 0.86, 49.63, 44.73, 61.18
16530, 0.07, -0.00, 0.93, -1.19, 70.21, 30.03
16531, 0.11, -0.10, 0.91, -58.59, 88.76, 0.56
16532, 0.04, -0.34, 1.23, -48.30, 121.73, -29.12
16533, -0.32, -0.08, 1.24, -33.95, 84.14, -22.19
16534, -0.35, -0.05, 1.12, -41.58, -16.52, -31.50
16535, -0.11, -0.12, 1.14, -49.00, -38.71, -47.32
16536, -0.06, -0.32, 1.06, -38.22, -54.67, -54.95
16537, 0.05, -0.18, 0.71, -34.30, -78.05, -46.13
16538, 0.14, -0.39, 1.13, -13.58, -37.31, -28.00
16539, 0.06, -0.31, 1.05, 9.38, 36.47, -4.34
16540, 0.05, -0.26, 0.98, 2.17, 38.29, -25.27
16541, 0.03, -0.20, 0.90, 3.78, 35.70, -43.89
16542, 0.06, -0.16, 0.86, -9.03, 18.27, -57.05
16543, 0.08, -0.12, 0.99, -13.86, 10.15, -66.99
16544, 0.09, -0.07, 1.02, -19.74, 15.05, -57.19
16545, -0.00, -0.06, 0.92, -32.83, -3.71, -70.42
16546, 0.02, -0.20, 0.98, -52.78, -39.69, -83.79
16547, 0.12, -0.37, 0.90, -53.76, -26.04, -71.54
16548, 0.14, -0.39, 0.92, -40.67, -2.80, -45.71
16549, 0.10, -0.31, 0.90, -11.48, 29.47, -26.81
16550, 0.10, -0.22, 0.88, -13.79, 19.74, -44.59
16551, 0.11, -0.41, 0.85, -39.20, 30.24, -25.62
16552, -0.00, -0.42, 0.96, -22.33, 47.32, 22.47
16553, 0.01, -0.61, 1.23, 30.31, 33.32, -2.73
16554, -0.02, -0.69, 1.17, 78.68, 12.74, -20.44
16555, -0.01, -0.53, 1.05, 81.97, 23.17, 16.24
16556, -0.13, -0.41, 0.95, 73.01, -49.84, 36.68
16557, -0.00, -0.32, 0.88, 84.35, -60.48, 43.54
16558, -0.02, -0.20, 0.90, 96.67, -38.57, 63.49
16559, 0.06, -0.09, 1.05, 58.80, -37.66, 48.37
16560, 0.13, -0.15, 1.00, 9.80, -29.68, 23.66
16561, 0.18, -0.19, 0.96, -2.38, -19.25, 36.12
16562, 0.22, -0.17, 0.98, 8.05, -26.32, 54.39
16563, 0.28, -0.14, 0.95, 15.96, -5.81, 70.28
16564, 0.26, -0.12, 0.94, 14.77, 17.29, 75.81
16565, 0.20, -0.04, 0.90, 15.47, 21.21, 78.89
16566, 0.16, -0.04, 0.99, 7.28, 5.11, 74.27
16567, 0.14, -0.14, 0.94, 0.42, 4.27, 74.55
16568, 0.05, -0.19, 0.92, 11.20, 7.42, 76.65
16569, 0.00, -0.15, 0.94, 9.03, 0.35, 72.38
16570, 0.02, -0.07, 0.95, 5.46, 20.02, 53.34
16571, 0.04, -0.11, 0.92, -10.71, 9.59, 50.89
16572, 0.06, -0.01, 0.96, -20.65, 17.71, 46.55
16573, 0.05, -0.17, 0.95, -65.03, 44.94, 24.85
16574, -0.03, -0.50, 1.24, -51.87, 81.13, -8.19
16575, -0.40, -0.06, 1.28, -27.65, 59.64, -14.63
16576, -0.32, -0.19, 1.10, -73.29, -33.74, -31.99
16577, -0.14, -0.25, 1.15, -45.29, -53.62, -48.02
16578, -0.09, -0.34, 0.86, -58.80, -91.84, -72.10
16579, -0.00, -0.33, 0.81, -9.17, -62.58, -52.99
16580, 0.15, -0.42, 1.10, -38.71, -45.08, -51.52
16581, 0.21, -0.49, 1.11, -11.06, 36.26, -30.94
16582, 0.04, -0.35, 0.93, 0.56, 59.01, -18.83
16583, -0.05, -0.20, 0.91, 9.10, 18.97, -43.47
16584, 0.01, -0.13, 0.92, 13.23, -3.64, -66.85
16585, 0.12, -0.11, 0.92, -20.93, -7.84, -89.95
16586, 0.16, -0.09, 0.99, -28.98, -15.54, -102.97
16587, 0.14, -0.19, 0.95, -32.20, -4.83, -111.44
16588, 0.13, -0.34, 0.97, -25.27, 2.24, -120.61
16589, 0.18, -0.38, 0.88, -24.57, -1.12, -117.25
16590, 0.15, -0.41, 0.89, -24.71, 10.57, -98.70
16591, 0.15, -0.39, 0.90, -32.06, 25.76, -86.38
16592, 0.23, -0.33, 0.88, -28.98, 46.48, -69.93
16593, 0.24, -0.47, 0.91, -43.33, 60.48, -40.18
16594, 0.20, -0.41, 0.84, -45.01, 83.72, 0.21
16595, 0.01, -0.44, 0.97, -36.33, 85.89, 10.43
16596, 0.06, -0.71, 1.06, 27.72, 53.69, -21.70
16597, -0.02, -0.72, 1.15, 95.69, 32.13, -4.13
16598, -0.00, -0.59, 0.96, 87.57, -6.02, 28.21
16599, -0.17, -0.22, 0.97, 92.05, -57.82, 38.22
16600, -0.07, -0.34, 0.83, 90.72, -65.24, 35.35
